triplet_id	ac_id	anchor	negative_partner_c	positive_partner_d	ac_pair_id	ad_pair_id	assembly_size_stratum	counterfactual_grade_provisional	sequence_similarity_bin
SCF:0005601	AC:004541	P0AG44	P0AG67	P43672	SP:0004541	SP:0020725	gt24	CF-C-provisional	remote_sequence
SCF:0005602	AC:004541	P0AG44	P0AG67	P0A705	SP:0004541	SP:0020726	gt24	CF-C-provisional	remote_sequence
SCF:0005603	AC:004541	P0AG44	P0AG67	P0A6M8	SP:0004541	SP:0020727	gt24	CF-C-provisional	remote_sequence
SCF:0005604	AC:004542	P82917	Q3SZ86	P82913	SP:0004542	SP:0020730	gt24	CF-C-provisional	remote_sequence
SCF:0005605	AC:004542	Q3SZ86	P82917	P82915	SP:0004542	SP:0020733	gt24	CF-C-provisional	remote_sequence
SCF:0005606	AC:004542	Q3SZ86	P82917	P82669	SP:0004542	SP:0017535	gt24	CF-C-provisional	remote_sequence
SCF:0005607	AC:004543	B0C1V7	B0CFM2	B0C576	SP:0004543	SP:0020735	gt24	CF-C-provisional	remote_sequence
SCF:0005608	AC:004543	B0CFM2	B0C1V7	B0C6I0	SP:0004543	SP:0016657	gt24	CF-C-provisional	medium
SCF:0005609	AC:004543	B0CFM2	B0C1V7	B0C3E6	SP:0004543	SP:0020738	gt24	CF-C-provisional	remote_sequence
SCF:0005610	AC:004544	A0A286ZNB3	A0A8D1XNL0	I3LU08	SP:0004544	SP:0020740	gt24	CF-C-provisional	remote_sequence
SCF:0005611	AC:004546	A0A640KGL4	A0A640KW57	A0A640KUX2	SP:0004546	SP:0018024	gt24	CF-C-provisional	remote_sequence
SCF:0005612	AC:004546	A0A640KGL4	A0A640KW57	A0A640KJI7	SP:0004546	SP:0020750	gt24	CF-C-provisional	remote_sequence
SCF:0005613	AC:004546	A0A640KW57	A0A640KGL4	A0A640KG82	SP:0004546	SP:0020195	gt24	CF-C-provisional	medium
SCF:0005614	AC:004546	A0A640KW57	A0A640KGL4	A0A640KXA2	SP:0004546	SP:0020197	gt24	CF-C-provisional	medium
SCF:0005615	AC:004546	A0A640KW57	A0A640KGL4	A0A640KTY7	SP:0004546	SP:0020752	gt24	CF-C-provisional	remote_sequence
SCF:0005616	AC:004547	Q8TRR0	Q8TT42	Q8TRC2	SP:0004547	SP:0020753	gt24	CF-C-provisional	remote_sequence
SCF:0005617	AC:004547	Q8TRR0	Q8TT42	Q8TKI9	SP:0004547	SP:0019242	gt24	CF-C-provisional	remote_sequence
SCF:0005618	AC:004547	Q8TT42	Q8TRR0	A0A832W9Q0	SP:0004547	SP:0020755	gt24	CF-C-provisional	medium
SCF:0005619	AC:004548	P0CH08	P38701	P05738	SP:0004548	SP:0020757	gt24	CF-C-provisional	remote_sequence
SCF:0005620	AC:004548	P0CH08	P38701	P51401	SP:0004548	SP:0020758	gt24	CF-C-provisional	remote_sequence
SCF:0005621	AC:004548	P38701	P0CH08	P05759	SP:0004548	SP:0020760	gt24	CF-C-provisional	medium
SCF:0005622	AC:004548	P38701	P0CH08	O14467	SP:0004548	SP:0020761	gt24	CF-C-provisional	medium
SCF:0005623	AC:004548	P38701	P0CH08	P04456	SP:0004548	SP:0020762	gt24	CF-C-provisional	remote_sequence
SCF:0005624	AC:004549	P19052	D0VWR5	Q8DMP8	SP:0004549	SP:0012791	gt24	CF-C-provisional	remote_sequence
SCF:0005625	AC:004550	Q5SHQ0	Q5SHP9	P0DOY9	SP:0004550	SP:0020767	gt24	CF-C-provisional	medium
SCF:0005626	AC:004550	Q5SHQ0	Q5SHP9	P60490	SP:0004550	SP:0020768	gt24	CF-C-provisional	remote_sequence
SCF:0005627	AC:004550	Q5SHQ0	Q5SHP9	P80380	SP:0004550	SP:0020769	gt24	CF-C-provisional	remote_sequence
SCF:0005628	AC:004551	P53261	Q08962	P05738	SP:0004551	SP:0020770	gt24	CF-C-provisional	medium
SCF:0005629	AC:004551	P53261	Q08962	Q02326	SP:0004551	SP:0020771	gt24	CF-C-provisional	remote_sequence
SCF:0005630	AC:004552	P38902	P35189	P34162	SP:0004552	SP:0015103	gt24	CF-C-provisional	remote_sequence
SCF:0005631	AC:004552	P38902	P35189	P20436	SP:0004552	SP:0020777	gt24	CF-C-provisional	remote_sequence
SCF:0005632	AC:004553	Q4DGZ5	Q4E0Q3	Q4DY32	SP:0004553	SP:0015717	gt24	CF-C-provisional	remote_sequence
SCF:0005633	AC:004553	Q4E0Q3	Q4DGZ5	Q4DTQ1	SP:0004553	SP:0020780	gt24	CF-C-provisional	remote_sequence
SCF:0005634	AC:004553	Q4E0Q3	Q4DGZ5	Q4D0U7	SP:0004553	SP:0020781	gt24	CF-C-provisional	remote_sequence
SCF:0005635	AC:004556	O60244	Q96HR3	Q9H204	SP:0004556	SP:0016103	gt24	CF-C-provisional	medium
SCF:0005636	AC:004556	O60244	Q96HR3	F1RKE4	SP:0004556	SP:0020789	gt24	CF-C-provisional	remote_sequence
SCF:0005637	AC:004556	Q96HR3	O60244	Q15648	SP:0004556	SP:0020790	gt24	CF-C-provisional	remote_sequence
SCF:0005638	AC:004557	Q5JDI0	Q5JH43	Q5JJH0	SP:0004557	SP:0020793	gt24	CF-C-provisional	remote_sequence
SCF:0005639	AC:004558	A0A0U5AP82	A0A0U5A6U3	A0A0U5ADD0	SP:0004558	SP:0017987	gt24	CF-C-provisional	remote_sequence
SCF:0005640	AC:004560	O43677	O95168	O95298	SP:0004560	SP:0018395	gt24	CF-C-provisional	medium
SCF:0005641	AC:004563	G0RZZ2	G0S775	G0S8H4	SP:0004563	SP:0016674	gt24	CF-C-provisional	remote_sequence
SCF:0005642	AC:004565	P0A6N4	P62399	P02359	SP:0004565	SP:0020821	gt24	CF-C-provisional	remote_sequence
SCF:0005643	AC:004566	A0A4X1UIV8	A0A4X1VD84	A0A8D0INK7	SP:0004566	SP:0020827	gt24	CF-C-provisional	high
SCF:0005644	AC:004566	A0A4X1UIV8	A0A4X1VD84	A1XQS6	SP:0004566	SP:0020828	gt24	CF-C-provisional	remote_sequence
SCF:0005645	AC:004567	P25788	P28062	P28074	SP:0004567	SP:0020831	gt24	CF-C-provisional	high
SCF:0005646	AC:004567	P25788	P28062	P28065	SP:0004567	SP:0013390	gt24	CF-C-provisional	medium
SCF:0005647	AC:004567	P25788	P28062	P28072	SP:0004567	SP:0020832	gt24	CF-C-provisional	medium
SCF:0005648	AC:004567	P28062	P25788	P32379	SP:0004567	SP:0020833	gt24	CF-C-provisional	medium
SCF:0005649	AC:004567	P28062	P25788	P28066	SP:0004567	SP:0020834	gt24	CF-C-provisional	medium
SCF:0005650	AC:004567	P28062	P25788	P40303	SP:0004567	SP:0020835	gt24	CF-C-provisional	medium
SCF:0005651	AC:004569	A1B1M0	A1B3D7	A1B480	SP:0004569	SP:0020841	gt24	CF-C-provisional	remote_sequence
SCF:0005652	AC:004573	P61927	Q9BXY0	Q9UKD2	SP:0004573	SP:0020856	gt24	CF-C-provisional	remote_sequence
SCF:0005653	AC:004574	A0A0U5AGN0	A0A0U4VSU8	A0A0U4VSH7	SP:0004574	SP:0020865	gt24	CF-C-provisional	remote_sequence
SCF:0005654	AC:004575	A0A7S0YK00	Q8LYW1	Q8LYW0	SP:0004575	SP:0017416	gt24	CF-C-provisional	remote_sequence
SCF:0005655	AC:004575	Q8LYW1	A0A7S0YK00	A0A8M0FGN7	SP:0004575	SP:0020870	gt24	CF-C-provisional	remote_sequence
SCF:0005656	AC:004575	Q8LYW1	A0A7S0YK00	E5Q323	SP:0004575	SP:0020871	gt24	CF-C-provisional	remote_sequence
SCF:0005657	AC:004576	P18420	P28073	P34067	SP:0004576	SP:0020873	gt24	CF-C-provisional	medium
SCF:0005658	AC:004576	P18420	P28073	Q9JHW0	SP:0004576	SP:0020874	gt24	CF-C-provisional	medium
SCF:0005659	AC:004576	P18420	P28073	P28075	SP:0004576	SP:0020875	gt24	CF-C-provisional	medium
SCF:0005660	AC:004576	P28073	P18420	P18422	SP:0004576	SP:0014621	gt24	CF-C-provisional	medium
SCF:0005661	AC:004576	P28073	P18420	P21670	SP:0004576	SP:0020876	gt24	CF-C-provisional	medium
SCF:0005662	AC:004576	P28073	P18420	P60901	SP:0004576	SP:0020877	gt24	CF-C-provisional	remote_sequence
SCF:0005663	AC:004578	A0R3I9	A0QSD2	A0R3D2	SP:0004578	SP:0020884	gt24	CF-C-provisional	remote_sequence
SCF:0005664	AC:004579	A0A8D1NRT6	A0A8W4F811	A0A480JYS1	SP:0004579	SP:0020886	gt24	CF-C-provisional	high
SCF:0005665	AC:004579	A0A8D1NRT6	A0A8W4F811	F1S1A8	SP:0004579	SP:0020887	gt24	CF-C-provisional	high
SCF:0005666	AC:004579	A0A8D1NRT6	A0A8W4F811	A0A286ZNN4	SP:0004579	SP:0020888	gt24	CF-C-provisional	remote_sequence
SCF:0005667	AC:004579	A0A8W4F811	A0A8D1NRT6	A0A480JRW3	SP:0004579	SP:0020889	gt24	CF-C-provisional	remote_sequence
SCF:0005668	AC:004580	F1ST79	Q767K8	F1SR64	SP:0004580	SP:0020892	gt24	CF-C-provisional	remote_sequence
SCF:0005669	AC:004580	Q767K8	F1ST79	A0A287ANU4	SP:0004580	SP:0020895	gt24	CF-C-provisional	high
SCF:0005670	AC:004584	P0A7J3	P0AA10	P60624	SP:0004584	SP:0020908	gt24	CF-C-provisional	remote_sequence
SCF:0005671	AC:004584	P0A7J3	P0AA10	P0A7K6	SP:0004584	SP:0020909	gt24	CF-C-provisional	remote_sequence
SCF:0005672	AC:004584	P0AA10	P0A7J3	P60723	SP:0004584	SP:0020911	gt24	CF-C-provisional	medium
SCF:0005673	AC:004584	P0AA10	P0A7J3	P0A7R1	SP:0004584	SP:0020912	gt24	CF-C-provisional	medium
SCF:0005674	AC:004584	P0AA10	P0A7J3	P62399	SP:0004584	SP:0020913	gt24	CF-C-provisional	medium
SCF:0005675	AC:004585	A0A077V0P8	W8U8T8	A0A1Q4GY48	SP:0004585	SP:0020914	gt24	CF-C-provisional	remote_sequence
SCF:0005676	AC:004585	W8U8T8	A0A077V0P8	A0A077VLD5	SP:0004585	SP:0020916	gt24	CF-C-provisional	remote_sequence
SCF:0005677	AC:004586	Q9V3L7	Q9W125	Q6IDF5	SP:0004586	SP:0014437	gt24	CF-C-provisional	remote_sequence
SCF:0005678	AC:004586	Q9V3L7	Q9W125	Q9VQR2	SP:0004586	SP:0016399	gt24	CF-C-provisional	remote_sequence
SCF:0005679	AC:004586	Q9W125	Q9V3L7	Q9W402	SP:0004586	SP:0020919	gt24	CF-C-provisional	remote_sequence
SCF:0005680	AC:004588	A0T0M9	B8LE61	B8C8Q0	SP:0004588	SP:0009697	gt24	CF-C-provisional	medium
SCF:0005681	AC:004588	A0T0M9	B8LE61	B8BYV4	SP:0004588	SP:0009696	gt24	CF-C-provisional	medium
SCF:0005682	AC:004588	A0T0M9	B8LE61	B8C2K6	SP:0004588	SP:0020927	gt24	CF-C-provisional	medium
SCF:0005683	AC:004590	Q80ZK0	Q99N87	Q61733	SP:0004590	SP:0020932	gt24	CF-C-provisional	remote_sequence
SCF:0005684	AC:004591	P83755	P0CJ48	P04778	SP:0004591	SP:0020938	gt24	CF-C-provisional	high
SCF:0005685	AC:004591	P83755	P0CJ48	Q9XF89	SP:0004591	SP:0020939	gt24	CF-C-provisional	high
SCF:0005686	AC:004591	P83755	P0CJ48	Q07473	SP:0004591	SP:0020940	gt24	CF-C-provisional	high
SCF:0005687	AC:004592	A0A1S4CCH0	A0A1S4DPM5	P41098	SP:0004592	SP:0020941	gt24	CF-C-provisional	remote_sequence
SCF:0005688	AC:004592	A0A1S4DPM5	A0A1S4CCH0	P41098	SP:0004592	SP:0020944	gt24	CF-C-provisional	remote_sequence
SCF:0005689	AC:004593	A0A218NZU7	A0A218P0A5	A0A218NZW1	SP:0004593	SP:0018811	gt24	CF-C-provisional	medium
SCF:0005690	AC:004594	G0RXW1	G0SBX1	G0SHQ0	SP:0004594	SP:0020950	gt24	CF-C-provisional	remote_sequence
SCF:0005691	AC:004594	G0SBX1	G0RXW1	G0SF80	SP:0004594	SP:0014541	gt24	CF-C-provisional	remote_sequence
SCF:0005692	AC:004595	Q9Y3U8	Q9Y221	P46778	SP:0004595	SP:0020955	gt24	CF-C-provisional	remote_sequence
SCF:0005693	AC:004595	Q9Y3U8	Q9Y221	Q9UKD2	SP:0004595	SP:0020956	gt24	CF-C-provisional	remote_sequence
SCF:0005694	AC:004595	Q9Y3U8	Q9Y221	Q02543	SP:0004595	SP:0020957	gt24	CF-C-provisional	remote_sequence
SCF:0005695	AC:004596	A0A836A4Q3	O78755	O78756	SP:0004596	SP:0020958	gt24	CF-C-provisional	medium
SCF:0005696	AC:004596	A0A836A4Q3	O78755	O78748	SP:0004596	SP:0020959	gt24	CF-C-provisional	medium
SCF:0005697	AC:004596	A0A836A4Q3	O78755	O78747	SP:0004596	SP:0020960	gt24	CF-C-provisional	remote_sequence
SCF:0005698	AC:004596	O78755	A0A836A4Q3	A0A8N7XJG2	SP:0004596	SP:0015240	gt24	CF-C-provisional	remote_sequence
SCF:0005699	AC:004598	P82231	P23326	Q9LWB5	SP:0004598	SP:0017463	gt24	CF-C-provisional	medium
SCF:0005700	AC:004600	P39744	Q02753	P26784	SP:0004600	SP:0006254	gt24	CF-C-provisional	remote_sequence
SCF:0005701	AC:004600	Q02753	P39744	P40010	SP:0004600	SP:0016020	gt24	CF-C-provisional	remote_sequence
SCF:0005702	AC:004600	Q02753	P39744	Q04311	SP:0004600	SP:0020972	gt24	CF-C-provisional	remote_sequence
SCF:0005703	AC:004600	Q02753	P39744	Q03532	SP:0004600	SP:0020973	gt24	CF-C-provisional	remote_sequence
SCF:0005704	AC:004601	P55769	P62304	Q9UK45	SP:0004601	SP:0020974	gt24	CF-C-provisional	remote_sequence
SCF:0005705	AC:004601	P55769	P62304	P62308	SP:0004601	SP:0020975	gt24	CF-C-provisional	remote_sequence
SCF:0005706	AC:004601	P62304	P55769	P62316	SP:0004601	SP:0016022	gt24	CF-C-provisional	remote_sequence
SCF:0005707	AC:004601	P62304	P55769	P62308	SP:0004601	SP:0020977	gt24	CF-C-provisional	remote_sequence
SCF:0005708	AC:004604	P18933	Q9MDK5	P03896	SP:0004604	SP:0015998	gt24	CF-C-provisional	medium
SCF:0005709	AC:004605	P15938	P33411	P21374	SP:0004605	SP:0020988	gt24	CF-C-provisional	remote_sequence
SCF:0005710	AC:004605	P15938	P33411	P38241	SP:0004605	SP:0020989	gt24	CF-C-provisional	remote_sequence
SCF:0005711	AC:004606	A0A0M5TIS3	A0A0M4T1M3	A0A0M4T6V1	SP:0004606	SP:0016902	gt24	CF-C-provisional	remote_sequence
SCF:0005712	AC:004607	Q97ZY6	P39573	P95988	SP:0004607	SP:0018543	gt24	CF-C-provisional	remote_sequence
SCF:0005713	AC:004608	Q06835	P19735	P49955	SP:0004608	SP:0021002	gt24	CF-C-provisional	medium
SCF:0005714	AC:004608	Q06835	P19735	Q12309	SP:0004608	SP:0016536	gt24	CF-C-provisional	remote_sequence
SCF:0005715	AC:004609	Q72I05	Q72L77	Q72I22	SP:0004609	SP:0021004	gt24	CF-C-provisional	remote_sequence
SCF:0005716	AC:004610	A0A2K3D9S4	A0A2K3DKB4	A0A2K3DGK2	SP:0004610	SP:0015805	gt24	CF-C-provisional	remote_sequence
SCF:0005717	AC:004611	P19447	P51946	Q92759	SP:0004611	SP:0021008	gt24	CF-C-provisional	remote_sequence
SCF:0005718	AC:004611	P19447	P51946	P32780	SP:0004611	SP:0021009	gt24	CF-C-provisional	remote_sequence
SCF:0005719	AC:004613	P10664	P47019	P38061	SP:0004613	SP:0021017	gt24	CF-C-provisional	remote_sequence
SCF:0005720	AC:004613	P10664	P47019	P02407	SP:0004613	SP:0021018	gt24	CF-C-provisional	remote_sequence
SCF:0005721	AC:004614	P22141	P38886	P28063	SP:0004614	SP:0021021	gt24	CF-C-provisional	remote_sequence
SCF:0005722	AC:004614	P22141	P38886	P28062	SP:0004614	SP:0021022	gt24	CF-C-provisional	remote_sequence
SCF:0005723	AC:004614	P22141	P38886	P21243	SP:0004614	SP:0021023	gt24	CF-C-provisional	remote_sequence
SCF:0005724	AC:004614	P38886	P22141	P0CG47	SP:0004614	SP:0018632	gt24	CF-C-provisional	remote_sequence
SCF:0005725	AC:004614	P38886	P22141	P23724	SP:0004614	SP:0021025	gt24	CF-C-provisional	remote_sequence
SCF:0005726	AC:004615	P40429	Q9BZE4	O76021	SP:0004615	SP:0021026	gt24	CF-C-provisional	remote_sequence
SCF:0005727	AC:004615	P40429	Q9BZE4	Q9BVP2	SP:0004615	SP:0021027	gt24	CF-C-provisional	remote_sequence
SCF:0005728	AC:004615	P40429	Q9BZE4	Q9NVX2	SP:0004615	SP:0014388	gt24	CF-C-provisional	remote_sequence
SCF:0005729	AC:004615	Q9BZE4	P40429	P26373	SP:0004615	SP:0021028	gt24	CF-C-provisional	medium
SCF:0005730	AC:004615	Q9BZE4	P40429	P61254	SP:0004615	SP:0014385	gt24	CF-C-provisional	medium
SCF:0005731	AC:004615	Q9BZE4	P40429	P84098	SP:0004615	SP:0021029	gt24	CF-C-provisional	medium
SCF:0005732	AC:004616	Q9ASS6	P56752	A0A1B1W4Z0	SP:0004616	SP:0010101	gt24	CF-C-provisional	remote_sequence
SCF:0005733	AC:004616	Q9ASS6	P56752	P26288	SP:0004616	SP:0010100	gt24	CF-C-provisional	remote_sequence
SCF:0005734	AC:004616	Q9ASS6	P56752	A0A1B1W4Z4	SP:0004616	SP:0012778	gt24	CF-C-provisional	remote_sequence
SCF:0005735	AC:004617	Q9UX87	P95992	Q9UX92	SP:0004617	SP:0021034	gt24	CF-C-provisional	remote_sequence
SCF:0005736	AC:004618	Q71SY5	Q9BUE0	Q9BTT4	SP:0004618	SP:0020191	gt24	CF-C-provisional	remote_sequence
SCF:0005737	AC:004618	Q9BUE0	Q71SY5	Q9Y2X0	SP:0004618	SP:0021039	gt24	CF-C-provisional	medium
SCF:0005738	AC:004620	A0A7D4XMT1	Q2IA66	A0A7S3IA89	SP:0004620	SP:0021042	gt24	CF-C-provisional	medium
SCF:0005739	AC:004620	A0A7D4XMT1	Q2IA66	Q2IA67	SP:0004620	SP:0021043	gt24	CF-C-provisional	medium
SCF:0005740	AC:004620	A0A7D4XMT1	Q2IA66	A0A7S3X675	SP:0004620	SP:0021044	gt24	CF-C-provisional	medium
SCF:0005741	AC:004621	A0A287BDC0	F1SV23	A0A8W4F7N8	SP:0004621	SP:0021047	gt24	CF-C-provisional	medium
SCF:0005742	AC:004621	A0A287BDC0	F1SV23	A0A4X1VLA2	SP:0004621	SP:0021048	gt24	CF-C-provisional	medium
SCF:0005743	AC:004623	P59775	Q08365	A0A218N8X3	SP:0004623	SP:0021052	gt24	CF-C-provisional	remote_sequence
SCF:0005744	AC:004623	Q08365	P59775	Q9GGE2	SP:0004623	SP:0021055	gt24	CF-C-provisional	remote_sequence
SCF:0005745	AC:004624	O74175	Q9USR7	Q92366	SP:0004624	SP:0021058	gt24	CF-C-provisional	remote_sequence
SCF:0005746	AC:004628	P56182	Q9H9Y2	Q8TDN6	SP:0004628	SP:0020628	gt24	CF-C-provisional	remote_sequence
SCF:0005747	AC:004628	P56182	Q9H9Y2	Q02878	SP:0004628	SP:0021071	gt24	CF-C-provisional	remote_sequence
SCF:0005748	AC:004629	B7IA13	B7IA37	B7IA28	SP:0004629	SP:0017148	gt24	CF-C-provisional	remote_sequence
SCF:0005749	AC:004631	A0A1B4XKR5	A0A1B4XRV7	A0A1B4XKT1	SP:0004631	SP:0014265	gt24	CF-C-provisional	remote_sequence
SCF:0005750	AC:004632	A1B350	A1B4F4	A1B348	SP:0004632	SP:0019065	gt24	CF-C-provisional	remote_sequence
SCF:0005751	AC:004634	Q9LHI0	Q9C6B3	Q9SK66	SP:0004634	SP:0021091	gt24	CF-C-provisional	remote_sequence
SCF:0005752	AC:004635	Q5SHQ0	Q5SJ76	Q72JR0	SP:0004635	SP:0021093	gt24	CF-C-provisional	remote_sequence
SCF:0005753	AC:004635	Q5SHQ0	Q5SJ76	Q5SJE1	SP:0004635	SP:0021094	gt24	CF-C-provisional	remote_sequence
SCF:0005754	AC:004636	Q09385	Q23463	O16376	SP:0004636	SP:0015669	gt24	CF-C-provisional	remote_sequence
SCF:0005755	AC:004636	Q23463	Q09385	Q20716	SP:0004636	SP:0021101	gt24	CF-C-provisional	medium
SCF:0005756	AC:004636	Q23463	Q09385	O45766	SP:0004636	SP:0021102	gt24	CF-C-provisional	medium
SCF:0005757	AC:004638	P62899	P05388	P62424	SP:0004638	SP:0021107	gt24	CF-C-provisional	remote_sequence
SCF:0005758	AC:004638	P62899	P05388	P56537	SP:0004638	SP:0020558	gt24	CF-C-provisional	remote_sequence
SCF:0005759	AC:004643	R4ZGX8	R4ZGS4	R4ZGY5	SP:0004643	SP:0021126	gt24	CF-C-provisional	remote_sequence
SCF:0005760	AC:004644	A0A640K9U9	A0A640KJI7	A0A640KG82	SP:0004644	SP:0021128	gt24	CF-C-provisional	medium
SCF:0005761	AC:004644	A0A640K9U9	A0A640KJI7	A0A640KW57	SP:0004644	SP:0020196	gt24	CF-C-provisional	remote_sequence
SCF:0005762	AC:004644	A0A640K9U9	A0A640KJI7	A0A640KSC5	SP:0004644	SP:0021129	gt24	CF-C-provisional	remote_sequence
SCF:0005763	AC:004644	A0A640KJI7	A0A640K9U9	A0A640L0A1	SP:0004644	SP:0020199	gt24	CF-C-provisional	medium
SCF:0005764	AC:004644	A0A640KJI7	A0A640K9U9	A0A640KBR2	SP:0004644	SP:0018020	gt24	CF-C-provisional	remote_sequence
SCF:0005765	AC:004644	A0A640KJI7	A0A640K9U9	A0A640KZP5	SP:0004644	SP:0018021	gt24	CF-C-provisional	remote_sequence
SCF:0005766	AC:004646	B8C8Q0	B8LE60	B8BU33	SP:0004646	SP:0014638	gt24	CF-C-provisional	remote_sequence
SCF:0005767	AC:004646	B8C8Q0	B8LE60	B8CEQ3	SP:0004646	SP:0012706	gt24	CF-C-provisional	remote_sequence
SCF:0005768	AC:004646	B8LE60	B8C8Q0	B8BU33	SP:0004646	SP:0014637	gt24	CF-C-provisional	high
SCF:0005769	AC:004646	B8LE60	B8C8Q0	B8BYV4	SP:0004646	SP:0013889	gt24	CF-C-provisional	medium
SCF:0005770	AC:004647	P05733	P36585	P79071	SP:0004647	SP:0021131	gt24	CF-C-provisional	remote_sequence
SCF:0005771	AC:004647	P36585	P05733	O94658	SP:0004647	SP:0015209	gt24	CF-C-provisional	remote_sequence
SCF:0005772	AC:004648	Q99N85	Q9D7N6	Q9H0U6	SP:0004648	SP:0021134	gt24	CF-C-provisional	remote_sequence
SCF:0005773	AC:004648	Q99N85	Q9D7N6	Q9CQL5	SP:0004648	SP:0014617	gt24	CF-C-provisional	remote_sequence
SCF:0005774	AC:004648	Q9D7N6	Q99N85	Q8R035	SP:0004648	SP:0014615	gt24	CF-C-provisional	remote_sequence
SCF:0005775	AC:004649	P62917	O94874	Q9BZE4	SP:0004649	SP:0021140	gt24	CF-C-provisional	remote_sequence
SCF:0005776	AC:004649	P62917	O94874	P13639	SP:0004649	SP:0021141	gt24	CF-C-provisional	remote_sequence
SCF:0005777	AC:004650	B5RSL7	Q9B6D6	Q9B6C8	SP:0004650	SP:0020132	gt24	CF-C-provisional	remote_sequence
SCF:0005778	AC:004650	Q9B6D6	B5RSL7	Q6C926	SP:0004650	SP:0021144	gt24	CF-C-provisional	remote_sequence
SCF:0005779	AC:004653	Q38C84	Q38AG1	A0A161CM65	SP:0004653	SP:0021156	gt24	CF-C-provisional	remote_sequence
SCF:0005780	AC:004654	G1SQV5	G1TDB3	G1TN62	SP:0004654	SP:0020290	gt24	CF-C-provisional	remote_sequence
SCF:0005781	AC:004655	A2DLW4	A2F0H5	A2DTR8	SP:0004655	SP:0021062	gt24	CF-C-provisional	remote_sequence
SCF:0005782	AC:004655	A2F0H5	A2DLW4	A2D895	SP:0004655	SP:0020879	gt24	CF-C-provisional	remote_sequence
SCF:0005783	AC:004657	P28805	P22798	P82191	SP:0004657	SP:0021169	gt24	CF-C-provisional	remote_sequence
SCF:0005784	AC:004658	Q4FZT9	P62193	Q63570	SP:0004658	SP:0021174	gt24	CF-C-provisional	high
SCF:0005785	AC:004658	Q4FZT9	P62193	Q63569	SP:0004658	SP:0021175	gt24	CF-C-provisional	medium
SCF:0005786	AC:004659	A0A480KM09	A0A4X1SNY5	F1SGC6	SP:0004659	SP:0021177	gt24	CF-C-provisional	remote_sequence
SCF:0005787	AC:004659	A0A4X1SNY5	A0A480KM09	F1SQP4	SP:0004659	SP:0021179	gt24	CF-C-provisional	remote_sequence
SCF:0005788	AC:004661	A4VD15	I7M6D6	I7MLZ4	SP:0004661	SP:0013488	gt24	CF-C-provisional	remote_sequence
SCF:0005789	AC:004661	A4VD15	I7M6D6	I7MG46	SP:0004661	SP:0007667	gt24	CF-C-provisional	remote_sequence
SCF:0005790	AC:004661	I7M6D6	A4VD15	Q24CL2	SP:0004661	SP:0006476	gt24	CF-C-provisional	remote_sequence
SCF:0005791	AC:004661	I7M6D6	A4VD15	Q22KK0	SP:0004661	SP:0021189	gt24	CF-C-provisional	remote_sequence
SCF:0005792	AC:004662	P62891	P62906	P61254	SP:0004662	SP:0021190	gt24	CF-C-provisional	remote_sequence
SCF:0005793	AC:004662	P62891	P62906	P18621	SP:0004662	SP:0021192	gt24	CF-C-provisional	remote_sequence
SCF:0005794	AC:004663	Q6CM04	Q6CRK7	P20459	SP:0004663	SP:0021196	gt24	CF-C-provisional	remote_sequence
SCF:0005795	AC:004663	Q6CRK7	Q6CM04	Q6CRA3	SP:0004663	SP:0021199	gt24	CF-C-provisional	remote_sequence
SCF:0005796	AC:004663	Q6CRK7	Q6CM04	Q6CWD0	SP:0004663	SP:0021200	gt24	CF-C-provisional	remote_sequence
SCF:0005797	AC:004663	Q6CRK7	Q6CM04	Q6CM18	SP:0004663	SP:0013928	gt24	CF-C-provisional	remote_sequence
SCF:0005798	AC:004664	O51454	O51560	O51347	SP:0004664	SP:0021201	gt24	CF-C-provisional	remote_sequence
SCF:0005799	AC:004666	P87262	Q07915	P04449	SP:0004666	SP:0021207	gt24	CF-C-provisional	medium
SCF:0005800	AC:004666	P87262	Q07915	P26784	SP:0004666	SP:0021209	gt24	CF-C-provisional	remote_sequence
SCF:0005801	AC:004666	Q07915	P87262	P0C2H6	SP:0004666	SP:0021210	gt24	CF-C-provisional	medium
SCF:0005802	AC:004666	Q07915	P87262	P36105	SP:0004666	SP:0021211	gt24	CF-C-provisional	medium
SCF:0005803	AC:004666	Q07915	P87262	Q02326	SP:0004666	SP:0021212	gt24	CF-C-provisional	remote_sequence
SCF:0005804	AC:004667	A0A0M3V8J0	A0A0M3V8P8	A0A0M4U618	SP:0004667	SP:0021213	gt24	CF-C-provisional	remote_sequence
SCF:0005805	AC:004667	A0A0M3V8P8	A0A0M3V8J0	A0A0M4T6M9	SP:0004667	SP:0021215	gt24	CF-C-provisional	remote_sequence
SCF:0005806	AC:004668	A0T0U5	B8C2Y4	B5YM25	SP:0004668	SP:0006093	gt24	CF-C-provisional	medium
SCF:0005807	AC:004668	A0T0U5	B8C2Y4	B8C2K6	SP:0004668	SP:0010589	gt24	CF-C-provisional	medium
SCF:0005808	AC:004668	A0T0U5	B8C2Y4	B8CEQ3	SP:0004668	SP:0009174	gt24	CF-C-provisional	medium
SCF:0005809	AC:004669	Q9VWI0	Q9W402	Q9VQD7	SP:0004669	SP:0019234	gt24	CF-C-provisional	medium
SCF:0005810	AC:004670	A0T0V1	B8C2Y4	B8C2K6	SP:0004670	SP:0006096	gt24	CF-C-provisional	medium
