pair_id	role	protein_x	protein_y	ac_id	triplet_id	anchor	assembly_size_stratum	structure_grade_provisional	counterfactual_grade_provisional	sequence_similarity_bin	positive_source	positive_interface_status	orientation
SP:0025131	ad_positive	B7NZS8	G1SZ47	AC:005805		B7NZS8	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025132	ad_positive	B7NZS8	G1T8A2	AC:005805		B7NZS8	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025133	ad_positive	G1SUC8	G1SQV5	AC:005805		G1SUC8	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025134	ad_positive	P14120	P25582	AC:005806		P14120	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025135	ad_positive	P14120	P49166	AC:005806		P14120	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025136	ad_positive	P53261	P04456	AC:005806		P53261	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025137	ad_positive	P53261	P87262	AC:005806		P53261	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	c
SP:0025138	ad_positive	P53261	P38805	AC:005806		P53261	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025139	ad_positive	P05756	Q3E7X9	AC:005807		P05756	gt24			high	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025140	ad_positive	P05756	P25635	AC:005807		P05756	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025141	ad_positive	P05756	P41057	AC:005807		P05756	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025142	ad_positive	P0C0X0	O13516	AC:005807		P0C0X0	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025143	ad_positive	P0C0X0	P07280	AC:005807		P0C0X0	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025144	ad_positive	P0C0X0	P0CX23	AC:005807		P0C0X0	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025145	ad_positive	P50370	Q9SPI9	AC:005808		P50370	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025146	ad_positive	P50370	A8I5A0	AC:005808		P50370	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0025147	ad_positive	A2RLA2	A2RNP8	AC:005809		A2RLA2	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0025148	ad_positive	A2RLA2	A2RNN7	AC:005809		A2RLA2	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	a
SP:0025149	ad_positive	A2RNP3	A2RJP7	AC:005809		A2RNP3	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0025150	ad_positive	A2RNP3	A2RNN7	AC:005809		A2RNP3	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	c
SP:0025151	ad_positive	P05738	P40010	AC:005810		P05738	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0025152	ad_positive	P05738	P0CX41	AC:005810		P05738	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025153	ad_positive	A0A836A4Q3	A0A6P3TFB2	AC:005811		A0A836A4Q3	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025154	ad_positive	A0A836A4Q3	O78753	AC:005811		A0A836A4Q3	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	a
SP:0025155	ad_positive	Q04062	P21243	AC:005812		Q04062	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025156	ad_positive	Q04062	P40302	AC:005812		Q04062	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025157	ad_positive	W7WWA2	I7M6D6	AC:005813		W7WWA2	gt24			remote_sequence	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0025158	ad_positive	Q99848	P62910	AC:005814		Q99848	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025159	ad_positive	Q99848	P40429	AC:005814		Q99848	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025160	ad_positive	Q02543	P47914	AC:005815		Q02543	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025161	ad_positive	Q02543	Q9UNZ5	AC:005815		Q02543	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025162	ad_positive	Q9BRT6	P26373	AC:005815		Q9BRT6	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025163	ad_positive	Q9BRT6	Q9BZE4	AC:005815		Q9BRT6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025164	ad_positive	Q9BRT6	P62888	AC:005815		Q9BRT6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025165	ad_positive	P62899	P83881	AC:005816		P62899	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025166	ad_positive	P62899	P46777	AC:005816		P62899	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025167	ad_positive	P62899	Q13765	AC:005816		P62899	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025168	ad_positive	O00488	Q9BZE4	AC:005817		O00488	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025169	ad_positive	O00488	P39023	AC:005817		O00488	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025170	ad_positive	Q9NZM5	P61313	AC:005817		Q9NZM5	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025171	ad_positive	Q9NZM5	P18621	AC:005817		Q9NZM5	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025172	ad_positive	K9YZN5	K9Z1F7	AC:005818		K9YZN5	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0025173	ad_positive	Q4FRE5	Q4FRD7	AC:005819		Q4FRE5	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0025174	ad_positive	Q4FUE1	Q4FUD5	AC:005819		Q4FUE1	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	c
SP:0025175	ad_positive	P20433	P34087	AC:005820		P20433	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025176	ad_positive	A0A2I0BQ13	W7K1J4	AC:005821		A0A2I0BQ13	gt24			medium	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0025177	ad_positive	A0A2I0BU46	A0A0L7LVZ5	AC:005821		A0A2I0BU46	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025178	ad_positive	A0A2I0BU46	O77396	AC:005821		A0A2I0BU46	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025179	ad_positive	C5KSX3	C5KST9	AC:005822		C5KSX3	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025180	ad_positive	C5KSX3	C5L3V7	AC:005822		C5KSX3	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025181	ad_positive	C5KSX3	C5KED7	AC:005822		C5KSX3	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0025182	ad_positive	C5LUB2	C5KST9	AC:005822		C5LUB2	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025183	ad_positive	C5LUB2	C5L3V7	AC:005822		C5LUB2	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0025184	ad_positive	C5LUB2	C5LYX8	AC:005822		C5LUB2	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025185	ad_positive	A2EP03	A2FVZ6	AC:005823		A2EP03	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0025186	ad_positive	A2EP03	A2DM33	AC:005823		A2EP03	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0025187	ad_positive	G1SLC2	G1TK17	AC:005824		G1SLC2	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025188	ad_positive	G1SLC2	G1TFM5	AC:005824		G1SLC2	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025189	ad_positive	G1SLC2	A0A5F9C991	AC:005824		G1SLC2	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025190	ad_positive	G1TPV3	O18789	AC:005824		G1TPV3	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025191	ad_positive	Q9FNN5	Q9SD78	AC:005825		Q9FNN5	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025192	ad_positive	Q9FNN5	Q42577	AC:005825		Q9FNN5	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025193	ad_positive	Q9FYF8	O82238	AC:005825		Q9FYF8	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0025194	ad_positive	Q9FYF8	P60497	AC:005825		Q9FYF8	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025195	ad_positive	Q9FYF8	Q9M9B4	AC:005825		Q9FYF8	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0025196	ad_positive	Q9BZE4	P46777	AC:005826		Q9BZE4	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025197	ad_positive	Q9BZE4	P62424	AC:005826		Q9BZE4	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025198	ad_positive	Q9H7B2	Q9BVP2	AC:005826		Q9H7B2	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025199	ad_positive	Q9H7B2	Q13823	AC:005826		Q9H7B2	gt24			remote_sequence	same_assembly_bridge	same_assembly_bridge_interface_pass	c
SP:0025200	ad_positive	Q53GS9	Q9BTD8	AC:005827		Q53GS9	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025201	ad_positive	Q53GS9	P62312	AC:005827		Q53GS9	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025202	ad_positive	Q96DI7	O43395	AC:005827		Q96DI7	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025203	ad_positive	Q96DI7	Q99459	AC:005827		Q96DI7	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025204	ad_positive	Q96DI7	P62314	AC:005827		Q96DI7	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0025205	ad_positive	A0A286ZJL5	A0A4X1W9K3	AC:005828		A0A286ZJL5	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025206	ad_positive	A0A286ZJL5	Q29048	AC:005828		A0A286ZJL5	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025207	ad_positive	A0A286ZJL5	Q9TVC1	AC:005828		A0A286ZJL5	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025208	ad_positive	A0A4X1VUN6	A0A4X1U843	AC:005828		A0A4X1VUN6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0025209	ad_positive	A0A4X1VUN6	K9IWA3	AC:005828		A0A4X1VUN6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025210	ad_positive	A0A4X1VUN6	A0A480L444	AC:005828		A0A4X1VUN6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025211	ad_positive	B5RSK9	A0A1H6Q311	AC:005829		B5RSK9	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025212	ad_positive	F2Z619	Q6CG53	AC:005829		F2Z619	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025213	ad_positive	F2Z619	Q9B6E8	AC:005829		F2Z619	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025214	ad_positive	Q4FUD2	Q4FQ42	AC:005830		Q4FUD2	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0025215	ad_positive	Q387L0	Q57XS8	AC:005831		Q387L0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025216	ad_positive	Q387L0	Q581U4	AC:005831		Q387L0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0025217	ad_positive	Q387L0	Q586G5	AC:005831		Q387L0	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_interface_pass	a
SP:0025218	ad_positive	Q57WW0	Q57UZ6	AC:005831		Q57WW0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025219	ad_positive	Q57WW0	Q586G5	AC:005831		Q57WW0	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_interface_pass	c
SP:0025220	ad_positive	Q57WW0	Q57XS8	AC:005831		Q57WW0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025221	ad_positive	Q1K8Y7	Q7SA60	AC:005832		Q1K8Y7	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025222	ad_positive	Q1K8Y7	Q7S5W0	AC:005832		Q1K8Y7	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025223	ad_positive	V5IMN1	Q1K8C8	AC:005832		V5IMN1	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025224	ad_positive	V5IMN1	Q8X081	AC:005832		V5IMN1	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025225	ad_positive	V5IMN1	F5HIJ5	AC:005832		V5IMN1	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025226	ad_positive	R1BTM8	R1CMT6	AC:005833		R1BTM8	gt24			high	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025227	ad_positive	R1BTM8	R1EB65	AC:005833		R1BTM8	gt24			high	same_assembly_bridge	same_assembly_bridge_interface_pass	a
SP:0025228	ad_positive	R1CGG7	R1DAV6	AC:005833		R1CGG7	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025229	ad_positive	A1B1H8	A1B480	AC:005834		A1B1H8	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025230	ad_positive	A0A1B2U0F5	A0A1B2U029	AC:005835		A0A1B2U0F5	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025231	ad_positive	A0A1B2U0F5	A0A1M5L807	AC:005835		A0A1B2U0F5	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025232	ad_positive	A0A1B2U0F5	A0A1M5HDD0	AC:005835		A0A1B2U0F5	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025233	ad_positive	A0A1J7BZ40	A0A1M7D8T4	AC:005835		A0A1J7BZ40	gt24			remote_sequence	same_assembly_bridge	same_assembly_bridge_small_interface	c
SP:0025234	ad_positive	A0A1J7BZ40	A0A1B2U1H3	AC:005835		A0A1J7BZ40	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025235	ad_positive	A0A1J7BZ40	A0A1M5PX52	AC:005835		A0A1J7BZ40	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025236	ad_positive	A4HV47	A4HSQ5	AC:005837		A4HV47	gt24			remote_sequence	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0025237	ad_positive	A4HV47	A0A381MU64	AC:005837		A4HV47	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025238	ad_positive	Q9GNZ8	A4HN55	AC:005837		Q9GNZ8	gt24			remote_sequence	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0025239	ad_positive	P18929	P18930	AC:005838		P18929	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025240	ad_positive	Q9VQM2	Q9W3N7	AC:005838		Q9VQM2	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025241	ad_positive	P05745	P38861	AC:005839		P05745	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025242	ad_positive	P05745	P49166	AC:005839		P05745	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025243	ad_positive	A0A0M3V8U3	A0A0M4SX69	AC:005840		A0A0M3V8U3	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0025244	ad_positive	A0A0M4U3Z5	A0A0M3V8J3	AC:005840		A0A0M4U3Z5	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0025245	ad_positive	A0A0M4U3Z5	A0A0M5MKV2	AC:005840		A0A0M4U3Z5	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	c
SP:0025246	ad_positive	A0A9D5GXR9	Q8VYY1	AC:005841		A0A9D5GXR9	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0025247	ad_positive	A0A9D5GXR9	P06004	AC:005841		A0A9D5GXR9	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_interface_pass	a
SP:0025248	ad_positive	A0A9D5GXR9	P27490	AC:005841		A0A9D5GXR9	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0025249	ad_positive	G0SFL0	G0RZE9	AC:005842		G0SFL0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025250	ad_positive	Q96EY7	Q9BYD1	AC:005843		Q96EY7	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0025251	ad_positive	Q96EY7	P82912	AC:005843		Q96EY7	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025252	ad_positive	Q96EY7	Q9Y399	AC:005843		Q96EY7	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025253	ad_positive	Q9Y3D9	O15235	AC:005843		Q9Y3D9	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025254	ad_positive	Q9Y3D9	Q9Y3D5	AC:005843		Q9Y3D9	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025255	ad_positive	Q9Y3D9	Q96BP2	AC:005843		Q9Y3D9	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025256	ad_positive	A0A077UL47	A0A077URJ8	AC:005845		A0A077UL47	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025257	ad_positive	A0A077UL47	A0A077V2P0	AC:005845		A0A077UL47	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025258	ad_positive	A0A077UL47	A0A077UXT4	AC:005845		A0A077UL47	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0025259	ad_positive	A0A077VMP6	A0A0D1IHY2	AC:005845		A0A077VMP6	gt24			remote_sequence	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0025260	ad_positive	A0A077VMP6	A0A077UU26	AC:005845		A0A077VMP6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025261	ad_positive	Q9BYC8	P52815	AC:005846		Q9BYC8	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025262	ad_positive	Q9BYC8	H2QWN0	AC:005846		Q9BYC8	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025263	ad_positive	Q9H9J2	Q9Y6G3	AC:005846		Q9H9J2	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025264	ad_positive	Q9H9J2	Q7Z7H8	AC:005846		Q9H9J2	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025265	ad_positive	P18420	P62193	AC:005847		P18420	gt24			high	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0025266	ad_positive	P18420	Q63347	AC:005847		P18420	gt24			medium	same_assembly_bridge	same_assembly_bridge_small_interface	a
SP:0025267	ad_positive	P18420	Q63569	AC:005847		P18420	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025268	ad_positive	Q63570	P17220	AC:005847		Q63570	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025269	ad_positive	Q63570	P48004	AC:005847		Q63570	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025270	ad_positive	Q63570	P21670	AC:005847		Q63570	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025271	ad_positive	C0H4A6	Q8IDS6	AC:005848		C0H4A6	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025272	ad_positive	C0H4A6	Q8I3R6	AC:005848		C0H4A6	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025273	ad_positive	Q8IE82	Q8IDS6	AC:005848		Q8IE82	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025274	ad_positive	Q8IE82	Q8IDB0	AC:005848		Q8IE82	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025275	ad_positive	Q8IE82	C0H4H3	AC:005848		Q8IE82	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025276	ad_positive	P0A7I4	P0A7S3	AC:005849		P0A7I4	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025277	ad_positive	P0A7I4	P0AG55	AC:005849		P0A7I4	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025278	ad_positive	P0A7I4	P0A7K6	AC:005849		P0A7I4	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0025279	ad_positive	P0A7V0	P0A6M8	AC:005849		P0A7V0	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025280	ad_positive	P0A7V0	P0A850	AC:005849		P0A7V0	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025281	ad_positive	P0A7V0	P0AFF6	AC:005849		P0A7V0	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025282	ad_positive	G0S445	G0SGY2	AC:005850		G0S445	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025283	ad_positive	G0S7X0	G0SCL3	AC:005850		G0S7X0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025284	ad_positive	G0S7X0	G0S9B5	AC:005850		G0S7X0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025285	ad_positive	G0S7X0	Q2H9R2	AC:005850		G0S7X0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
