triplet_id	split	anchor	c	d	r	fam_a	fam_c	fam_d	ad_id	ac_id	ar_id
SCF:0001364	family_unseen	P18384	P07611	P16710	Q97Z84	P18384	P07611	P16710	SCF:0001364|AD	SCF:0001364|AC	SCF:0001364|AR
SCF:0001370	family_unseen	A0ACD6B9M6	A0ACD6B9M9	A0ACD6B9K7	Q97Z84	A0ACD6B9M6	A0ACD6B9M6	A0ACD6B9K7	SCF:0001370|AD	SCF:0001370|AC	SCF:0001370|AR
SCF:0001371	family_unseen	A0ACD6B9M9	A0ACD6B9M6	A0ACD6B9K7	Q97Z84	A0ACD6B9M6	A0ACD6B9M6	A0ACD6B9K7	SCF:0001371|AD	SCF:0001371|AC	SCF:0001371|AR
SCF:0001384	family_unseen	P33448	P53969	P23644	P32842	P33448	P53969	P23644	SCF:0001384|AD	SCF:0001384|AC	SCF:0001384|AR
SCF:0001388	family_unseen	Q7Z4L5	Q8NEZ3	Q9P2L0	P43308	Q7Z4L5	Q8NEZ3	Q9P2L0	SCF:0001388|AD	SCF:0001388|AC	SCF:0001388|AR
SCF:0001389	family_unseen	Q8NEZ3	Q7Z4L5	Q9P2L0	P12074	Q8NEZ3	Q7Z4L5	Q9P2L0	SCF:0001389|AD	SCF:0001389|AC	SCF:0001389|AR
SCF:0001390	family_unseen	P02721	Q28852	P07926	P07470	P02721	Q28852	Q4VT52	SCF:0001390|AD	SCF:0001390|AC	SCF:0001390|AR
SCF:0001400	family_unseen	G0S770	G0S7B2	G0SED0	G0SH09	G0S770	G0S7B2	G0SED0	SCF:0001400|AD	SCF:0001400|AC	SCF:0001400|AR
SCF:0001412	family_unseen	I3L9H6	A0A0R4J8D5	F1S8U4	P24964	I3L9H6	A0A0R4J8D5	F1S8U4	SCF:0001412|AD	SCF:0001412|AC	SCF:0001412|AR
SCF:0001413	family_unseen	P41806	P32842	P25515	P53969	P41806	P25515	P25515	SCF:0001413|AD	SCF:0001413|AC	SCF:0001413|AR
SCF:0001414	family_unseen	G0S842	G0S7B2	G0SED0	G0SH09	G0S842	G0S7B2	G0SED0	SCF:0001414|AD	SCF:0001414|AC	SCF:0001414|AR
SCF:0001416	family_unseen	P0AC41	P0AC44	P69054	P16679	P0AC41	P0AC44	P69054	SCF:0001416|AD	SCF:0001416|AC	SCF:0001416|AR
SCF:0001417	family_unseen	A8HRZ4	A8IU42	A0A2K3D591	Q75VY4	A8HRZ4	A8IU42	A0A2K3D591	SCF:0001417|AD	SCF:0001417|AC	SCF:0001417|AR
SCF:0001421	family_unseen	A0QU34	A0QU24	A0QU23	A0QU29	A0QU34	A0QU24	A0QU23	SCF:0001421|AD	SCF:0001421|AC	SCF:0001421|AR
SCF:0001422	family_unseen	A0QU34	A0QU24	A0QU25	A0QU29	A0QU34	A0QU24	A0QU25	SCF:0001422|AD	SCF:0001422|AC	SCF:0001422|AR
SCF:0001429	family_unseen	P9WH23	P9WP67	A0R049	P9WPV3	P9WH23	P9WP67	P9WP67	SCF:0001429|AD	SCF:0001429|AC	SCF:0001429|AR
SCF:0001430	family_unseen	P9WP67	P9WH23	P9WP69	P9WPV3	P9WP67	P9WH23	P9WP69	SCF:0001430|AD	SCF:0001430|AC	SCF:0001430|AR
SCF:0001444	family_unseen	A0ACD6B9L8	A0ACD6B9K7	A0ACD6B9M9	Q97Z84	A0ACD6B9L8	A0ACD6B9K7	A0ACD6B9M6	SCF:0001444|AD	SCF:0001444|AC	SCF:0001444|AR
SCF:0001445	family_unseen	A0ACD6B9L8	A0ACD6B9K7	A0ACD6B9M6	Q97Z84	A0ACD6B9L8	A0ACD6B9K7	A0ACD6B9M6	SCF:0001445|AD	SCF:0001445|AC	SCF:0001445|AR
SCF:0001451	family_unseen	O77448	Q6JXI5	A0A0U8TRG9	Q24I09	O77448	Q6JXI5	A0A0U8TRG9	SCF:0001451|AD	SCF:0001451|AC	SCF:0001451|AR
SCF:0001452	family_unseen	O77448	Q6JXI5	A0PGB2	Q23S01	O77448	Q6JXI5	A0PGB2	SCF:0001452|AD	SCF:0001452|AC	SCF:0001452|AR
SCF:0001453	family_unseen	Q6JXI5	O77448	Q23AJ0	Q23S01	Q6JXI5	O77448	Q23AJ0	SCF:0001453|AD	SCF:0001453|AC	SCF:0001453|AR
SCF:0001454	family_unseen	Q9I2U0	Q9HYR9	Q9I2U1	Q97Z84	Q9I2U0	Q9HYR9	Q9I2U1	SCF:0001454|AD	SCF:0001454|AC	SCF:0001454|AR
SCF:0001455	family_unseen	A0A1B2U6N1	A0A1M6QTP8	A0A1J7BSW7	Q97Z84	A0A1B2U6N1	A0A1M6QTP8	A0A1J7BSW7	SCF:0001455|AD	SCF:0001455|AC	SCF:0001455|AR
SCF:0001468	family_unseen	P9WGY5	P9WGG7	P9WGH5	P9WPV1	A0QWT1	P9WGG7	P9WGH5	SCF:0001468|AD	SCF:0001468|AC	SCF:0001468|AR
SCF:0001475	family_unseen	P61619	P43308	Q8N6L1	Q8NEZ3	P61619	P43308	Q8N6L1	SCF:0001475|AD	SCF:0001475|AC	SCF:0001475|AR
SCF:0001480	family_unseen	B8YB54	B8YB58	B8YB60	B8YB56	B8YB54	Q7LXK4	B8YB60	SCF:0001480|AD	SCF:0001480|AC	SCF:0001480|AR
SCF:0001481	family_unseen	B8YB54	B8YB58	B8YB65	Q97Z84	B8YB54	Q7LXK4	Q980B8	SCF:0001481|AD	SCF:0001481|AC	SCF:0001481|AR
SCF:0001482	family_unseen	P00175	P53507	P80967	Q12406	P00175	P53507	P80967	SCF:0001482|AD	SCF:0001482|AC	SCF:0001482|AR
SCF:0001501	family_unseen	P14406	P12074	P15954	Q7Z4L5	P07470	P07471	P15954	SCF:0001501|AD	SCF:0001501|AC	SCF:0001501|AR
SCF:0001516	family_unseen	A0A0G4HFQ7	A0A0G4HNB1	A0A0G4I0G6	A0A0G4HMN0	A0A0G4HFQ7	A0A0G4HNB1	A0A0G4I0G6	SCF:0001516|AD	SCF:0001516|AC	SCF:0001516|AR
SCF:0001521	family_unseen	Q03124	Q12406	Q07979	P53507	Q03124	Q12406	Q07979	SCF:0001521|AD	SCF:0001521|AC	SCF:0001521|AR
SCF:0001522	family_unseen	Q03124	Q12406	P25632	P38784	Q03124	Q12406	P25632	SCF:0001522|AD	SCF:0001522|AC	SCF:0001522|AR
SCF:0001523	family_unseen	Q03124	Q12406	Q02206	P39543	Q03124	Q12406	Q02206	SCF:0001523|AD	SCF:0001523|AC	SCF:0001523|AR
SCF:0001524	family_unseen	Q12406	Q03124	Q05123	P36161	Q12406	Q03124	Q05123	SCF:0001524|AD	SCF:0001524|AC	SCF:0001524|AR
SCF:0001533	family_unseen	P16687	P16679	P16678	P0AC44	P16687	P16679	P16678	SCF:0001533|AD	SCF:0001533|AC	SCF:0001533|AR
SCF:0001539	family_unseen	P07470	Q01321	P00004	P32876	P07470	O00483	P62894	SCF:0001539|AD	SCF:0001539|AC	SCF:0001539|AR
SCF:0001540	family_unseen	P07470	Q01321	P62894	Q28852	P07470	O00483	P62894	SCF:0001540|AD	SCF:0001540|AC	SCF:0001540|AR
SCF:0001541	family_unseen	Q01321	P07470	P00429	P13621	O00483	P07470	P14854	SCF:0001541|AD	SCF:0001541|AC	SCF:0001541|AR
SCF:0001543	family_unseen	P32563	P38784	P22203	Q12406	P32563	P38784	P22203	SCF:0001543|AD	SCF:0001543|AC	SCF:0001543|AR
SCF:0001556	family_unseen	P53073	P39543	P47133	Q12406	P53073	P39543	P47133	SCF:0001556|AD	SCF:0001556|AC	SCF:0001556|AR
SCF:0001564	family_unseen	Q980L5	Q980Q9	Q7LXK4	Q97Z84	Q980L5	B8YB60	Q7LXK4	SCF:0001564|AD	SCF:0001564|AC	SCF:0001564|AR
SCF:0001569	family_unseen	Q4FZW5	Q7ZX96	A2RV69	Q4V7I1	Q6GNF1	Q7ZX96	A2RV69	SCF:0001569|AD	SCF:0001569|AC	SCF:0001569|AR
SCF:0001570	family_unseen	Q4FZW5	Q7ZX96	A0A1L8H1I9	B1H1T5	Q6GNF1	Q7ZX96	A0A1L8H1I9	SCF:0001570|AD	SCF:0001570|AC	SCF:0001570|AR
SCF:0001571	family_unseen	Q7ZX96	Q4FZW5	Q7ZYJ8	Q05AW3	Q7ZX96	Q6GNF1	Q7ZYJ8	SCF:0001571|AD	SCF:0001571|AC	SCF:0001571|AR
SCF:0001572	family_unseen	Q7ZX96	Q4FZW5	Q6GNX0	Q05AW3	Q7ZX96	Q6GNF1	Q7ZYJ8	SCF:0001572|AD	SCF:0001572|AC	SCF:0001572|AR
SCF:0001575	family_unseen	P9WPV7	P9WPV1	P9WPV5	P9WGG7	P9WPV7	P9WPV1	A0R204	SCF:0001575|AD	SCF:0001575|AC	SCF:0001575|AR
SCF:0001586	family_unseen	Q9H6D7	Q9NVX0	Q96CS2	P14406	Q9H6D7	Q9NVX0	Q96CS2	SCF:0001586|AD	SCF:0001586|AC	SCF:0001586|AR
SCF:0001588	family_unseen	B2GUV5	Q6P503	Q6PCU2	Q9R1M7	B2GUV5	Q6P503	Q6PCU2	SCF:0001588|AD	SCF:0001588|AC	SCF:0001588|AR
SCF:0001590	family_unseen	A0A287AEW0	Q06AT5	Q06AT4	F1RPD2	A0A287AEW0	Q06AT5	Q06AT4	SCF:0001590|AD	SCF:0001590|AC	SCF:0001590|AR
SCF:0001591	family_unseen	Q06AT5	A0A287AEW0	A0A8D2A9I1	F1SJP6	Q06AT5	A0A287AEW0	A0A8D2A9I1	SCF:0001591|AD	SCF:0001591|AC	SCF:0001591|AR
SCF:0001617	family_unseen	S7VSS5	S7W617	S7W9J5	A0A125YN38	S7VSS5	S7W617	S7W9J5	SCF:0001617|AD	SCF:0001617|AC	SCF:0001617|AR
SCF:0001621	family_unseen	P12464	P37870	P37871	O35011	P12464	P37870	P37871	SCF:0001621|AD	SCF:0001621|AC	SCF:0001621|AR
SCF:0001625	family_unseen	Q00959	Q9R1M7	Q05586	Q6P503	Q00959	Q9R1M7	P35439	SCF:0001625|AD	SCF:0001625|AC	SCF:0001625|AR
SCF:0001626	family_unseen	Q00959	Q9R1M7	P35439	P63025	Q00959	Q9R1M7	P35439	SCF:0001626|AD	SCF:0001626|AC	SCF:0001626|AR
SCF:0001627	family_unseen	Q00959	Q9R1M7	A0A1L8F5J9	Q97Z84	Q00959	Q9R1M7	P35439	SCF:0001627|AD	SCF:0001627|AC	SCF:0001627|AR
SCF:0001628	family_unseen	Q9R1M7	Q00959	P35439	Q97Z84	Q9R1M7	Q00959	P35439	SCF:0001628|AD	SCF:0001628|AC	SCF:0001628|AR
SCF:0001645	family_unseen	Q9VLI9	A1Z8I0	Q9VA95	Q9VF82	Q9VLI9	A1Z8I0	Q9VA95	SCF:0001645|AD	SCF:0001645|AC	SCF:0001645|AR
SCF:0001648	family_unseen	Q8U216	Q8TZK1	Q8U439	Q8U4N1	Q5JI52	Q8TZK1	Q8U439	SCF:0001648|AD	SCF:0001648|AC	SCF:0001648|AR
SCF:0001675	family_unseen	Q5JJF4	Q5JI52	Q5JE88	Q97Z84	Q5JJF4	Q5JI52	Q5JE88	SCF:0001675|AD	SCF:0001675|AC	SCF:0001675|AR
SCF:0001690	family_unseen	P10176	P14406	P15954	Q9NVX0	P10176	P07470	P15954	SCF:0001690|AD	SCF:0001690|AC	SCF:0001690|AR
SCF:0001704	family_unseen	Q04491	P36161	P35729	Q03124	Q04491	P36161	P35729	SCF:0001704|AD	SCF:0001704|AC	SCF:0001704|AR
SCF:0001705	family_unseen	Q04491	P36161	P38164	P53290	Q04491	P36161	P38164	SCF:0001705|AD	SCF:0001705|AC	SCF:0001705|AR
SCF:0001706	family_unseen	Q04491	P36161	P52593	Q12049	Q04491	P36161	P52593	SCF:0001706|AD	SCF:0001706|AC	SCF:0001706|AR
SCF:0001708	family_unseen	B6A882	B6A878	B6A880	Q97Z84	B6A882	B6A878	B6A880	SCF:0001708|AD	SCF:0001708|AC	SCF:0001708|AR
SCF:0001729	family_unseen	A0A1D8NGI5	A0A1D8NEL0	Q6ZY23	Q97Z84	A0A1D8NGI5	A0A1D8NEL0	Q6ZY23	SCF:0001729|AD	SCF:0001729|AC	SCF:0001729|AR
SCF:0001733	family_unseen	I0YQ46	I0Z7A6	I0Z7A7	Q97Z84	Q84Y02	Q75VY8	Q75VY8	SCF:0001733|AD	SCF:0001733|AC	SCF:0001733|AR
SCF:0001734	family_unseen	I0YQ46	I0Z7A6	I0YQ45	Q97Z84	Q84Y02	Q75VY8	Q7DM26	SCF:0001734|AD	SCF:0001734|AC	SCF:0001734|AR
SCF:0001735	family_unseen	I0YQ46	I0Z7A6	I0YQ44	Q97Z84	Q84Y02	Q75VY8	Q84Y02	SCF:0001735|AD	SCF:0001735|AC	SCF:0001735|AR
SCF:0001736	family_unseen	I0Z7A6	I0YQ46	I0YQ44	I0YQ45	Q75VY8	Q84Y02	Q84Y02	SCF:0001736|AD	SCF:0001736|AC	SCF:0001736|AR
SCF:0001737	family_unseen	I0Z7A6	I0YQ46	I0Z2Y0	I0YQ45	Q75VY8	Q84Y02	Q75VY8	SCF:0001737|AD	SCF:0001737|AC	SCF:0001737|AR
SCF:0001738	family_unseen	I0Z7A6	I0YQ46	I0Z7A7	I0YQ45	Q75VY8	Q84Y02	Q75VY8	SCF:0001738|AD	SCF:0001738|AC	SCF:0001738|AR
SCF:0001746	family_unseen	A0A0G4HMN0	A0A0G4HNB1	A0A0G4GX86	A0A0G4FL36	A0A0G4HMN0	A0A0G4HNB1	A0A0G4GX86	SCF:0001746|AD	SCF:0001746|AC	SCF:0001746|AR
SCF:0001747	family_unseen	A0A0G4HNB1	A0A0G4HMN0	A0A0G4FDJ8	A0A0G4FL36	A0A0G4HNB1	A0A0G4HMN0	A0A0G4FDJ8	SCF:0001747|AD	SCF:0001747|AC	SCF:0001747|AR
SCF:0001755	family_unseen	A0A287BJQ2	F1SJP6	A0A8D1NRT6	A0A287AEW0	A0A287BJQ2	F1SJP6	A0A8D1NRT6	SCF:0001755|AD	SCF:0001755|AC	SCF:0001755|AR
SCF:0001756	family_unseen	A0A287BJQ2	F1SJP6	A0A287AAR5	A0A8D0MI69	A0A287BJQ2	F1SJP6	A0A287AAR5	SCF:0001756|AD	SCF:0001756|AC	SCF:0001756|AR
SCF:0001757	family_unseen	F1SJP6	A0A287BJQ2	A0A8D1TL60	A0A287BAW0	F1SJP6	A0A287BJQ2	Q9DC70	SCF:0001757|AD	SCF:0001757|AC	SCF:0001757|AR
SCF:0001758	family_unseen	F1SJP6	A0A287BJQ2	A0A4X1VTL7	Q06AT4	F1SJP6	A0A287BJQ2	Q9DC70	SCF:0001758|AD	SCF:0001758|AC	SCF:0001758|AR
SCF:0001759	family_unseen	F1SJP6	A0A287BJQ2	A0A8D1J578	A0A8D2A9I1	F1SJP6	A0A287BJQ2	Q9DC70	SCF:0001759|AD	SCF:0001759|AC	SCF:0001759|AR
SCF:0001814	family_unseen	Q8A1D9	Q8A0S2	Q8A1P7	Q97Z84	Q8A1D9	Q8A0S2	Q8A1P7	SCF:0001814|AD	SCF:0001814|AC	SCF:0001814|AR
SCF:0001821	family_unseen	Q3E830	P53290	Q00582	P36161	Q3E830	P53290	O74824	SCF:0001821|AD	SCF:0001821|AC	SCF:0001821|AR
SCF:0001826	family_unseen	A0A5S8WF89	A0A5S8WF91	A0A5S8WF90	Q97Z84	A0A5S8WF89	A0A5S8WF91	A0A5S8WF91	SCF:0001826|AD	SCF:0001826|AC	SCF:0001826|AR
SCF:0001832	family_unseen	O94742	Q12049	Q12250	P36161	O94742	Q12049	Q12250	SCF:0001832|AD	SCF:0001832|AC	SCF:0001832|AR
SCF:0001842	family_unseen	Q00916	P39682	Q03776	P87108	Q00916	P39682	Q03776	SCF:0001842|AD	SCF:0001842|AC	SCF:0001842|AR
SCF:0001843	family_unseen	Q00916	P39682	P53207	P33767	Q00916	P39682	P53207	SCF:0001843|AD	SCF:0001843|AC	SCF:0001843|AR
SCF:0001849	family_unseen	Q08749	P87108	P32830	P39682	Q08749	P87108	P32830	SCF:0001849|AD	SCF:0001849|AC	SCF:0001849|AR
SCF:0001850	family_unseen	P9WGY5	O53830	P9WGZ1	P9WPV3	A0QWT1	O53830	P9WGZ1	SCF:0001850|AD	SCF:0001850|AC	SCF:0001850|AR
SCF:0001851	family_unseen	I0YQ45	I0Z7A6	I0Z7A7	I0YQ44	Q7DM26	Q75VY8	Q75VY8	SCF:0001851|AD	SCF:0001851|AC	SCF:0001851|AR
SCF:0001852	family_unseen	I0YQ45	I0Z7A6	I0YQ46	I0YQ44	Q7DM26	Q75VY8	Q84Y02	SCF:0001852|AD	SCF:0001852|AC	SCF:0001852|AR
SCF:0001853	family_unseen	I0Z7A6	I0YQ45	I0Z7A7	I0YQ46	Q75VY8	Q7DM26	Q75VY8	SCF:0001853|AD	SCF:0001853|AC	SCF:0001853|AR
SCF:0001854	family_unseen	I0Z7A6	I0YQ45	I0YQ44	I0YQ46	Q75VY8	Q7DM26	Q84Y02	SCF:0001854|AD	SCF:0001854|AC	SCF:0001854|AR
SCF:0001855	family_unseen	I0Z7A6	I0YQ45	I0Z2Y0	I0YQ46	Q75VY8	Q7DM26	Q75VY8	SCF:0001855|AD	SCF:0001855|AC	SCF:0001855|AR
SCF:0001859	family_unseen	G0S8E0	G0SH09	G0SEM4	G0S7B2	G0S8E0	G0SH09	G0SEM4	SCF:0001859|AD	SCF:0001859|AC	SCF:0001859|AR
SCF:0001860	family_unseen	G0S8E0	G0SH09	G0S7Z4	G0S7B2	G0S8E0	G0SH09	G0S7Z4	SCF:0001860|AD	SCF:0001860|AC	SCF:0001860|AR
SCF:0001861	family_unseen	G0SH09	G0S8E0	G0S3J8	G0S7B2	G0SH09	G0S8E0	G0S3J8	SCF:0001861|AD	SCF:0001861|AC	SCF:0001861|AR
SCF:0001865	family_unseen	O43402	Q5JPE7	Q8N766	O60826	O43402	Q5JPE7	Q8N766	SCF:0001865|AD	SCF:0001865|AC	SCF:0001865|AR
SCF:0001868	family_unseen	Q9UBQ0	O60826	Q96QK1	Q5JPE7	Q9UBQ0	O60826	Q96QK1	SCF:0001868|AD	SCF:0001868|AC	SCF:0001868|AR
SCF:0001873	family_unseen	Q8LGE7	P93313	B5TM92	Q9C6B3	Q8LGE7	P93313	P92558	SCF:0001873|AD	SCF:0001873|AC	SCF:0001873|AR
SCF:0001874	family_unseen	Q8LGE7	P93313	P29388	Q9C6B3	Q8LGE7	P93313	P29388	SCF:0001874|AD	SCF:0001874|AC	SCF:0001874|AR
SCF:0001875	family_unseen	Q92316	P33767	P41543	P39682	Q92316	P33767	P41543	SCF:0001875|AD	SCF:0001875|AC	SCF:0001875|AR
SCF:0001880	family_unseen	P39075	P37871	P37870	O35011	P39075	P37871	P37870	SCF:0001880|AD	SCF:0001880|AC	SCF:0001880|AR
SCF:0001914	family_unseen	Q00361	P32876	P07926	P07470	Q00361	Q4VT52	Q4VT52	SCF:0001914|AD	SCF:0001914|AC	SCF:0001914|AR
SCF:0001921	family_unseen	P14854	P15954	P12074	Q9Y2Q5	P14854	P15954	P07471	SCF:0001921|AD	SCF:0001921|AC	SCF:0001921|AR
SCF:0001923	family_unseen	O75140	Q9Y2Q5	Q0VGL1	P15954	O75140	Q9Y2Q5	Q0VGL1	SCF:0001923|AD	SCF:0001923|AC	SCF:0001923|AR
SCF:0001924	family_unseen	P32613	Q03630	P38334	Q12308	P32613	Q03630	P38334	SCF:0001924|AD	SCF:0001924|AC	SCF:0001924|AR
SCF:0001925	family_unseen	Q03630	P32613	P36149	Q00916	Q03630	P32613	Q9VSY8	SCF:0001925|AD	SCF:0001925|AC	SCF:0001925|AR
SCF:0001926	family_unseen	Q03630	P32613	P38334	Q12530	Q03630	P32613	P38334	SCF:0001926|AD	SCF:0001926|AC	SCF:0001926|AR
SCF:0001927	family_unseen	Q75VZ0	Q84Y02	Q75VY7	Q75VY4	Q75VY8	Q84Y02	Q84Y02	SCF:0001927|AD	SCF:0001927|AC	SCF:0001927|AR
SCF:0001928	family_unseen	Q75VZ0	Q84Y02	Q05093	Q75VY4	Q75VY8	Q84Y02	Q7DM26	SCF:0001928|AD	SCF:0001928|AC	SCF:0001928|AR
SCF:0001931	family_unseen	Q84Y02	Q75VZ0	Q75VY8	Q05093	Q84Y02	Q75VY8	Q75VY8	SCF:0001931|AD	SCF:0001931|AC	SCF:0001931|AR
SCF:0001932	family_unseen	Q84Y02	Q75VZ0	Q75VY7	Q05093	Q84Y02	Q75VY8	Q84Y02	SCF:0001932|AD	SCF:0001932|AC	SCF:0001932|AR
SCF:0001934	family_unseen	Q12415	Q12308	P32367	Q03630	Q12415	Q12308	P32367	SCF:0001934|AD	SCF:0001934|AC	SCF:0001934|AR
SCF:0001964	family_unseen	P20429	O35011	O31718	Q97Z84	P20429	O35011	O31718	SCF:0001964|AD	SCF:0001964|AC	SCF:0001964|AR
SCF:0001972	family_unseen	A0A2K9VK93	A0A2K9VK99	A0A2K9VK98	Q97Z84	A0A2K9VK93	A0A2K9VK99	A0A2K9VK98	SCF:0001972|AD	SCF:0001972|AC	SCF:0001972|AR
SCF:0001973	family_unseen	A0A2K9VK99	A0A2K9VK93	A0A2K9VK98	Q97Z84	A0A2K9VK99	A0A2K9VK93	A0A2K9VK98	SCF:0001973|AD	SCF:0001973|AC	SCF:0001973|AR
SCF:0001991	family_unseen	A0A2P6TZ50	A0A2P6U4K1	A0A2P6TT36	Q97Z84	Q84Y02	Q75VY8	Q7DM26	SCF:0001991|AD	SCF:0001991|AC	SCF:0001991|AR
SCF:0001992	family_unseen	A0A2P6TZ50	A0A2P6U4K1	A0A2P6TS63	Q97Z84	Q84Y02	Q75VY8	Q84Y02	SCF:0001992|AD	SCF:0001992|AC	SCF:0001992|AR
SCF:0001993	family_unseen	A0A2P6U4K1	A0A2P6TZ50	A0A2P6TS63	Q97Z84	Q75VY8	Q84Y02	Q84Y02	SCF:0001993|AD	SCF:0001993|AC	SCF:0001993|AR
SCF:0002012	family_unseen	Q8CJT1	Q9L0Q9	Q9L0I8	Q97Z84	P37871	Q9L0Q9	Q9L0I8	SCF:0002012|AD	SCF:0002012|AC	SCF:0002012|AR
SCF:0002020	family_unseen	A0A7S3R4R1	A0A7S3VHS4	A0A7S3VSS7	Q97Z84	Q84Y02	Q7DM26	Q84Y02	SCF:0002020|AD	SCF:0002020|AC	SCF:0002020|AR
SCF:0002021	family_unseen	A0A7S3VHS4	A0A7S3R4R1	A0A7S3VSS7	Q97Z84	Q7DM26	Q84Y02	Q84Y02	SCF:0002021|AD	SCF:0002021|AC	SCF:0002021|AR
SCF:0002031	family_unseen	A0A0G4GX71	A0A0G4HNB1	A0A0G4I0G6	A0A0G4HMN0	A0A0G4GX71	A0A0G4HNB1	A0A0G4I0G6	SCF:0002031|AD	SCF:0002031|AC	SCF:0002031|AR
SCF:0002032	family_unseen	A0A0G4GX71	A0A0G4HNB1	A0A0G4FDJ8	A0A0G4HMN0	A0A0G4GX71	A0A0G4HNB1	A0A0G4FDJ8	SCF:0002032|AD	SCF:0002032|AC	SCF:0002032|AR
SCF:0002034	family_unseen	P9WPS1	P9WPV3	P9WPU7	O53830	P9WPS1	P9WPV3	P9WPU7	SCF:0002034|AD	SCF:0002034|AC	SCF:0002034|AR
SCF:0002035	family_unseen	P9WPS1	P9WPV3	P9WPU9	P9WGH9	P9WPS1	P9WPV3	P9WPU9	SCF:0002035|AD	SCF:0002035|AC	SCF:0002035|AR
SCF:0002062	family_unseen	Q389F5	Q381A0	Q389W4	Q585T1	Q389F5	Q381A0	Q389W4	SCF:0002062|AD	SCF:0002062|AC	SCF:0002062|AR
SCF:0002063	family_unseen	Q389F5	Q381A0	Q57ZX7	Q57XL7	Q389F5	Q381A0	Q57ZX7	SCF:0002063|AD	SCF:0002063|AC	SCF:0002063|AR
SCF:0002065	family_unseen	G2TRJ4	O74824	O74544	Q9UTB6	G2TRJ4	O74824	O74544	SCF:0002065|AD	SCF:0002065|AC	SCF:0002065|AR
SCF:0002066	family_unseen	Q8U0M5	Q8U4N1	Q8U216	Q97Z84	B8YB54	Q5JE88	Q5JI52	SCF:0002066|AD	SCF:0002066|AC	SCF:0002066|AR
SCF:0002092	family_unseen	P34160	Q00916	Q08920	P32613	P34160	Q00916	Q08920	SCF:0002092|AD	SCF:0002092|AC	SCF:0002092|AR
SCF:0002093	family_unseen	B8YB60	B8YB58	B8YB65	Q97Z84	B8YB60	Q7LXK4	Q980B8	SCF:0002093|AD	SCF:0002093|AC	SCF:0002093|AR
SCF:0002097	family_unseen	G0S8E0	G0S3J8	G0S292	G0S7B2	G0S8E0	G0S3J8	G0S292	SCF:0002097|AD	SCF:0002097|AC	SCF:0002097|AR
SCF:0002115	family_unseen	Q2FKZ2	Q2FKZ4	Q2FME3	Q2FRL9	Q2FKZ2	Q2FKZ4	Q2FME3	SCF:0002115|AD	SCF:0002115|AC	SCF:0002115|AR
SCF:0002129	family_unseen	A0A0G4GX86	A0A0G4FL36	A0A0G4HMN0	A0A0G4I0G6	A0A0G4GX86	A0A0G4FL36	A0A0G4HMN0	SCF:0002129|AD	SCF:0002129|AC	SCF:0002129|AR
SCF:0002130	family_unseen	A0A0G4GX86	A0A0G4FL36	A0A0G4HNB1	A0A0G4I0G6	A0A0G4GX86	A0A0G4FL36	A0A0G4HNB1	SCF:0002130|AD	SCF:0002130|AC	SCF:0002130|AR
SCF:0002161	family_unseen	P04038	Q01321	P62894	Q1JQ97	P04038	O00483	P62894	SCF:0002161|AD	SCF:0002161|AC	SCF:0002161|AR
SCF:0002167	family_unseen	P14867	P34903	P47869	Q15382	P34903	P34903	P34903	SCF:0002167|AD	SCF:0002167|AC	SCF:0002167|AR
SCF:0002168	family_unseen	P14867	P34903	P18507	Q8NFG4	P34903	P34903	P18507	SCF:0002168|AD	SCF:0002168|AC	SCF:0002168|AR
SCF:0002169	family_unseen	P14867	P34903	P18505	Q9UQE7	P34903	P34903	P47870	SCF:0002169|AD	SCF:0002169|AC	SCF:0002169|AR
SCF:0002170	family_unseen	P34903	P14867	P18507	Q8WVM7	P34903	P34903	P18507	SCF:0002170|AD	SCF:0002170|AC	SCF:0002170|AR
SCF:0002171	family_unseen	P34903	P14867	P47870	O00483	P34903	P34903	P47870	SCF:0002171|AD	SCF:0002171|AC	SCF:0002171|AR
SCF:0002172	family_unseen	Q980R2	Q7LXK4	Q980Q9	Q97Z84	Q980R2	Q7LXK4	B8YB60	SCF:0002172|AD	SCF:0002172|AC	SCF:0002172|AR
SCF:0002174	family_unseen	Q03660	Q03630	P38334	P40993	Q03660	Q03630	P38334	SCF:0002174|AD	SCF:0002174|AC	SCF:0002174|AR
SCF:0002180	family_unseen	Q9USP0	P56288	P56287	Q9P4W1	Q9USP0	P56288	P56287	SCF:0002180|AD	SCF:0002180|AC	SCF:0002180|AR
SCF:0002182	family_unseen	Q8U439	Q8U4N1	Q8U216	Q8TZK1	Q8U439	Q5JE88	Q5JI52	SCF:0002182|AD	SCF:0002182|AC	SCF:0002182|AR
SCF:0002192	family_unseen	P14575	Q9P4W1	G2TRP5	P56288	P14575	Q9P4W1	G2TRP5	SCF:0002192|AD	SCF:0002192|AC	SCF:0002192|AR
SCF:0002197	family_unseen	Q9HB90	Q15382	Q7L523	P34903	Q9HB90	Q15382	O74824	SCF:0002197|AD	SCF:0002197|AC	SCF:0002197|AR
SCF:0002202	family_unseen	O67335	O66842	O67337	Q97Z84	O67335	O66842	O67337	SCF:0002202|AD	SCF:0002202|AC	SCF:0002202|AR
SCF:0002213	family_unseen	P38786	Q12530	P28005	P32613	P38786	Q12530	P28005	SCF:0002213|AD	SCF:0002213|AC	SCF:0002213|AR
