triplet_id	assembly_size_stratum	ac_id	anchor	negative_partner_c	positive_partner_d	positive_source	positive_example_evidence	positive_min_heavy_a	positive_binding_assemblies	positive_distinct_pdb_count	positive_interface_status	anchor_tax_id	c_tax_id	d_tax_id	all_role_shared_tax	sequence_identity	sequence_coverage_c	sequence_coverage_d	sequence_aligned_residues	sequence_similarity_bin	domain_similarity_status	structure_similarity_status	positive_rank_for_ac_orientation	ac_structure_file	ac_chain_anchor	ac_chain_negative	ac_min_heavy_a	ac_min_cb_or_ca_a	ac_mutual_nearest	ac_structure_grade_provisional	negative_label_semantics	counterfactual_grade_provisional	training_pool_status	leakage_control_status
SCF:0006368	gt24	AC:005026	P38249	P38701	Q6CIM1	PDB_exact_pair_aggregate	3jap-assembly1.cif.gz:QA-U	2.753	4	5	repeated_exact_PDB_contact_interface_size_pending	559292	559292	284590	0	0.8230	0.9339	0.9658	113	high	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	6zu9-assembly1.cif.gz	MA	L	17.023	17.270	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006369	gt24	AC:005028	Q83D75	Q83ER2	Q83AX9	PDB_exact_pair_aggregate	9t0z-assembly1.cif.gz:I-V	2.756	1	3	repeated_exact_PDB_contact_interface_size_pending	227377	227377	227377	1	0.2527	0.7000	0.6547	91	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	9tze-assembly1.cif.gz	R	H	24.128	26.940	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006370	gt24	AC:005029	P36520	P36528	P38064	PDB_exact_pair_aggregate	8uxa-assembly1.cif.gz:J-K	1.118	2	8	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.3542	0.5125	0.6207	144	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	3j6b-assembly1.cif.gz	J	GA	68.161	71.364	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006371	gt24	AC:005029	P36520	P36528	Q02204	PDB_exact_pair_aggregate	8uxa-assembly1.cif.gz:CB-RA	2.550	8	8	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.3333	0.5552	0.5909	156	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	3j6b-assembly1.cif.gz	J	GA	68.161	71.364	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006372	gt24	AC:005029	P36520	P36528	P51998	PDB_exact_pair_aggregate	8uxa-assembly1.cif.gz:CB-WA	2.509	8	8	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.2765	0.6050	0.5944	170	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	3	3j6b-assembly1.cif.gz	J	GA	68.161	71.364	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006373	gt24	AC:005029	P36528	P36520	P12687	same_assembly_bridge	3j6b-assembly1.cif.gz:GA-R	2.971	8	8	same_assembly_bridge_small_interface	559292	559292	559292	1	0.3385	0.7981	0.6927	257	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	3j6b-assembly1.cif.gz	GA	J	68.161	71.364	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006374	gt24	AC:005030	Q50308	Q50303	Q50301	same_assembly_bridge	7pit-assembly1.cif.gz:IA-D	6.537	4	27	same_assembly_bridge_small_interface	272634	272634	272634	1	0.3091	0.5978	0.5023	110	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	7pit-assembly1.cif.gz	IA	DA	22.656	25.523	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006375	gt24	AC:005031	P46779	P62987	P42766	PDB_exact_pair_aggregate	8ie3-assembly1.cif.gz:FA-H	2.418	5	110	repeated_exact_PDB_contact_interface_size_pending	9606	9606	9606	1	0.3103	0.7073	0.6797	87	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	6lqm-assembly1.cif.gz	PA	R	13.958	18.974	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006376	gt24	AC:005031	P46779	P62987	P62910	PDB_exact_pair_aggregate	4v6x-assembly1.cif.gz:HB-OB	1.925	129	130	repeated_exact_PDB_contact_interface_size_pending	9606	9606	9606	1	0.2619	0.6562	0.6222	84	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	6lqm-assembly1.cif.gz	PA	R	13.958	18.974	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006377	gt24	AC:005031	P62987	P46779	P62910	PDB_exact_pair_aggregate	6lqm-assembly1.cif.gz:R-SA	3.026	1	104	repeated_exact_PDB_contact_interface_size_pending	9606	9606	9606	1	0.3452	0.6131	0.6222	84	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	6lqm-assembly1.cif.gz	R	PA	13.958	18.974	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006378	gt24	AC:005033	A2EHK3	A2DLW4	A2DVD8	PDB_exact_pair_aggregate	5xyi-assembly1.cif.gz:C-P	1.779	1	1	single_exact_PDB_contact_interface_size_pending	412133	412133	412133	1	0.2667	0.5769	0.5208	75	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	5xyi-assembly1.cif.gz	C	W	18.109	22.650	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006379	gt24	AC:005035	P60493	Q5SHN3	Q72I19	PDB_exact_pair_aggregate	5j4d-assembly2.cif.gz:CC-NB	3.080	1	2	repeated_exact_PDB_contact_interface_size_pending	300852	300852	262724	0	0.3190	0.8788	0.6444	116	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	4v5j-assembly2.cif.gz	GC	SB	57.637	62.451	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006380	gt24	AC:005036	A8BH61	A8BFT3	A8BE02	PDB_exact_pair_aggregate	8btd-assembly1.cif.gz:GB-S	2.875	4	7	repeated_exact_PDB_contact_interface_size_pending	184922	184922	184922	1	0.3590	0.5778	0.5065	78	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	7pwg-assembly1.cif.gz	R	Y	37.105	38.307	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006381	gt24	AC:005036	A8BH61	A8BFT3	A8B4F8	PDB_exact_pair_aggregate	7pwg-assembly1.cif.gz:M-R	2.959	1	9	repeated_exact_PDB_contact_interface_size_pending	184922	184922	184922	1	0.2561	0.6074	0.6260	82	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	7pwg-assembly1.cif.gz	R	Y	37.105	38.307	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006382	gt24	AC:005037	A8BMD9	A8BNT5	A8BRY6	same_assembly_bridge	7pwg-assembly1.cif.gz:EA-F	7.091	1	9	same_assembly_bridge_small_interface	184922	184922	184922	1	0.2595	0.8541	0.6723	158	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	7pwg-assembly1.cif.gz	EA	H	16.198	18.613	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006383	gt24	AC:005037	A8BNT5	A8BMD9	A8BU75	PDB_exact_pair_aggregate	8br8-assembly1.cif.gz:J-P	2.995	7	9	repeated_exact_PDB_contact_interface_size_pending	184922	184922	184922	1	0.2720	0.9191	0.6345	125	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	7pwg-assembly1.cif.gz	H	EA	16.198	18.613	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006384	gt24	AC:005037	A8BNT5	A8BMD9	A8B4F8	PDB_exact_pair_aggregate	8fru-assembly1.cif.gz:H-M	2.347	8	9	repeated_exact_PDB_contact_interface_size_pending	184922	184922	184922	1	0.2319	0.5074	0.5267	69	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	7pwg-assembly1.cif.gz	H	EA	16.198	18.613	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006385	gt24	AC:005039	P0DOY9	Q8RR57	P60491	PDB_exact_pair_aggregate	6q95-assembly1.cif.gz:H-Q	2.475	1	265	repeated_exact_PDB_contact_interface_size_pending	300852	300852	300852	1	0.3977	0.7458	0.6111	88	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	6q95-assembly1.cif.gz	H	DB	30.427	32.542	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006386	gt24	AC:005039	P0DOY9	Q8RR57	P80380	PDB_exact_pair_aggregate	1xmo-assembly1.cif.gz:H-T	2.510	8	405	repeated_exact_PDB_contact_interface_size_pending	300852	300852	300852	1	0.3378	0.5139	0.6981	74	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	6q95-assembly1.cif.gz	H	DB	30.427	32.542	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006387	gt24	AC:005039	P0DOY9	Q8RR57	P80374	PDB_exact_pair_aggregate	5iwa-assembly1.cif.gz:H-I	3.142	1	401	repeated_exact_PDB_contact_interface_size_pending	300852	300852	300852	1	0.2935	0.6389	0.7188	92	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	3	6q95-assembly1.cif.gz	H	DB	30.427	32.542	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006388	gt24	AC:005039	Q8RR57	P0DOY9	Q5SHN3	PDB_exact_pair_aggregate	4v8q-assembly1.cif.gz:HA-TA	2.645	1	1	single_exact_PDB_contact_interface_size_pending	300852	300852	300852	1	0.3505	0.7029	0.7348	97	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	6q95-assembly1.cif.gz	DB	H	30.427	32.542	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006389	gt24	AC:005039	Q8RR57	P0DOY9	Q5SHQ5	PDB_exact_pair_aggregate	4v8q-assembly1.cif.gz:HA-MA	3.352	1	1	single_exact_PDB_contact_interface_size_pending	300852	300852	300852	1	0.3529	0.6159	0.5247	85	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	6q95-assembly1.cif.gz	DB	H	30.427	32.542	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006390	gt24	AC:005039	Q8RR57	P0DOY9	P80377	PDB_exact_pair_aggregate	4v8q-assembly1.cif.gz:HA-UA	3.700	1	1	single_exact_PDB_contact_interface_size_pending	300852	300852	300852	1	0.2955	0.6377	0.6984	88	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	3	6q95-assembly1.cif.gz	DB	H	30.427	32.542	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006391	gt24	AC:005040	Q2FW12	Q2FZ42	Q2FW16	same_assembly_bridge	5nd8-assembly1.cif.gz:C-N	2.494	4	12	same_assembly_bridge_small_interface	93061	93061	93061	1	0.3125	0.5517	0.5246	64	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	5nd8-assembly1.cif.gz	C	S	25.732	32.736	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006392	gt24	AC:005040	Q2FZ42	Q2FW12	Q2FW38	PDB_exact_pair_aggregate	7nhl-assembly1.cif.gz:M-S	2.440	6	34	repeated_exact_PDB_contact_interface_size_pending	93061	93061	93061	1	0.3661	0.5161	0.7724	112	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	5nd8-assembly1.cif.gz	S	C	25.732	32.736	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006393	gt24	AC:005040	Q2FZ42	Q2FW12	P60430	PDB_exact_pair_aggregate	6sj6-assembly1.cif.gz:D-L	2.291	3	26	repeated_exact_PDB_contact_interface_size_pending	93061	93061	93061	1	0.2819	0.6866	0.5379	149	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	5nd8-assembly1.cif.gz	S	C	25.732	32.736	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006394	gt24	AC:005040	Q2FZ42	Q2FW12	Q2FW06	PDB_exact_pair_aggregate	6hma-assembly1.cif.gz:D-N	2.344	8	27	repeated_exact_PDB_contact_interface_size_pending	93061	93061	93061	1	0.2743	0.5207	0.5136	113	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	3	5nd8-assembly1.cif.gz	S	C	25.732	32.736	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006395	gt24	AC:005041	P80374	Q5SHP2	Q9Z9H5	PDB_exact_pair_aggregate	6q95-assembly1.cif.gz:I-N	3.106	1	265	repeated_exact_PDB_contact_interface_size_pending	300852	300852	300852	1	0.3218	0.9355	0.7373	87	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	4v90-assembly1.cif.gz	I	S	9.149	12.915	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006396	gt24	AC:005041	P80374	Q5SHP2	P80382	PDB_exact_pair_aggregate	5imq-assembly1.cif.gz:M-V	4.111	1	5	repeated_exact_PDB_contact_interface_size_pending	300852	300852	274	0	0.2656	0.6882	0.7273	64	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	4v90-assembly1.cif.gz	I	S	9.149	12.915	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006397	gt24	AC:005041	P80374	Q5SHP2	Q5SLQ0	PDB_exact_pair_aggregate	1ibm-assembly1.cif.gz:I-U	2.548	14	395	repeated_exact_PDB_contact_interface_size_pending	300852	300852	300852	1	0.2500	0.7273	0.6882	64	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	3	4v90-assembly1.cif.gz	I	S	9.149	12.915	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006398	gt24	AC:005041	Q5SHP2	P80374	Q5SHN3	PDB_exact_pair_aggregate	1hr0-assembly1.cif.gz:L-S	2.301	11	396	repeated_exact_PDB_contact_interface_size_pending	300852	300852	300852	1	0.3448	0.6797	0.6591	87	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	4v90-assembly1.cif.gz	S	I	9.149	12.915	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006399	gt24	AC:005041	Q5SHP2	P80374	P0DOY9	PDB_exact_pair_aggregate	5ndj-assembly2.cif.gz:AA-VC	3.825	2	407	repeated_exact_PDB_contact_interface_size_pending	300852	300852	300852	1	0.3133	0.6014	0.6484	83	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	4v90-assembly1.cif.gz	S	I	9.149	12.915	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006400	gt24	AC:005043	P32639	Q12417	P20053	PDB_exact_pair_aggregate	5nrl-assembly1.cif.gz:H-I	1.829	4	6	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.2923	0.7738	0.7505	349	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	5gm6-assembly1.cif.gz	B	O	22.070	26.146	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006401	gt24	AC:005043	P32639	Q12417	Q12420	PDB_exact_pair_aggregate	5gao-assembly1.cif.gz:H-I	2.644	2	4	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.2609	0.8160	0.6269	368	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	5gm6-assembly1.cif.gz	B	O	22.070	26.146	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006402	gt24	AC:005043	Q12417	P32639	P33334	same_assembly_bridge	5gm6-assembly1.cif.gz:O-A	2.334	12	12	same_assembly_bridge_interface_pass	559292	559292	559292	1	0.2717	0.6162	0.6875	1487	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	5gm6-assembly1.cif.gz	O	B	22.070	26.146	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006403	gt24	AC:005045	Q9UKD2	Q9NXF1	Q9NVU7	PDB_exact_pair_aggregate	8ipy-assembly1.cif.gz:IA-N	2.650	2	6	repeated_exact_PDB_contact_interface_size_pending	9606	9606	9606	1	0.2254	0.6351	0.8588	590	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	8fl4-assembly1.cif.gz	HB	RA	57.888	61.519	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006404	gt24	AC:005046	Q12522	P0CG63	Q03532	PDB_exact_pair_aggregate	7ohp-assembly1.cif.gz:D-HA	3.401	1	13	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.2862	0.7244	0.5465	276	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	9ofv-assembly1.cif.gz	AB	K	58.429	63.267	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006405	gt24	AC:005046	Q12522	P0CG63	P38789	PDB_exact_pair_aggregate	8v83-assembly1.cif.gz:VA-Z	2.499	1	3	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.2674	0.6772	0.5695	258	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	9ofv-assembly1.cif.gz	AB	K	58.429	63.267	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006406	gt24	AC:005047	Q9D338	Q8VDT9	Q5RL20	same_assembly_bridge	9hcd-assembly1.cif.gz:Q-EA	2.579	7	7	same_assembly_bridge_interface_pass	10090	10090	10090	1	0.3434	0.6226	0.6226	99	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	9hcd-assembly1.cif.gz	Q	KA	13.969	19.098	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006407	gt24	AC:005047	Q9D338	Q8VDT9	Q99N85	PDB_exact_pair_aggregate	9hcd-assembly1.cif.gz:Q-SA	2.402	4	7	repeated_exact_PDB_contact_interface_size_pending	10090	10090	10090	1	0.3382	0.8553	0.6939	136	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	9hcd-assembly1.cif.gz	Q	KA	13.969	19.098	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006408	gt24	AC:005049	P14124	P12734	P14116	PDB_exact_pair_aggregate	1q82-assembly1.cif.gz:F-V	3.184	9	70	repeated_exact_PDB_contact_interface_size_pending	272569	272569	272569	1	0.3462	0.5417	0.7761	52	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	3i56-assembly1.cif.gz	D	Q	16.882	19.075	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006409	gt24	AC:005051	P53261	P40007	P05740	PDB_exact_pair_aggregate	6elz-assembly1.cif.gz:MA-P	3.490	2	33	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.2800	0.6494	0.8152	150	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	7ohp-assembly1.cif.gz	CA	GA	24.311	28.392	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006410	gt24	AC:005051	P53261	P40007	P05738	PDB_exact_pair_aggregate	6ft6-assembly1.cif.gz:H-NA	2.404	1	27	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.2606	0.6147	0.7435	142	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	7ohp-assembly1.cif.gz	CA	GA	24.311	28.392	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006411	gt24	AC:005051	P53261	P40007	P38801	PDB_exact_pair_aggregate	6ft6-assembly1.cif.gz:CB-NA	2.641	1	1	single_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.2418	0.6623	0.8315	153	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	3	7ohp-assembly1.cif.gz	CA	GA	24.311	28.392	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006412	gt24	AC:005052	K7GR43	A0A8D1EYI7	A0A287AAR5	PDB_exact_pair_aggregate	9ce2-assembly1.cif.gz:O-S	3.809	1	69	repeated_exact_PDB_contact_interface_size_pending	9823	9823	9823	1	0.3670	0.6987	0.7078	109	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	7w2k-assembly1.cif.gz	S	CA	63.098	68.065	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006413	gt24	AC:005052	K7GR43	A0A8D1EYI7	F1SJP6	PDB_exact_pair_aggregate	9ce2-assembly1.cif.gz:Q-S	2.461	1	57	repeated_exact_PDB_contact_interface_size_pending	9823	9823	9823	1	0.3256	0.5584	0.5584	86	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	7w2k-assembly1.cif.gz	S	CA	63.098	68.065	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0006414	gt24	AC:005053	C3SSQ7	C3SFP7	A0A0E2KXL3	PDB_exact_pair_aggregate	9mkk-assembly1.cif.gz:O-V	2.612	1	14	repeated_exact_PDB_contact_interface_size_pending	562	562	1281200	0	1.0000	1.0000	1.0000	75	high	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	7pjw-assembly1.cif.gz	VA	YA	18.569	22.248	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
