triplet_id	ac_id	A	C	D	complex_size_bin	n_pdb_AC	replicated_AC	A_C_min_heavy	A_D_min_heavy	positive_source	seqid_CD	seqid_CD_bin	negative_pdb	negative_pdb_release	positive_example_pdb	positive_example_release	positive_interface_status	positive_rank	counterfactual_grade	family_split	len_A	len_C	len_D	tokens_AC	tokens_AD	max_pair_tokens	bucket	cutoff_scope
SCF:0000725	AC:000616	A0A8D0JYF1	A0A4X1VM56	A0A287ADR4	11_24	4	1	60.488	2.350	PDB_exact_pair_aggregate	1.000000	ge50	8WAT	2023-12-06	8RBX	2024-02-07	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	58	142	184	200	242	242	256	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002500	AC:002177	A0A9X9IKM4	A0A5M5QTL0	A0A5C6J4N7	3_10	4	1	52.830	2.223	PDB_exact_pair_aggregate	0.293900	20_30	9LQ8	2025-11-26	9LQ6	2025-11-26	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	379	469	600	848	979	979	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000521	AC:000427	P42766	Q9BXJ9	Q9BZE4	11_24	4	1	12.189	2.405	PDB_exact_pair_aggregate	0.308600	30_40	9FQ0	2024-07-03	8FLA	2023-07-12	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	123	866	634	989	757	989	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002854	AC:002516	Q75VY4	P09144	P12154	11_24	3	1	30.658	3.688	PDB_exact_pair_aggregate	0.497000	40_50	8H2U	2023-06-14	8H2U	2023-06-14	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_mixed_family	241	735	751	976	992	992	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002109	AC:001811	G0S755	G0RZG4	G0S1P1	3_10	2	1	8.195	2.547	PDB_exact_pair_aggregate	0.356600	30_40	8PEL	2024-06-26	8R1O	2024-07-17	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_ineligible_unpermuted	293	413	357	706	650	706	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002281	AC:001974	Q32P78	Q32PE0	F2Z4H3	11_24	5	1	43.763	2.253	PDB_exact_pair_aggregate	0.311700	30_40	8QQ2	2025-04-16	8QW9	2025-04-30	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_mixed_protein	67	127	150	194	217	217	256	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000058	AC:000050	P21471	P21476	P21473	11_24	22	1	17.451	2.485	same_assembly_bridge	0.313700	30_40	8CDV	2023-12-20	8CDV	2023-12-20	same_assembly_bridge_small_interface	1	CF-B-provisional	train_eligible	102	92	89	194	191	194	256	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001902	AC:001635	A0T0V1	B5YM25	B8C0K4	11_24	3	1	29.638	3.500	PDB_exact_pair_aggregate	0.387300	30_40	8ZET	2024-12-25	8ZEH	2024-12-25	single_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	41	201	203	242	244	244	256	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001219	AC:001018	E9NPW6	I0Z7A6	I0YQ46	11_24	2	1	37.069	3.297	PDB_exact_pair_aggregate	0.506700	ge50	9KQP	2025-02-26	9KQP	2025-02-26	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_mixed_family	41	272	255	313	296	313	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000904	AC:000745	Q9BS16	P62807	Q93077	11_24	2	1	84.170	2.420	PDB_exact_pair_aggregate	0.390200	30_40	7YYH	2022-05-18	7YWX	2022-05-18	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	269	126	130	395	399	399	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002952	AC:002621	A0A1J7CBX1	A0A1M6R974	A0A1M5L6R0	11_24	8	1	10.733	3.106	PDB_exact_pair_aggregate	0.271000	20_30	9OYV	2026-04-15	9OZZ	2026-04-15	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_mixed_protein	252	128	163	380	415	415	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0003243	AC:002919	P56752	O80634	Q9SGH4	11_24	2	1	51.175	2.268	PDB_exact_pair_aggregate	0.299300	20_30	7WFF	2022-03-16	7WG5	2022-03-16	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	746	238	220	984	966	984	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000925	AC:000777	P04969	P21467	P21472	11_24	22	1	30.266	3.302	PDB_exact_pair_aggregate	0.348300	30_40	8CDU	2023-12-20	8R55	2024-01-17	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	131	166	138	297	269	297	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001150	AC:000958	Q7Z4G1	Q9GZQ3	Q9P000	11_24	3	1	17.958	2.920	PDB_exact_pair_aggregate	0.321400	30_40	8P0W	2024-03-20	8F2R	2023-05-24	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	85	224	198	309	283	309	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001795	AC:001532	Q00914	Q84Y02	Q05093	11_24	10	1	41.204	2.558	PDB_exact_pair_aggregate	0.500000	ge50	7R3K	2023-02-22	7O01	2021-12-15	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_mixed_family	81	241	228	322	309	322	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001609	AC:001386	P12356	Q75VY6	Q05093	11_24	17	1	37.351	3.149	PDB_exact_pair_aggregate	0.520200	ge50	8H2U	2023-06-14	7O01	2021-12-15	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_mixed_family	227	257	228	484	455	484	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001364	AC:001145	P18384	P07611	P16710	3_10	2	1	13.043	2.359	same_assembly_bridge	0.326700	30_40	9HBK	2025-09-03	9HBK	2025-09-03	same_assembly_bridge_interface_pass	1	CF-A-provisional	family_unseen	369	340	377	709	746	746	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000658	AC:000559	Q12824	Q96GM5	Q969G3	11_24	7	1	17.416	2.636	PDB_exact_pair_aggregate	0.323300	30_40	9RL4	2026-02-11	7Y8R	2022-12-07	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	385	515	411	900	796	900	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001033	AC:000847	A0A4V8H010	A0A4V8H008	A0A4V8GZZ5	11_24	3	1	37.922	3.186	PDB_exact_pair_aggregate	0.313700	30_40	9K1E	2026-03-04	9JZR	2026-02-25	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_mixed_protein	36	236	204	272	240	272	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000961	AC:000800	P16685	P16678	P16686	3_10	5	1	23.444	2.805	PDB_exact_pair_aggregate	0.323900	30_40	7Z19	2022-05-25	7Z17	2022-05-25	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	150	252	194	402	344	402	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001099	AC:000910	Q2FW30	Q2FW31	Q2FW22	11_24	15	1	52.806	2.411	PDB_exact_pair_aggregate	0.329800	30_40	8BYV	2023-12-27	9GHG	2025-03-26	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	121	129	119	250	240	250	256	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002804	AC:002475	Q12379	Q04601	Q08683	11_24	3	1	25.923	1.939	PDB_exact_pair_aggregate	0.289300	20_30	8A5Y	2022-08-31	8A3T	2022-08-31	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	170	652	685	822	855	855	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000884	AC:000727	P0A7U3	P69222	P0A7T7	11_24	3	1	49.370	2.417	PDB_exact_pair_aggregate	0.309500	30_40	9H9H	2025-08-06	9SLG	2026-04-22	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	92	72	75	164	167	167	256	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001588	AC:001372	B2GUV5	Q6P503	Q6PCU2	11_24	6	1	19.770	2.579	PDB_exact_pair_aggregate	0.258300	20_30	7UZK	2023-11-22	7UZG	2023-11-22	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	118	226	226	344	344	344	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0003144	AC:002819	Q9VLI9	Q9VF82	Q9VSY8	3_10	4	1	22.957	2.543	same_assembly_bridge	0.359600	30_40	7B6X	2022-01-12	7B6X	2022-01-12	same_assembly_bridge_interface_pass	1	CF-A-provisional	family_unseen	219	152	178	371	397	397	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000114	AC:000107	P59768	P08913	P21728	3_10	8	1	15.083	3.094	PDB_exact_pair_aggregate	0.422700	40_50	7EJ0	2022-04-13	9LLE	2026-03-04	repeated_exact_PDB_contact_interface_size_pending	1	CF-A-provisional	train_eligible	71	465	446	536	517	536	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001684	AC:001452	O32231	P21467	P21470	11_24	5	1	9.925	2.730	PDB_exact_pair_aggregate	0.321700	30_40	8CDV	2023-12-20	8CEC	2023-12-20	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	779	166	130	945	909	945	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000055	AC:000048	Q2G2Q1	Q2G111	Q2FW10	11_24	16	1	17.239	2.664	PDB_exact_pair_aggregate	0.300000	30_40	8BH7	2023-09-20	9T4R	2026-02-25	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	89	80	92	169	181	181	256	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0003293	AC:002987	A0QSL6	A0QSL5	A0R549	11_24	19	1	38.021	3.075	PDB_exact_pair_aggregate	0.349200	30_40	8YP6	2025-03-19	8FR8	2023-05-17	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_pdb_overlap	138	124	85	262	223	262	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002675	AC:002347	B8BUW3	A0T0M8	A0T0M9	11_24	2	1	10.572	2.639	PDB_exact_pair_aggregate	0.491200	40_50	8XLS	2024-10-30	8XLS	2024-10-30	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	188	752	733	940	921	940	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000915	AC:000764	Q03718	P38632	Q07913	3_10	2	1	114.380	2.223	PDB_exact_pair_aggregate	0.235300	20_30	8I4X	2024-06-26	8HQS	2024-06-19	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	556	267	336	823	892	892	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000591	AC:000496	O00399	P61163	Q9NZ32	11_24	2	1	33.462	2.830	same_assembly_bridge	0.316300	30_40	9B85	2025-04-16	9B85	2025-04-16	same_assembly_bridge_interface_pass	1	CF-B-provisional	train_eligible	190	376	417	566	607	607	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000748	AC:000631	Q5SHR1	P0DOY7	Q5SHN3	11_24	10	1	48.553	2.273	same_assembly_bridge	0.362300	30_40	8WRC	2025-04-16	8WRC	2025-04-16	same_assembly_bridge_interface_pass	1	CF-B-provisional	train_eligible	72	105	132	177	204	204	256	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002653	AC:002339	P21473	P21477	P55873	11_24	23	1	33.431	2.849	PDB_exact_pair_aggregate	0.333300	30_40	8CDV	2023-12-20	7O5B	2022-02-02	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_ineligible_unpermuted	89	88	119	177	208	208	256	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000067	AC:000055	E9NPS7	I0YQ46	I0YPL4	11_24	2	1	11.714	2.519	PDB_exact_pair_aggregate	0.432400	40_50	9KQP	2025-02-26	9KQP	2025-02-26	single_exact_PDB_contact_interface_size_pending	2	CF-B-provisional	dropped_mixed_family	751	255	246	1006	997	1006	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000450	AC:000342	A0A3Q7G7F0	A0A3Q7I881	K4ATQ2	11_24	2	1	23.890	3.245	PDB_exact_pair_aggregate	0.263500	20_30	7QIX	2022-06-15	7QIZ	2022-08-03	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	280	260	197	540	477	540	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002990	AC:002648	Q9P2I0	Q969L4	P62308	11_24	4	1	13.335	2.852	PDB_exact_pair_aggregate	0.223900	20_30	9NB1	2026-01-21	9NB1	2026-01-21	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	782	123	76	905	858	905	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000577	AC:000480	Q02878	P41227	P83731	11_24	2	1	80.542	2.948	PDB_exact_pair_aggregate	0.293200	20_30	9GJ6	2026-02-18	9RPV	2025-12-10	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	288	235	157	523	445	523	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000497	AC:000399	A0A2K3DGW6	A0A2K3DLI2	A0A2K3DVJ8	11_24	3	1	61.093	3.951	PDB_exact_pair_aggregate	0.335700	30_40	8XQW	2024-09-11	8XKS	2024-12-04	repeated_exact_PDB_contact_interface_size_pending	2	CF-B-provisional	train_eligible	462	495	471	957	933	957	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000020	AC:000018	P60899	A0A8D1KNW4	A0A4X1VEK9	11_24	4	1	56.879	2.136	PDB_exact_pair_aggregate	1.000000	ge50	9RTT	2025-09-03	9ER2	2024-12-04	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_mixed_protein	125	127	127	252	252	252	256	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002464	AC:002140	P28632	P28630	P28631	3_10	20	1	11.104	3.137	PDB_exact_pair_aggregate	0.324200	30_40	9OYH	2026-04-29	8GIZ	2024-03-27	repeated_exact_PDB_contact_interface_size_pending	1	CF-A-provisional	family_unseen	137	343	334	480	471	480	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002474	AC:002150	G0SC21	G0S1P1	G0S755	3_10	2	1	16.780	2.783	same_assembly_bridge	0.349100	30_40	8PEL	2024-06-26	8PEL	2024-06-26	same_assembly_bridge_interface_pass	1	CF-A-provisional	train_ineligible_unpermuted	284	357	293	641	577	641	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0003015	AC:002678	P31556	A8HPD0	A8HPC6	11_24	3	1	22.847	4.154	PDB_exact_pair_aggregate	0.965600	ge50	9V7T	2026-04-01	9UAS	2026-04-01	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_ineligible_unpermuted	81	582	926	663	1007	1007	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000066	AC:000054	O43402	Q9NPA0	Q9P0I2	3_10	8	1	50.964	2.274	same_assembly_bridge	0.237500	20_30	8J0O	2024-04-03	8J0O	2024-04-03	same_assembly_bridge_small_interface	1	CF-B-provisional	family_unseen	210	242	261	452	471	471	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001288	AC:001088	A8IFG7	Q75VY9	Q84Y02	11_24	4	1	19.094	2.748	PDB_exact_pair_aggregate	0.489400	40_50	7BGI	2021-12-08	7BGI	2021-12-08	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_mixed_family	106	267	241	373	347	373	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000032	AC:000028	Q24I09	W7XBF5	Q23S01	11_24	4	1	37.022	2.791	PDB_exact_pair_aggregate	0.233300	20_30	8B6G	2023-03-29	8B6G	2023-03-29	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	322	89	103	411	425	425	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002160	AC:001851	A0A2K3CY83	A0A2K3DHV6	A8HUP3	11_24	3	1	47.448	3.640	PDB_exact_pair_aggregate	0.321200	30_40	8XKS	2024-12-04	8XQX	2024-09-11	repeated_exact_PDB_contact_interface_size_pending	2	CF-B-provisional	train_eligible	255	691	556	946	811	946	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0003284	AC:002975	Q32P73	F2Z4H3	Q32PE0	11_24	6	1	15.467	3.362	PDB_exact_pair_aggregate	0.311700	30_40	8QQ2	2025-04-16	8QW8	2025-04-30	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_mixed_protein	125	150	127	275	252	275	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002240	AC:001941	Q9Y244	Q969U7	P25789	11_24	11	1	20.502	2.472	PDB_exact_pair_aggregate	0.321200	30_40	8YIX	2025-01-15	8QZ9	2024-02-21	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	141	264	261	405	402	405	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000024	AC:000019	Q92966	Q00403	Q9HAW0	3_10	2	1	12.565	3.737	PDB_exact_pair_aggregate	0.271000	20_30	7ZXE	2022-11-30	9FSR	2025-01-15	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	411	316	419	727	830	830	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002462	AC:002139	W7WX86	I7MG46	I7LT80	11_24	2	1	172.697	2.871	PDB_exact_pair_aggregate	0.321700	30_40	8TH8	2023-09-20	8TH8	2023-09-20	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	185	575	472	760	657	760	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000802	AC:000669	A0A125YG13	A0A125YMK3	S8GU15	11_24	2	1	9.417	2.445	PDB_exact_pair_aggregate	0.361600	30_40	9FI8	2024-12-11	9HQV	2025-06-11	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	421	302	316	723	737	737	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001728	AC:001490	Q24CL2	A4VD15	Q23S05	11_24	2	1	13.680	2.404	PDB_exact_pair_aggregate	0.304900	30_40	8TH8	2023-09-20	8TID	2023-09-27	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	345	434	372	779	717	779	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002756	AC:002428	P02293	Q06675	Q02732	11_24	2	1	30.801	2.607	PDB_exact_pair_aggregate	0.292500	20_30	8OW0	2023-08-09	8OW1	2023-08-09	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_mixed_protein	131	368	369	499	500	500	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002780	AC:002444	Q31L30	Q31QK2	Q31S42	3_10	2	1	66.309	3.121	PDB_exact_pair_aggregate	0.265700	20_30	8SYI	2023-07-05	9DVT	2025-10-15	single_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	309	205	249	514	558	558	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001582	AC:001367	I0YQ45	I0Z687	I0YQ46	11_24	2	1	10.279	2.842	same_assembly_bridge	0.306000	30_40	9KQQ	2025-02-26	9KQQ	2025-02-26	same_assembly_bridge_interface_pass	1	CF-B-provisional	dropped_mixed_family	229	210	255	439	484	484	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001563	AC:001343	A0QVB8	A0QZ86	A0QSD2	11_24	4	1	23.634	3.527	PDB_exact_pair_aggregate	0.265200	20_30	8WI9	2024-02-28	8V9K	2024-02-07	repeated_exact_PDB_contact_interface_size_pending	2	CF-B-provisional	train_ineligible_unpermuted	277	258	215	535	492	535	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001573	AC:001353	Q39615	A8ITV3	Q05093	11_24	7	1	25.672	3.333	PDB_exact_pair_aggregate	0.491500	40_50	7ZQ9	2022-11-23	7O01	2021-12-15	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_mixed_family	196	213	228	409	424	424	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001851	AC:001584	I0YQ45	I0Z7A6	I0Z7A7	11_24	2	1	42.249	3.247	same_assembly_bridge	0.553500	ge50	9KQQ	2025-02-26	9KQQ	2025-02-26	same_assembly_bridge_interface_pass	1	CF-B-provisional	family_unseen	229	272	246	501	475	501	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002334	AC:002020	B3H6Z4	O80634	Q9SGH4	11_24	2	1	73.215	2.720	PDB_exact_pair_aggregate	0.299300	20_30	7WFF	2022-03-16	7WG5	2022-03-16	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	161	238	220	399	381	399	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000969	AC:000807	P40422	Q04307	P27999	11_24	24	1	30.456	2.309	PDB_exact_pair_aggregate	0.340400	30_40	7Z0H	2023-04-05	7ML1	2022-02-02	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	70	110	122	180	192	192	256	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002300	AC:001986	P68608	P68439	P20637	11_24	3	1	9.566	2.816	same_assembly_bridge	0.295600	20_30	9FPY	2025-06-25	9FPY	2025-06-25	same_assembly_bridge_interface_pass	1	CF-B-provisional	train_ineligible_unpermuted	185	795	631	980	816	980	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002962	AC:002625	Q9FQ96	A8IKI9	A8J5P7	11_24	2	1	18.234	2.896	PDB_exact_pair_aggregate	0.266700	20_30	9F5Z	2025-03-12	9F5Z	2025-03-12	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	314	485	495	799	809	809	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001542	AC:001327	Q9SUI5	Q9S7N7	Q9SHE8	11_24	7	1	25.021	2.679	same_assembly_bridge	0.275600	20_30	9GC2	2025-08-13	9GC2	2025-08-13	same_assembly_bridge_interface_pass	1	CF-B-provisional	dropped_mixed_protein	130	160	221	290	351	351	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000109	AC:000099	P02309	P47128	P02293	11_24	4	1	12.295	2.096	PDB_exact_pair_aggregate	0.244900	20_30	8X2Z	2025-03-19	8OW0	2023-08-09	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_mixed_protein	103	113	131	216	234	234	256	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0003307	AC:002993	Q01667	P56766	P56767	11_24	3	1	18.470	3.297	same_assembly_bridge	0.514200	ge50	7WFE	2022-03-16	7WFE	2022-03-16	same_assembly_bridge_small_interface	2	CF-B-provisional	train_eligible	241	750	734	991	975	991	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001770	AC:001516	A0A2K3CXW8	A8J353	A8INX1	11_24	2	1	32.013	2.127	PDB_exact_pair_aggregate	0.300000	30_40	7EKQ	2021-10-20	7EKO	2021-10-20	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	411	244	283	655	694	694	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000209	AC:000177	P59768	Q96RJ0	P28223	3_10	5	1	11.542	2.220	PDB_exact_pair_aggregate	0.378700	30_40	8W89	2023-11-22	9AS6	2025-04-02	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	71	339	471	410	542	542	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0003309	AC:002997	B8BRQ8	B8BUW3	B8C770	11_24	2	1	36.593	2.726	same_assembly_bridge	0.356600	30_40	8ZET	2024-12-25	8ZET	2024-12-25	same_assembly_bridge_interface_pass	1	CF-B-provisional	train_ineligible_unpermuted	139	188	194	327	333	333	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001030	AC:000844	Q12321	P47822	P33308	11_24	4	1	43.520	2.112	same_assembly_bridge	0.308500	30_40	7UIG	2023-02-15	7UIG	2023-02-15	same_assembly_bridge_interface_pass	1	CF-B-provisional	train_eligible	566	140	149	706	715	715	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001053	AC:000869	Q99627	Q8IY47	Q13619	11_24	3	1	24.945	2.743	PDB_exact_pair_aggregate	0.276800	20_30	8H3F	2023-10-11	9EG8	2025-12-03	single_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	209	623	759	832	968	968	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001355	AC:001138	I0YTK4	I0YQ46	I0YP72	11_24	2	1	27.435	2.438	PDB_exact_pair_aggregate	0.483400	40_50	9KQP	2025-02-26	9KQP	2025-02-26	single_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_mixed_family	138	255	230	393	368	393	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0003125	AC:002790	P23662	A8IKI9	A8J5P7	11_24	2	1	16.485	2.298	PDB_exact_pair_aggregate	0.266700	20_30	9F5Z	2025-03-12	9F62	2025-03-12	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	381	485	495	866	876	876	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002950	AC:002618	P06627	P0A6Y1	P0A6X7	3_10	6	1	9.734	2.728	PDB_exact_pair_aggregate	0.329500	30_40	9F0Z	2025-06-04	9F0X	2025-06-04	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	131	94	99	225	230	230	256	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
