sequence_no	protein_a	a_id	a_taxid	protein_b	b_id	b_taxid	negative_relation	assay_normalized	assay_reported_original	evidence_text_en	previous_sentence_en	next_sentence_en	pmid	pmcid	article_title	best_evidence_id	pair2_key	claim_id	candidate_id	rule_tier_v2	canonical_pair_label_v2	experimental_object_scope_v2	rule_reasons_v2	rule_tags_v2	model_is_experimental	model_is_direct_binding_assay	positive_conflict_scope	mentions_construct	mentions_isoform	mentions_positive_control	mentions_purified_components	rule_scope_signal_v2	rule_context_signal_v2	selection_score	evidence_semantics	accession_a	accession_b	mapping_status_a	mapping_status_b	pair_mapping_status	reliable_reported_taxon_mapping	manual_verified_negative	direct_assay_negative	sequence_available	len_a	len_b	sequence_source_a	sequence_source_b	pair_tokens	pair_fits_1024	human_human	exact_negatome_pair_overlap	exact_string_positive_overlap	negative_score_id	score
191	somatostatin	20604	10090	msl-2	77853	10090	no_binding	in_vitro_binding_unspecified	binding assay	Transient expression in COS-1 cells showed that msl-1 and msl-2 did not bind somatostatin.	Among members of the G protein-coupled receptor superfamily, the sequences of both msl-1 and msl-1 were most closely related to those of the somatostatin receptors (SSTRs), having approximately 35% identity with the sequence of SSTR1.	Rather they bound opioids selectively and with high affinity and had the pharmacological properties of kappa and delta opioid receptors, respectively.	8393575	PMC47007	Cloning and functional comparison of kappa and delta opioid receptors from mouse brain.	CLAIM:000036242:0-1	PAIR2:GENE:20604|GENE:77853	CLAIM:000036242	0525e083fa3b9c9bf8ae788a721d5b338a40711f	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	102.0	other_direct_binding	P60041	Q69ZF8	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	116	577	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/12.codebuddy/bridge/data/uniprot_sprot.fasta.gz	696	1	0	0	0	PN6:0191:negative	6.2e-05
193	TBPH	37781	7227	Lark	5936	9606	no_binding	in_vitro_binding_unspecified	in vitro binding assay	Of the 20 RNAs tested for TBPH binding, Lark bound only two of the five bound by TBPH, and three that did not bind TBPH (S1 Table, Fig 7).	Lark showed a different RNA-binding pattern than TBPH.	Short sequence homology searches revealed that the five RNAs retained by Lark contain one or more copies of a CGUUC pentanucleotide sequence.	27662615	PMC5035082	Drosophila TDP-43 RNA-Binding Protein Facilitates Association of Sister Chromatid Cohesion Proteins with Genes, Enhancers and Polycomb Response Elements	CLAIM:000091343:0-1	PAIR2:GENE:37781|GENE:5936	CLAIM:000091343	7bb32de9d42cc5d95a19b00c5c903e99d87c12d3	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	102.0	other_direct_binding	Q8SXP8	Q9BWF3	provisional_unreviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	531	364	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	898	1	0	0	0	PN6:0193:negative	0.997836
197	apolipoprotein A1	335	9606	PAI 2	5055	9606	no_binding	in_vitro_binding_unspecified	microtitre plate binding assay	Pure, high molecular weight PAI 2 did not bind to apolipoprotein A1-coated wells, but the latter protein bound to coated as well as to uncoated wells.	This finding was corroborated by a study of the microtitre plate binding properties of the proteins.	Thus, there is no evidence for a specific binding between the two proteins.	8903110		On the affinity between the plasminogen activator inhibitor type 2 and apolipoprotein A1.	CLAIM:000176406:0-1	PAIR2:GENE:335|GENE:5055	CLAIM:000176406	038861024ae49e57e046ac7c0430f7f4a63deb49	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	102.0	other_direct_binding	P02647	P05120	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	267	415	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	685	1	1	0	0	PN6:0197:negative	0.003982
210	SRC-2	10499	9606	ERbeta	25149	10116	no_interaction	pull_down	pull-down	In contrast to ERalpha, ERbeta did not interact with SRC-2 from hippocampus under any ligand condition, including when bound to estradiol.		In addition, ERbeta bound to estradiol interacted very weakly with SRC-2 from hypothalamus.	20678994	PMC2921768	Steroid Receptor Coactivator-2 Expression in Brain and Physical Associations with Steroid Receptors	CLAIM:000193998:0-1	PAIR2:GENE:10499|GENE:25149	CLAIM:000193998	c044e633fcf82f60625033b03c54af57cb41d812	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	101.0	other_direct_binding	Q15596	Q62986	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	1464	530	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1997	0	0	0	0	PN6:0210:negative	0.147594
219	GAPDH	2597	9606	IL-1alpha	3552	9606	no_interaction	pull_down	pull-down	GAPDH (which does not interact with IL-1alpha) was detected with a stronger signal intensity in the flow-through fraction, whereas extremely low signal intensity was detected in the elution fraction (Fig.	2a).	2a).	38225348	PMC10789739	Analysis of the effects of importin alpha1 on the nuclear translocation of IL-1alpha in HeLa cells	CLAIM:000102424:0-1	PAIR2:GENE:2597|GENE:3552	CLAIM:000102424	e13209ba7f4ad535f2a03bb0fdfa6780493e83ea	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	101.0	other_direct_binding	P04406	P01583	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	335	271	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	609	1	1	0	0	PN6:0219:negative	0.000186
355	Lp(a)	4018	9606	sortilin	6272	9606	no_binding	in_vitro_binding_unspecified	in vitro binding assay	We found that Lp(a) did not bind to sortilin in vitro (Fig.	Bands corresponding to LDL bound to sortilin were quantified and the binding data fitted to a one site saturation ligand binding equation by nonlinear regression analysis.	3A, B); note that the fluorescence observed at the very top of this gel represents signal retained in the wells themselves, possibly due to a small amount of aggregated sortilin.	35469919	PMC9131257	Sortilin enhances secretion of apolipoprotein(a) through effects on apolipoprotein B secretion and promotes uptake of lipoprotein(a)	CLAIM:000043987:0-1	PAIR2:GENE:4018|GENE:6272	CLAIM:000043987	a9412fc9f0e4164d54cf55b0125ef65450ba50cd	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	positive_control	1	1	none_detected	1	0	1	0	0	0	98.0	other_direct_binding	P08519	Q99523	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	2040	831	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	2874	0	1	0	0	PN6:0355:negative	0.039474
360	NORPA PBM peptide	31376	7227	INAD PDZ1	37629	7227	no_binding	fluorescence_anisotropy	Fluorescence polarization assay	(A) Fluorescence polarization assay showed that no interaction could be detected between NORPA PBM peptide (TQGKTEFYA) and INAD PDZ1.		As a control, FITC-labeled NORPA PBM peptide bound to INAD PDZ45 with a Kd ~ 40 muM.	30526850	PMC6300352	An unexpected INAD PDZ tandem-mediated plcbeta binding in Drosophila photo receptors	CLAIM:000091831:0-1	PAIR2:GENE:31376|GENE:37629	CLAIM:000091831	80599bde654181b33bfdcc35a8133327d7fd690d	SCOPED_NEGATIVE	not_applicable	construct_variant_domain_specific	negative_is_construct_variant_domain_or_isoform_scoped	positive_conflict;positive_control	1	1	broad_unresolved	1	0	1	0	1	0	98.0	biophysical_direct	P13217	Q24008	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	1095	674	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1772	0	0	0	0	PN6:0360:negative	0.019223
361	proMmp-9	17395	10090	Timp-1	21857	10090	no_binding	in_vitro_binding_unspecified	binding assay	Exogenous proMmp-8 and proMmp-9 proteins bound to the surface of activated Mmp-8-/- or Mmp-9-/- PMNs, respectively, in a concentration-dependent manner but did not bind to the surface of activated Timp-1-/- PMNs even when high (400 nM) concentrations of exogenous proMmps were tested (Figs.	The binding of exogenous proMmp-8 or proMmp-9 proteins to PAF- and fMLP-activated Mmp-8-/- or Mmp-9-/- PMNs at 4 C was also measured as a positive control as Mmp-8-/- and Mmp-9-/- PMNs express Timp-1 on their surface in an inducible manner (data not shown) but lack endogenous Mmp-8 and Mmp-9, respectively.	7A and 7B).	31019060	PMC7347292	Tissue Inhibitor of Metalloproteinase-1 (TIMP-1) Promotes PMN Pericellular Proteolysis by Anchoring Matrix Metalloproteinase-8 and -9 to PMN Surfaces	CLAIM:000253534:0-1	PAIR2:GENE:17395|GENE:21857	CLAIM:000253534	15c71c9c9332376d055d5c855e8ff14a5fcf1026	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	positive_control	1	1	none_detected	1	0	1	0	0	0	98.0	other_direct_binding	P41245	P12032	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	730	205	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/12.codebuddy/bridge/data/uniprot_sprot.fasta.gz	938	1	0	0	0	PN6:0361:negative	0.75063
363	KIF3A	11127	9606	ApoER2	7804	9606	no_interaction	pull_down	pull-down	However, KIF3A did not interact with glycogen synthase kinase 3 (GSK3)-alpha, and the cytoplasmic region of ApoER2.	2B, KIF3A interacts with Dab1.	Calcium-calmodulin-dependent kinase IIalpha (CaMKIIalpha) was used as a positive control.	38919020	PMC11524828	The heterotrimeric kinesin-2 family member KIF3A directly binds to disabled-1 (Dab1)	CLAIM:000316253:0-1	PAIR2:GENE:11127|GENE:7804	CLAIM:000316253	2fb3563b485d03da722e196275e5dfdb19dcfa82	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	positive_control	1	1	none_detected	1	0	1	0	0	0	97.0	other_direct_binding	Q9Y496	Q14114	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	699	963	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1665	0	1	0	0	PN6:0363:negative	9.1e-05
365	integrin beta1	3688	9606	GPRC5A	9052	9606	failed_detection	pull_down	pull-down	However, we failed to detect a direct interaction between GPRC5A and integrin beta1 in pull-down experiments (data not shown) suggesting that GPRC5A could affect integrin beta1 rather indirectly.	Among them, beta1 integrin arguably serves as the key target of the GPRC5A-mediated modulation of adhesion .	We also found no evidence that the decrease in integrin beta1 protein might be associated with an enhanced degradation by proteasomes, lysosomes, or cytoplasmic proteases (data not shown).	27715394	PMC5810789	Orphan G protein-coupled receptor GPRC5A modulates integrin beta1-mediated epithelial cell adhesion	CLAIM:000094208:0-1	PAIR2:GENE:3688|GENE:9052	CLAIM:000094208	3b388d16b50a8d71fd29f5b1dec2acaa8b6da8b8	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	96.0	other_direct_binding	P05556	Q8NFJ5	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	798	357	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1158	0	1	0	0	PN6:0365:negative	0.057622
366	helicase	164045	9606	PP1beta	5500	9606	no_binding	pull_down	pull-down	A semi-denatured helicase, i.e. after SDS-PAGE separation and nitrocellulose transfer did not interact with PP1beta nor PP1gamma (Fig.	PP1beta and PP1gamma on the other hand showed different preferences for Ddx21, depending on the experimental conditions.	4C).	22761809	PMC3386289	Isolation of Human Mitotic Protein Phosphatase Complexes: Identification of a Complex between Protein Phosphatase 1 and the RNA Helicase Ddx21	CLAIM:000154683:0-1	PAIR2:GENE:164045|GENE:5500	CLAIM:000154683	0a4e4d5d9df19ae9fc29c189a7e003f5215ddaaf	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	1	0	0	0	0	96.0	other_direct_binding	A2PYH4	P62140	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	1435	327	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1765	0	1	0	0	PN6:0366:negative	0.545917
372	PCNA	5111	9606	p110beta	5291	9606	no_binding	pull_down	pull-down	p110beta can also be isolated from cell extracts in complex with the molecular clamps PCNA and RAD9; we tested whether p110beta also associates directly to purified PCNA or RAD9, as above. p110beta did not bind directly to PCNA or RAD9 (Figure 1C).		Purified p110alpha and p110beta thus associated in vitro to the clamp loader components RFC1 and CTF18, but not directly to the molecular clamps PCNA and RAD9.	23175608	PMC3553946	Phosphoinositide 3-kinase beta controls replication factor C assembly and function	CLAIM:000260396:0-1	PAIR2:GENE:5111|GENE:5291	CLAIM:000260396	a11a4bf7659e112d9aed52a3376b08f9b166fbeb	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	1	0	0	0	0	96.0	other_direct_binding	P12004	P42338	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	261	1070	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1334	0	1	0	0	PN6:0372:negative	0.000266
381	UHRF1	29128	9606	histone H4	8361	9606	no_binding	pull_down	pull-down	UHRF1 also showed little or no binding to unmodified or methylated histone H4 (Figure 1B, lanes 18, 19-23), and to unmodified H2A or H2B (aa 1-21) (Figure 1B, lanes 24-25).	As shown in Figure 1B, UHRF1 specifically and robustly binds the unmodified, N-terminal histone H3 tail (aa 1-21) (lane 4), but not the more internal sequence of H3, either unmodified (aa 15-35, lane 5) or methylated on R17 (aa 15-35, lanes 16-17).	Importantly, di- or trimethylation of H3K4 and H3K9, as well as H3R8 dimethylation, by and large did not significantly affect binding (Figure 1B, lanes 9-15).	21777816	PMC4691841	PHD Finger Recognition of Unmodified Histone H3R2 Links UHRF1 to Regulation of Euchromatic Gene Expression	CLAIM:000184191:0-1	PAIR2:GENE:29128|GENE:8361	CLAIM:000184191	325a52946e778e56dbe7309ee7d8e33aca4405c6	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0	other_direct_binding	Q96T88	P62805	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	793	103	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	899	1	1	0	0	PN6:0381:negative	0.999921
386	OPTN	10133	9606	AZI2	64343	9606	no_binding	pull_down	pull-down	While 3FLAG-OPTN pulled down TBK1, it did not interact with either AZI2 or TBKBP1 (Fig.	1C).	1C).	39276928	PMC11490886	TBK1 adaptor AZI2/NAP1 regulates NDP52-driven mitochondrial autophagy	CLAIM:000142572:0-1	PAIR2:GENE:10133|GENE:64343	CLAIM:000142572	fe26ada755fd6847145a32304e2d843e22444326	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	negative_control	1	1	none_detected	1	0	0	0	0	0	95.0	other_direct_binding	Q96CV9	Q9H6S1	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	577	392	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	972	1	1	0	0	PN6:0386:negative	0.713073
389	HFE	15216	10090	HSA	213	9606	no_binding	pull_down	pull-down	Assessing another nonclassical MHC1 family member, namely, HFE, implicated in hereditary hemochromatosis, we found no binding of HFE to Sepharose-HSA while shFcRn simultaneously bound (Fig.	2 F). srFcRn did not, however, bind Sepharose-human and -bovine albumin, nor did it bind Sepharose-Tris or -myoglobin (unpublished data).	2 G).	12566415	PMC2193842	The Major Histocompatibility Complex-related Fc Receptor for IgG (FcRn) Binds Albumin and Prolongs Its Lifespan	CLAIM:000189657:0-1	PAIR2:GENE:15216|GENE:213	CLAIM:000189657	2a15910d27c142fa6b90b20775a0097d30ac6a22	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0	other_direct_binding	P70387	P02768	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	359	609	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	971	1	0	0	0	PN6:0389:negative	0.27587
391	Impbeta	35336	7227	Impalpha	3612	9606	no_binding	pull_down	pull-down	Pull-down binding assays showed that Impalpha binds to the S. pombe Mex67p N-terminal tail or spNXF1-N, binds very weakly to Imp11, and does not bind Impbeta, Kapbeta2, or Imp4 (Figure 5, A and F).	The basic patches appeared to contain bipartite classic NLSs (Figure 4).	These results suggested that nuclear import of NXF1 in S. pombe is most likely to be mediated by the classic Impalpha/beta pathway.	21965294	PMC3226482	Evolutionary development of redundant nuclear localization signals in the mRNA export factor NXF1	CLAIM:000018040:0-1	PAIR2:GENE:35336|GENE:3612	CLAIM:000018040	5968cf99450f434cfe838b4a2e37c2cf581df3bc	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0	other_direct_binding	O18388	P29218	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	884	277	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1164	0	0	0	0	PN6:0391:negative	8e-05
393	TRN-SR	23534	9606	SRp75	6429	9606	no_binding	far_western	far Western blotting	However, we note that no binding of TRN-SR to SRp75 was detected by far Western blotting, although this protein is abundant in the fraction we tested (Fig.	These results strongly suggest that TRN-SR is a general nuclear import receptor for SR proteins.	6).	10366588	PMC2133142	Transportin-SR, a Nuclear Import Receptor for SR Proteins	CLAIM:000323892:0-1	PAIR2:GENE:23534|GENE:6429	CLAIM:000323892	8674dba8f916ae3136849d23861d1f07e99acee9	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0	other_direct_binding	Q9Y5L0	Q08170	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	923	494	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1420	0	1	0	0	PN6:0393:negative	0.000145
396	fibrinogen	2244	9606	fibronectin	2335	9606	no_binding	SPR	ELISA	In both ELISA and surface plasmon resonance (SPR) experiments, immobilized fibrinogen did not bind fibronectin at all, but after conversion to fibrin, it bound fibronectin with high affinity.	To address these questions, we studied the interaction of fibronectin with fibrinogen, fibrin, and their proteolytic and recombinant fragments.	To test which regions of fibrin are involved in this binding, we studied the interaction of fibronectin with the fibrin-derived D-D:E(1) complex and a recombinant alphaC fragment (residues Aalpha221-610) corresponding to the alphaC domain that together encompass the whole fibrin(ogen) molecule.	12069579		Interaction of fibrin(ogen) with fibronectin: further characterization and localization of the fibronectin-binding site.	CLAIM:000032678:0-1	PAIR2:GENE:2244|GENE:2335	CLAIM:000032678	1b97a3a261a7a224645e4d9afc856ee4cbbcaea2	SCOPED_NEGATIVE	not_applicable	construct_variant_domain_specific	negative_is_construct_variant_domain_or_isoform_scoped	positive_conflict	1	1	broad_unresolved	1	0	0	0	1	0	95.0	biophysical_direct	P02675	P02751	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	491	2477	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	2971	0	1	0	0	PN6:0396:negative	0.997864
397	ERK2	327672	9913	arrestin-1	6295	9606	no_binding	pull_down	pull-down	In this format arrestin-1 was not retained by ERK2 columns, suggesting that either free arrestin-1 does not bind ERK2, or the affinity of this interaction is too low to maintain the complex throughout the washing procedure.	1C).	Both non-visual arrestins bind comparably to active ERK2 (Fig.	22174878	PMC3236217	The Effect of Arrestin Conformation on the Recruitment of c-Raf1, MEK1, and ERK1/2 Activation	CLAIM:000013995:0-1	PAIR2:GENE:327672|GENE:6295	CLAIM:000013995	4dc25aa7b195821052776a9a3cde8556596b3d80	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0	other_direct_binding	P46196	P10523	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	360	405	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/12.codebuddy/bridge/data/uniprot_sprot.fasta.gz	768	1	0	0	0	PN6:0397:negative	0.999419
398	SANS	16470	10090	IFT20	55978	10090	no_binding	pull_down	pull-down	While the interaction of SANS with IFT52 was most consistent and reproducible, IFT20 did not bind and IFT74 showed only a very weak binding to SANS in the in vitro GFP-Trap assays (Figures 2A,B).	However, it is notable that the data were not consistent in the different protein-protein interaction assays.	IFT57 and IFT20 were not recruited by PalmMyr-SANS in the membrane targeting assay (Figure 3).	31637240	PMC6787559	SANS (USH1G) Molecularly Links the Human Usher Syndrome Protein Network to the Intraflagellar Transport Module by Direct Binding to IFT-B Proteins	CLAIM:000192469:0-1	PAIR2:GENE:16470|GENE:55978	CLAIM:000192469	145f590f769c0db5552f0385d446802f86111fe0	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0	other_direct_binding	Q80T11	Q61025	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	461	132	/data/chs/12.codebuddy/bridge/data/uniprot_sprot.fasta.gz	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	596	1	0	0	0	PN6:0398:negative	0.016205
399	SANS	16470	10090	IFT74	67694	10090	no_binding	pull_down	pull-down	While the interaction of SANS with IFT52 was most consistent and reproducible, IFT20 did not bind and IFT74 showed only a very weak binding to SANS in the in vitro GFP-Trap assays (Figures 2A,B).	However, it is notable that the data were not consistent in the different protein-protein interaction assays.	IFT57 and IFT20 were not recruited by PalmMyr-SANS in the membrane targeting assay (Figure 3).	31637240	PMC6787559	SANS (USH1G) Molecularly Links the Human Usher Syndrome Protein Network to the Intraflagellar Transport Module by Direct Binding to IFT-B Proteins	CLAIM:000192470:0-1	PAIR2:GENE:16470|GENE:67694	CLAIM:000192470	ae8c9b4a342e3ead6fd4e74c542d05444af40a48	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0	other_direct_binding	Q80T11	Q8BKE9	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	461	600	/data/chs/12.codebuddy/bridge/data/uniprot_sprot.fasta.gz	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1064	0	0	0	0	PN6:0399:negative	0.011571
