ac_id	protein_a	protein_c	qid_a	qid_c	family_a	family_c	pdb_id	assembly_id	tax_id	score	len_a	len_c	pair_tokens	truncated	train_pair	n_train_proteins	core_flag	assembly_size_stratum	num_protein_chains	min_heavy	min_cb	n_pdb	kmer_jaccard	human	bridge_contact_strength	train_identity_a	train_identity_c	train_familiarity	familiarity_bin	proximity_bin	association_class	association_plus
AC:002593	O32231	P20282	Qa9b480e4eb52d5dea036e28a565969382405f6a2	Q4fd99b1de32ac89619b924eae8d9a2244fba229d	O32231	B7IA17	8cee	1	224308	0.999879	779	121	903	0	0	0	1	11_24	20	11.003	16.696	4	0.03125	0	8	29.4	26.5	26.5	20-40	8-15 A	no_recorded_association	0
AC:002594	Q45871	Q8KHU9	Q4be61b6304b336ca096539a60c8d515ec4b5f4e6	Qcb65e7891d2f333c880763392e716b7c01b7f9bd	Q45871	Q8KHU9	4lo7	1	1491	0.130866	293	626	922	0	0	0	1	3_10	4	15.833	19.541	1	0.052229299	0	41	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:002595	Q9KXS1	Q9RKY0	Qc25f5870da20190440104c9975604f976a25f3d4	Q576a651995880981243b8af6d0c6896603dfa9ce	Q9KXS1	Q9RKY0	8hvr	1	100226	0.007686	90	124	217	0	0	0	1	11_24	11	12.698	18.961	2	0.0098039216	0	32	0.0	0.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:002596	Q980A3	Q980L5	Q9921da5d3922dfbfbf5df843809a704bf73d5854	Q11e675c4e566719873f064b00b8c4ee4f5886b33	Q980A3	Q980L5	3hkz	1	273057	0.999677	180	132	315	0	0	0	1	11_24	13	50.696	55.259	1	0.01	0	3	23.2	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:002597	P40938	Q99638	Q5da2b73829e8eb24b7b9b4a2261741ad6e76540c	Q5b7daaecf6aa86cf8508cddb0a9ac35ebaa51b8e	P40938	Q99638	7z6h	1	9606	0.999785	356	391	750	0	0	2	1	3_10	8	29.285	31.191	1	0.02919708	1	48	100.0	100.0	100.0	80-100	15-40 A	no_recorded_association	0
AC:002598	O85388	Q83ER7	Q9a2d192e494beb9ee5d27e3bb4a174ac302d79be	Q198f8d42c5a00e8d0c671507a9081b52d3dc6431	P80372	P0AG63	9t0z	1	227377	0.999945	227	89	319	0	0	0	1	11_24	21	52.69	59.959	3	0.0098684211	0	0	0.0	39.2	0.0	0-20	>=40 A	no_recorded_association	0
AC:002599	Q8A0S2	Q8A1P7	Q633e4f8681612121f945534cb4ed3b0a31b94666	Q0ca8ec6ff372969842f9a015b5157a065c8bb10c	Q8A0S2	Q8A1P7	9his	1	226186	0.998214	214	196	413	0	0	0	1	3_10	4	32.902	36.081	1	0.020512821	0	34	0.0	28.1	0.0	0-20	15-40 A	no_recorded_association	0
AC:002601	C1K003	D0FXW7	Qfc7a82d8e1af363725a91bff4786b57216d5224a	Qbca460b3e5713ec0ac2d1f305b9275f682238d00	Q7DM26	A0A4V8H005	6sl5	1	3046	0.000643	228	81	312	0	0	0	1	11_24	19	38.041	42.968	2	0.010204082	0	6	0.0	30.3	0.0	0-20	15-40 A	no_recorded_association	0
AC:002603	Q8DL30	Q8DMA1	Q7f08a87527da11b7220145affc3922fe97ce3fca	Q4192b06f2308a81bf60fea744f5b414920b3733c	Q8DL30	Q8DMA1	6tjv	1	197221	0.000161	200	149	352	0	0	0	1	11_24	18	87.636	90.794	1	0.021406728	0	0	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:002604	A0A125YPC9	A0A125YZP0	Qebbd31cee16de00cb42a7c5cad8317431aeedc3f	Q9eed396938c92d12a9b9a48aaf0236fe704b5007	A0A125YPC9	A0A125YZP0	9g9t	1	508771	0.999058	80	141	224	0	0	0	1	11_24	24	20.246	26.005	1	0.0047393365	0	31	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:002607	A0AAN0NP81	A9WEV6	Qa1b1841ffaa5e6e37d5254af7597e001ef995cad	Q08d6d1a1c17dd252c0d07ce19e693ef66b32f8a8	A0AAN0NP81	A9WEV6	8k9f	1	324602	0.95551	37	205	245	0	0	0	1	3_10	8	13.856	17.208	3	0.012820513	0	27	0.0	0.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:002608	F2Z4C9	Q3T0Q3	Q96314a31f04bcd9dea453dbbc1eec6a9d8748eff	Qf0c6c07150fdf08dc5c405ddb1ed12f639ed2696	A0A4X1VEK9	Q3T0Q3	9xgk	1	9913	0.999886	127	275	405	0	0	0	1	11_24	13	22.384	24.148	1	0.023746702	0	6	99.0	99.6	99.0	80-100	15-40 A	no_recorded_association	0
AC:002609	A0A0G4GX86	A0A0G4I0G6	Q1fef386816b766544fb0613aa22121eed7a0887c	Q8d06554319be9a527f8fed7bdabf063d12f61872	A0A0G4GX86	A0A0G4I0G6	9hyu	1	1169474	0.999696	326	277	606	0	0	0	1	11_24	19	28.295	33.15	1	0.027027027	0	32	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:002610	G0S9A0	G0SCD1	Q5f6f03aea9e12f00ddede98b936c6ca58e423fa3	Qadd1b0ca1ae6d373158fdfb086b772b5d4408e53	G0S9A0	G0SCD1	8pel	1	759272	0.999454	358	258	619	0	0	0	1	3_10	9	15.52	19.616	2	0.039285714	0	8	39.3	32.0	32.0	20-40	15-40 A	no_recorded_association	0
AC:002611	A0A7U3Y815	B7IA16	Qd0294dad450dcaf1469b34de1e2e7541fc3a5314	Qfa6048c2f723ffa31d083341fdc4fed8ed02b228	C3SRY2	B7IA16	7m4u	1	480119	0.999942	128	128	259	0	0	0	1	11_24	20	35.173	37.568	1	0.025	0	1	36.3	47.2	36.3	20-40	15-40 A	no_recorded_association	0
AC:002612	A0A241XG65	E2RXT0	Q867e1ba70f0e67e1ce2ba4d5ceb14b6008c2eccb	Qb9c83837d3ddbba9e72c69461da629a8b63ef7e6	Q839E7	P21471	6spe	1	287	0.999943	166	103	272	0	0	0	1	11_24	20	19.652	23.496	3	0.011494253	0	0	26.5	32.6	26.5	20-40	15-40 A	no_recorded_association	0
AC:002613	D0VX28	Q5ZLR5	Qcc640ca75b6a186540b1fa03676ea2b830b1b92f	Q6e41e090da711f3f602b6d2b7793f1be69b484c9	D0VX28	Q5ZLR5	3h1k	1	9031	0.998816	77	272	352	0	0	0	1	11_24	20	28.263	30.562	12	0.003030303	0	37	91.6	74.4	74.4	60-80	15-40 A	no_recorded_association	0
AC:002614	O74483	O74499	Q4da056135ed15599a579a31f894ca8ff91fe3bba	Q8187a0a3c7d103b0d58e8b19b9218cbb70261c52	O74483	O74499	6ppp	2	284812	0.999907	94	113	210	0	0	0	1	3_10	7	8.063	12.787	2	0.020304569	0	52	46.2	59.7	46.2	40-60	8-15 A	no_recorded_association	0
AC:002615	P36012	P38907	Q4d1d1450655e942d86839aa39c6a771d20abc5b0	Q995276ed15fbb77008080f3a15d5f9f3fb559f4d	P36012	P38907	6qld	1	559292	0.999864	229	458	690	0	0	0	1	11_24	20	42.96	45.539	3	0.029641186	0	0	67.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:002616	A0A125YN38	A0A125YZN9	Q8ef8df353e3895706347b4d4481576d99694c92b	Q9eed396938c92d12a9b9a48aaf0236fe704b5007	S8GED8	A0A125YZN9	9i4x	1	507601	0.98721	563	141	707	0	0	0	1	11_24	24	12.841	15.387	1	0.021638331	0	44	32.0	0.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:002617	O95456	P28074	Qf04efb60c3602fecb15246fc512b8c52e3b8451e	Qef74f9f709e22eb8bfe3ae45dc1841bf02f5fcb3	O95456	P28074	8yix	1	9606	0.998537	288	263	554	0	0	2	1	11_24	17	8.58	12.378	6	0.01754386	1	37	100.0	100.0	100.0	80-100	8-15 A	no_recorded_association	0
AC:002618	P06627	P0A6Y1	Qdb6afb5faaade38f7d1d252aeee0a7f3a0b77ad1	Q3f439c93dd911460b70a121f628f7dd424416863	P06627	P0A6Y1	9f0z	1	83333	0.975879	131	94	228	0	0	0	1	3_10	6	9.734	14.069	6	0.014018692	0	15	0.0	0.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:002619	F4KF14	Q9C567	Qca279194a5ffecf7f44cddf1033d16cb18855999	Qd81f87375a4c1291e0ddfe135cccab191f24804c	F4KF14	Q9C567	8xku	1	3702	6e-05	855	80	938	0	0	0	1	11_24	17	16.589	19.843	2	0.01183432	0	13	38.9	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:002620	P11521	Q4JAY4	Q2cd00d7ff72e1660f5e370911a20c75fd224645d	Qe85cac621fc0ff72f864277041914e36d74d0995	B8YB60	Q4JAY4	7oq4	1	330779	0.975384	84	121	208	0	0	0	1	11_24	14	28.25	34.89	3	0.015228426	0	33	43.8	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:002621	A0A1J7CBX1	A0A1M6R974	Q58f0c9fcf6c0bc701d2a343a37743a5960a8d306	Q852bb5b67cefd389c727ffe56a592f8861ac7a2e	P80372	A0A1M6R974	9oyv	1	986	0.999935	252	128	383	0	0	0	1	11_24	18	10.733	16.132	8	0.039772727	0	7	0.0	39.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:002622	Q4FZW5	Q7ZYJ8	Q6a39aded6e7f61af76a2155644253e476a3f62b6	Q41f5e0d8abb7fd3936631550a2fb2fa10578a7ba	Q6GNF1	Q7ZYJ8	7vci	1	8355	0.999893	360	320	683	0	0	0	1	11_24	21	19.726	25.928	4	0.056761269	0	12	90.5	88.1	88.1	80-100	15-40 A	no_recorded_association	0
AC:002623	A0A2K1JC42	A0A2K1KIF2	Q0d50d84759fa48ce540a8ff31e6cc28e25cb152c	Q01430d1317b74d869d326f5cdd23466c3418470b	B6U534	A8IL32	7ksq	1	3218	0.993904	155	225	383	0	0	0	1	11_24	18	8.971	12.526	2	0.042735043	0	53	0.0	0.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:002625	A8IKI9	Q9FQ96	Q0bc3509f0600c52b5cea5e6fa95785bdcc04f1ee	Q731c9b6925b1a1b4c728b9b3f805e0c63cfc31e1	A8IKI9	Q9FQ96	9f5z	1	3055	0.999736	485	314	802	0	0	0	1	11_24	20	18.234	21.439	2	0.055474453	0	12	27.4	56.0	27.4	20-40	15-40 A	no_recorded_association	0
AC:002626	A5F5X1	A5F5Y7	Q25df0d01b8758016cd6a75e215868ee74ba1782a	Qd4a76b74bb46241732a1415b9031debad282b724	A5F5X1	A5F5Y7	8acy	1	345073	0.081431	446	257	706	0	0	0	1	3_10	6	30.668	36.388	28	0.040247678	0	32	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:002628	Q7Z4G1	Q86X83	Qef7ad321b50005346a7bd39a6d381d43542f67b0	Qe34ee25e0a2a465043341985bccf691aa6787ac2	Q7Z4G1	Q86X83	8p0w	1	9606	0.999925	85	199	287	0	0	1	1	11_24	12	22.25	25.933	3	0.022222222	1	20	86.7	100.0	86.7	80-100	15-40 A	other_intact	0
AC:002629	A0A0D3BZZ8	A0A0D3DUD8	Qb95e3effa04b836cdfc156762b09b39eda1bc951	Q0955514cb3e9e9dd9155ecb7d20dffabe7efc9bf	A0A0D3BZZ8	A0A0D3DUD8	9k16	1	109376	0.999938	144	146	293	0	0	0	1	3_10	10	16.603	20.478	11	0.010791367	0	16	74.0	47.1	47.1	40-60	15-40 A	no_recorded_association	0
AC:002630	Q949Q5	Q9SUI6	Q570ff03dbf3774fa1041d55384a586bfba53f3d6	Q8f5e641c429117a1da974bc14bfcbe2c54f0cb54	B6SQZ7	A0A2K1JDR4	8j6z	1	3702	0.990171	140	145	288	0	0	0	1	11_24	20	25.837	25.837	1	0.037878788	0	27	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:002631	D0CD06	D0CD14	Q385ded5f7ecf50daa13ad451672f0056677bb3bb	Q349e6b361c818ff8622b131fc8f6a1d7169c44fb	P0AG63	Q839E7	6yt9	1	575584	0.999945	85	165	253	0	0	0	1	11_24	13	16.593	21.488	2	0.030042918	0	3	34.9	28.5	28.5	20-40	15-40 A	no_recorded_association	0
AC:002632	A0A0D9S9I7	Q1AL63	Qf690397b44c3e028e8608653062105581170b8c7	Q3fd2ca06186a97da5d92e353baa92cc7710092aa	A0A0D9S9I7	Q1AL63	9h8t	1	60711	0.999939	91	380	474	0	0	0	1	11_24	21	13.796	18.45	1	0.011737089	0	61	95.6	81.7	81.7	80-100	8-15 A	no_recorded_association	0
AC:002633	P36886	Q43485	Q3becebb7898f820d136ee813382e64a9ea473128	Qa3e2695a192635c1d321fd81223684993a111871	A0A4V8GZZ4	F2D0D5	7ew6	1	4513	0.998666	131	255	389	0	0	0	1	11_24	15	66.244	69.265	1	0.028169014	0	0	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:002634	D0VX29	F1NC51	Qd12a22931953a45872ec7842291550df42e5ab6b	Qa61f3871143e12e00416c9120321cf2a4a6417c5	D0VX29	Q2EN79	4u3f	1	9031	0.781191	441	62	506	0	0	0	1	11_24	20	36.708	41.172	1	0.012875536	0	2	72.5	80.3	72.5	60-80	15-40 A	no_recorded_association	0
AC:002635	B8YB56	B8YB60	Q93517ec732ea11795324a1ef7cebd55ae8232860	Qad9860a924d1ec1ceaec39c96c85db59a6c5e933	P39471	B8YB60	2wb1	1	523848	0.983589	265	84	352	0	0	0	1	11_24	13	52.778	56.529	5	0.024539877	0	0	26.1	42.6	26.1	20-40	>=40 A	no_recorded_association	0
AC:002636	B0C475	B0C4H4	Qf75a26218b56e42675b3b7a30fa3b47edb536531	Q74121b369d9228972557c7c76b6f7005e6c30d93	B0C475	B0C4H4	7dwq	1	329726	0.961154	736	31	770	0	0	0	1	3_10	10	25.922	29.007	1	0.0042918455	0	49	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:002637	A0A1G4KPQ9	F2R0J6	Q33fbf9d69dca45ac14bd8b682461bbf34532465a	Qfb6391e7cd156e35b0232342f26563ec17e90068	A0A1G4KPQ9	F2R0J6	8ucm	1	981350	0.999847	63	269	335	0	0	0	1	3_10	10	35.865	42.97	7	0.029411765	0	2	0.0	44.4	0.0	0-20	15-40 A	no_recorded_association	0
AC:002638	D3UXR2	D3V6L5	Qb5531b0a5098c62cd504e1eecf4c545bcff97209	Qd44833f3fba5a80067d3c9a7c1296c53f960ff21	D3UXR2	D3V6L5	9gco	2	406818	0.005231	134	113	250	0	0	0	1	3_10	3	14.598	18.376	1	0.012658228	0	45	0.0	35.4	0.0	0-20	8-15 A	no_recorded_association	0
AC:002639	A4VD15	I7LT80	Q597adf22b550ec2b1bae360367177752699dff10	Qfec75a644351a4225963f1c316a33ae1bc53ccd0	A4VD15	I7LT80	8th8	1	312017	0.005676	434	472	909	0	0	0	1	11_24	18	17.893	23.743	2	0.12842713	0	0	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:002640	P36039	Q12025	Qd1e12b25c2ab519f5263285746c225b5c386f98b	Qfc3964a3df9face7fef24079f1d95ca0d7ded95f	P36039	Q12025	6wb9	1	559292	0.999812	253	205	461	0	0	0	1	3_10	8	19.283	22.361	3	0.01627907	0	103	30.8	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:002642	P39543	P47133	Q6be5ae955a529b881dc6970834dbc33cb476ad92	Qa75afb93742d7c244ef77c3d881ce1eb06062fd4	P39543	P47133	7ktx	1	559292	0.413379	234	292	529	0	0	0	1	11_24	12	42.881	49.79	3	0.034693878	0	26	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:002643	P00426	Q01321	Q8f47e18582182b17575a05db14daee22c28f30cc	Q2fabd810a1a70c016077dd6bf3532cd5dcf4e567	P00426	O00483	9w2z	1	9913	0.999926	152	82	237	0	0	0	1	11_24	14	18.269	20.859	1	0.018348624	0	14	86.8	87.8	86.8	80-100	15-40 A	no_recorded_association	0
AC:002644	P0A423	P0A427	Q89e0b1b1974d1e03ff01122fda5130c4579614da	Q482415e3de9ee9e7ea0885092d6846d8572aedff	P0A423	P0A427	6lu1	1	197221	0.000286	76	38	117	0	0	0	1	3_10	10	35.571	38.986	17	0.0	0	21	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:002645	A0A2X1PQW4	C3SR57	Q94cb74a82491f0e8d8a8b8aff70f1abf0dde710d	Qf2d95fa7ca7adbe9ca2988e092c4e438997f1bfb	P0AG59	Q50296	9sx2	1	562	0.999935	113	129	245	0	0	0	1	11_24	21	19.528	23.609	5	0.0086206897	0	1	36.5	44.5	36.5	20-40	15-40 A	no_recorded_association	0
AC:002646	P07766	Q861F7	Qf41814b001c6af5e5d8b86e919e5bd5237735a51	Q9ce5d26025a223e2250112197a3997144eccf9e5	P07766	Q861F7	8es9	1	9606	0.998697	207	341	551	0	0	1	1	11_24	11	12.138	13.136	2	0.013671875	1	30	100.0	93.5	93.5	80-100	8-15 A	no_recorded_association	0
AC:002647	A8IJ60	A8J353	Q7d5278527a0ee1e9f9bab0e8c3be9d3f75858143	Qa311f910f1d9e0eb616043166e645ab1238414b7	A8IJ60	A8J353	7eko	1	3055	0.000707	345	244	592	0	0	0	1	11_24	15	19.184	20.951	2	0.026168224	0	41	51.6	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:002649	Q389F5	Q586X1	Q237dd79d0e4bb96e1cfd64049ac02000d3496c35	Qeb624446785247332881cb4e0e34d1e593720459	Q389F5	Q586X1	8fn4	1	185431	0.000882	310	492	805	0	0	0	1	3_10	6	12.299	17.366	1	0.036585366	0	23	0.0	0.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:002650	Q8DJU2	Q8DL29	Qc281aa3b794506ee8b89d33a03b95f612b65df64	Qba43d3a880322b038fa15711ec4fed81d80bf192	Q8DJU2	Q8DL29	6nby	1	197221	0.010203	150	101	254	0	0	0	1	11_24	18	50.389	53.657	9	0.025531915	0	0	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:002651	Q92966	Q9Y2Y1	Qac1cff689860a5f208ecc9af46072e56cafd43e0	Q4f26a136ff5b7d967f4c7551082782b0e61be81e	Q92966	Q9Y2Y1	9fsq	1	9606	0.000189	411	108	522	0	0	2	1	11_24	23	60.053	63.251	5	0.020366599	1	2	100.0	100.0	100.0	80-100	>=40 A	no_recorded_association	0
AC:002652	P04234	Q861F7	Qa62f6cce73601e0ff3b98638c41b83aa317694d0	Q9ce5d26025a223e2250112197a3997144eccf9e5	P04234	Q861F7	8es8	1	9606	0.998098	171	341	515	0	0	1	1	11_24	11	21.002	25.437	2	0.025316456	1	26	100.0	93.5	93.5	80-100	15-40 A	no_recorded_association	0
AC:002653	A0A0G4FL36	A0A0G4HFQ7	Q0cb5038c6adf503788fb67fefc322f14f0ad90a1	Qaf6c3d67467e51a57407450d826dc03168d231ff	A0A0G4FL36	A0A0G4HFQ7	9hyu	1	1169474	0.999153	237	211	451	0	0	0	1	11_24	19	26.091	27.341	1	0.034482759	0	22	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:002655	P40571	P41812	Qc8bb857660877c3010c1a9de5e81907d1672a907	Qd6ac805d5604345f457bff533c6cc92de85c1920	P40571	P41812	6agb	1	559292	0.999596	144	875	1022	0	0	0	1	3_10	10	24.615	28.079	2	0.029443839	0	45	0.0	0.0	0.0	0-20	15-40 A	other_intact	0
AC:002656	Q8DJ02	Q8DKF5	Qc509fec30a4c1a10aafdb1cb31d6317d02e88f0b	Q410dc9c8e48a27c35fa7970fe451c76e757c6356	P56751	Q8DKF5	6tjv	1	197221	0.897753	132	611	746	0	0	0	1	11_24	18	18.379	22.671	1	0.044233807	0	22	30.9	29.2	29.2	20-40	15-40 A	no_recorded_association	0
AC:002657	F5HBE8	Q9C1J0	Q0e86c754dd47e0cdd625f504255e4f960144698f	Qcf8bc83aa067ef696d16ab1c32d4697186173876	F5HBE8	Q9C1J0	8b4i	1	5141	0.992628	50	53	106	0	0	0	1	3_10	10	14.717	18.058	1	0.031578947	0	61	0.0	35.8	0.0	0-20	8-15 A	no_recorded_association	0
AC:002658	Q8DIF8	Q8DLJ8	Q19123955e04ffe23b1da0363f122cbab04ddb8fd	Q3502341c67030f4e88797d859f9195d932530d59	D0VWR7	Q8DLJ8	7nhp	1	197221	0.000365	461	116	580	0	0	0	1	11_24	18	14.98	19.141	2	0.02901354	0	41	0.0	0.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:002659	A0A3B6IU74	Q5I7K2	Q1d23760f2a7225c3ae709975b31d393bcf058698	Q641694196f04e0c1d462f617a0055d5bd9bd8029	A0A3Q7I881	Q5I7K2	8r6f	1	4565	0.999921	263	192	458	0	0	0	1	11_24	20	31.235	35.581	3	0.026066351	0	0	65.3	54.4	54.4	40-60	15-40 A	no_recorded_association	0
AC:002660	T1RJT6	T1RJW8	Q195001c0dccdcd5c9a3bbc0080583d41089fed1c	Q0257b4227d386b70163f9001ce7c1f1c9fda57e5	T1RJT6	T1RJW8	8zoa	1	145522	0.999328	67	41	111	0	0	0	1	11_24	20	18.37	19.737	10	0.0099009901	0	16	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:002661	A0A1S3TUX2	A0A1S3V319	Q5ced983a5a8e7deb93c07d71122b8e2d0c63afa1	Q05d280c98c606e0d3467c08fe49c6068b0b2e374	A0A1S3TUX2	A0A1S3V319	7jro	1	3916	0.999871	67	64	134	0	0	0	1	3_10	10	50.76	54.959	2	0.024193548	0	1	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:002662	B7I2K7	B7I7S0	Qca847bdd95262b8fad92223a157cf02bfcd4d88a	Q7d8a7db84aeb31b8313e1086f03aa0db852058ee	B7I2K7	P17291	7m4u	1	480119	0.999924	71	156	230	0	0	0	1	11_24	20	14.139	18.538	1	0.018604651	0	1	36.3	33.3	33.3	20-40	8-15 A	no_recorded_association	0
AC:002663	F2QRE4	F2QZ97	Q66c3d870cf3921ec84d60216296d228229ed0a22	Q10b67ba628f47d0f73cc1e930cbc4a0a9e6cdfca	F2QRE4	F2QZ97	8ucj	1	981350	0.999859	74	80	157	0	0	0	1	11_24	12	32.407	33.091	1	0.0	0	7	0.0	48.8	0.0	0-20	15-40 A	no_recorded_association	0
AC:002664	P52324	Q9A8S9	Qaacb6092d38e877856b2c5ec42c25398557b783d	Qc83bbca45611df52b5e820c7e62b972018536eee	P52324	Q9A8S9	9pga	1	190650	0.998576	652	338	993	0	0	0	1	3_10	8	20.194	20.905	4	0.060676779	0	81	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:002665	D0VX28	P18946	Qcc640ca75b6a186540b1fa03676ea2b830b1b92f	Qabdbba7cac6fd8affaa2af78a6fdb3377faa65c6	D0VX28	P18946	3h1j	1	9031	0.999915	77	380	460	0	0	0	1	11_24	20	12.436	17.947	12	0.0094339623	0	71	91.6	72.8	72.8	60-80	8-15 A	no_recorded_association	0
AC:002666	Q8DKF4	Q8DMA1	Q109b2fa7b7203dee1e88d0bbc5a575966fa76616	Q4192b06f2308a81bf60fea744f5b414920b3733c	Q8DKF4	Q8DMA1	6tjv	1	197221	0.001992	501	149	653	0	0	0	1	11_24	18	22.778	26.974	1	0.023636364	0	37	27.4	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:002667	Q9LTI0	Q9SN86	Q5d586b575dbf1cf02101cd5c5ea1b2d31b69580c	Q3f306c07158dc393b6fe94cad88e60cdd1db45da	Q9LTI0	Q9SN86	8xkv	1	3702	0.027209	396	403	802	0	0	0	1	11_24	17	59.863	60.605	2	0.05	0	57	0.0	60.9	0.0	0-20	>=40 A	no_recorded_association	0
AC:002668	A0A6S8PC30	A0A7S3VSS7	Q789754905ee65bd712db50001d6a46aaabcb0271	Q59870231ca63cb6c5cf34d90c536bc8d25a65654	A0A6S8PC30	Q84Y02	9mgz	1	3047	0.999718	123	254	380	0	0	0	1	11_24	18	37.101	38.957	1	0.017191977	0	4	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:002669	A0A5H1ZR95	D7P6B9	Q2bd9e305e95bd456065d81aa6fda78f2122274db	Q3601447500d70a16a841ba27e3018ffc0008bddd	A0A5H1ZR95	D7P6B9	6rda	1	37502	0.000615	82	383	468	0	0	0	1	11_24	13	105.608	109.897	3	0.0225	0	14	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:002671	O00483	P15954	Q4e7ad89641fc69b978dbfc86b2f7dcf0187a32ed	Q841611edfe48f1a1391fc26b788bc717cb60d475	O00483	P15954	9i7u	1	9606	0.999885	81	63	147	0	0	2	1	11_24	14	36.98	41.312	2	0.0	1	46	100.0	100.0	100.0	80-100	15-40 A	other_intact	0
AC:002672	P03929	P13621	Qc1c91659f1502e62d09cd7ac463a887665e23225	Q86d29a4c4919ea34d55071024ac50d71791aea30	P03929	P13621	6ziu	1	9913	0.569755	66	213	282	0	0	0	1	11_24	11	95.605	96.247	12	0.011320755	0	8	55.1	87.7	55.1	40-60	>=40 A	no_recorded_association	0
AC:002674	O42978	O74483	Q65039e2ea668b09d02fb0c796e6ef976c1e7171f	Q4da056135ed15599a579a31f894ca8ff91fe3bba	O42978	O74483	6ppp	2	284812	0.999329	80	94	177	0	0	0	1	3_10	7	10.234	13.575	2	0.005988024	0	0	57.5	46.2	46.2	40-60	8-15 A	no_recorded_association	0
AC:002675	A0A1S3TNX9	A0A1S3U1E4	Q19033c427ff10d3fb490a83fb3c5b6c1d4a425da	Q251c2c91bad84e8caeb5ce6cd22a8bb27a78e7ea	A0A1S3TNX9	A0A1S3U1E4	7jro	1	3916	0.997293	124	150	277	0	0	0	1	3_10	10	28.275	31.319	2	0.0037735849	0	72	0.0	40.1	0.0	0-20	15-40 A	no_recorded_association	0
AC:002677	A0T0M9	B8C770	Qdc0b22fd209bdca182e4de73f3c197d7606e9b9f	Qccc4d7ca8f70e70355657fc433d48e402aae4699	T1RIQ1	B8C770	8xls	1	35128	0.99739	733	194	930	0	0	0	1	11_24	17	17.173	22.896	2	0.026252983	0	13	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:002678	A8HPD0	P31556	Qc4ece164d550c38d1566dbd5609737f1136b60cd	Q2278673f8da567497d7eaa7a91275bc09f62401e	A8HPD0	A0A4V8H005	9v7t	1	3039	0.999796	582	81	666	0	0	0	1	11_24	24	22.847	23.694	3	0.0076923077	0	10	0.0	30.3	0.0	0-20	15-40 A	no_recorded_association	0
AC:002679	P0AE06	P75818	Q480785b8fa1ecb25c5b81890379640407e5fe56f	Q48233c955135ae3b1bb99276356ce2b5af03cd96	P0AE06	P75818	9tg4	1	83333	0.841543	397	171	571	0	0	0	1	11_24	18	47.419	48.776	3	0.028846154	0	30	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:002680	P9WGH9	P9WGZ1	Q8fd7562b211e9e25ab0ece303b3a0ef48b41ae42	Q2d306460ed094439c5cc2239081eff4fa650f8b4	P9WGH9	P9WGZ1	6jcx	1	83332	0.001268	216	347	566	0	0	0	1	3_10	6	15.275	20.782	8	0.047709924	0	113	25.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:002681	A0A063X8U6	A0A063XCH0	Q12630544654a3ac5fa9f3a9f2009cd3a7386a462	Qe46fcfccbed23b357f132d766abb7627ead8ed32	A0A063X8U6	A0A063XCH0	9p38	1	1423	0.999936	207	145	355	0	0	0	1	11_24	17	21.606	23.658	2	0.027522936	0	4	36.2	35.8	35.8	20-40	15-40 A	no_recorded_association	0
