pair_root	negative_id	sequence_no	pmid	evidence_semantics	anchor_accession	negative_partner_accession	positive_partner_accession	positive_evidence_tier	distinct_positive_publications	positive_detection_methods	negative_pair_fits_1024	positive_pair_fits_1024	both_pairs_fit_1024	exact_string_positive_overlap_negative	negative_score_id	positive_score_id
PN6P:0436	PAIR2:GENE:3091|GENE:9321	436	24919196	association_negative	Q16665	Q15643	P40337	strict_direct_interaction	30	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0047""(far western blotting)|psi-mi:""MI:0049""(filter binding)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0411""(enzyme linked immunosorbent assay)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0436:negative	PN6P:0436:positive
PN6P:0233	PAIR2:GENE:3099|GENE:56717	233	25807077	association_negative	Q9JLN9	P52789	Q00899	strict_direct_interaction	3	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	0	0	0	0	PN6P:0233:negative	PN6P:0233:positive
PN6P:0360	PAIR2:GENE:31376|GENE:37629	360	30526850	biophysical_direct	Q24008	P13217	P19334	strict_direct_interaction	6	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0053""(fluorescence polarization spectroscopy)|psi-mi:""MI:0045""(experimental interaction detection)|psi-mi:""MI:0077""(nuclear magnetic resonance)|psi-mi:""MI:0077""(nuclear magnetic resonance)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0028""(cosedimentation in solution)|psi-mi:""MI:0028""(cosedimentation in solution)|psi-mi:""MI:0071""(molecular sieving)|psi-mi:""MI:0071""(molecular sieving)"	0	0	0	0	PN6P:0360:negative	PN6P:0360:positive
PN6P:0400	PAIR2:GENE:324|GENE:5423	400	25460919	association_negative	P25054	P06746	P35222	strict_direct_interaction	28	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0065""(isothermal titration calorimetry)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0813""(proximity ligation assay)|psi-mi:""MI:0676""(tandem affinity purification)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	0	0	0	0	PN6P:0400:negative	PN6P:0400:positive
PN6P:0227	PAIR2:GENE:329|GENE:4673	227	38538582	association_negative	Q13490	P55209	Q9NR28	strict_direct_interaction	11	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0019""(coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0107""(surface plasmon resonance)"	1	1	1	0	PN6P:0227:negative	PN6P:0227:positive
PN6P:0197	PAIR2:GENE:335|GENE:5055	197	8903110	other_direct_binding	P02647	P05120	P00738	strict_direct_interaction	5	"psi-mi:""MI:0405""(competition binding)|psi-mi:""MI:0411""(enzyme linked immunosorbent assay)"	1	1	1	0	PN6P:0197:negative	PN6P:0197:positive
PN6P:0466	PAIR2:GENE:3397|GENE:5925	466	8934878	association_negative	P06400	P41134	Q01094	strict_direct_interaction	34	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0065""(isothermal titration calorimetry)|psi-mi:""MI:0065""(isothermal titration calorimetry)|psi-mi:""MI:0053""(fluorescence polarization spectroscopy)|psi-mi:""MI:0065""(isothermal titration calorimetry)|psi-mi:""MI:1314""(proximity-dependent biotin identification)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0004""(affinity chromatography technology)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0466:negative	PN6P:0466:positive
PN6P:0190	PAIR2:GENE:3486|GENE:801	190	31220095	other_direct_binding	P17936	P0DP25	P01344	strict_direct_interaction	3	"psi-mi:""MI:0969""(bio-layer interferometry)"	1	1	1	0	PN6P:0190:negative	PN6P:0190:positive
PN6P:0030	PAIR2:GENE:3487|GENE:652	30	36902380	biophysical_direct	P12644	P22692	P36894	strict_direct_interaction	8	"psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0107""(surface plasmon resonance)"	1	1	1	0	PN6P:0030:negative	PN6P:0030:positive
PN6P:0265	PAIR2:GENE:36544|GENE:43038	265	33907499	association_negative	P22745	Q32KD4	Q9W1I2	strict_direct_interaction	10	"psi-mi:""MI:0045""(experimental interaction detection)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0265:negative	PN6P:0265:positive
PN6P:0213	PAIR2:GENE:3661|GENE:8805	213	32324863	association_negative	Q14653	O15164	Q92793	strict_direct_interaction	15	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0226""(ion exchange chromatography)|psi-mi:""MI:0019""(coimmunoprecipitation)|psi-mi:""MI:0028""(cosedimentation in solution)|psi-mi:""MI:0071""(molecular sieving)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0213:negative	PN6P:0213:positive
PN6P:0164	PAIR2:GENE:36810|GENE:40444	164	11076973	other_direct_binding	P17210	P02574	P46824	strict_direct_interaction	9	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0045""(experimental interaction detection)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0028""(cosedimentation in solution)"	0	0	0	0	PN6P:0164:negative	PN6P:0164:positive
PN6P:0365	PAIR2:GENE:3688|GENE:9052	365	27715394	other_direct_binding	P05556	Q8NFJ5	P08648	strict_direct_interaction	18	"psi-mi:""MI:0411""(enzyme linked immunosorbent assay)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0411""(enzyme linked immunosorbent assay)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0030""(cross-linking study)"	0	0	0	0	PN6P:0365:negative	PN6P:0365:positive
PN6P:0120	PAIR2:GENE:3717|GENE:51280	120	38939041	association_negative	O60674	Q8NBJ4	P00533	strict_direct_interaction	3	"psi-mi:""MI:0089""(protein array)"	0	0	0	0	PN6P:0120:negative	PN6P:0120:positive
PN6P:0461	PAIR2:GENE:3726|GENE:4942	461	26694030	other_direct_binding	P17275	P04181	P01100	strict_direct_interaction	30	"psi-mi:""MI:0034""(display technology)|psi-mi:""MI:0055""(fluorescent resonance energy transfer)|psi-mi:""MI:0676""(tandem affinity purification)|psi-mi:""MI:0004""(affinity chromatography technology)|psi-mi:""MI:0090""(protein complementation assay)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0397""(two hybrid array)|psi-mi:""MI:0081""(peptide array)"	1	1	1	0	PN6P:0461:negative	PN6P:0461:positive
PN6P:0135	PAIR2:GENE:3726|GENE:90416	135	39145939	other_direct_binding	P17275	Q9BV29	P01100	strict_direct_interaction	30	"psi-mi:""MI:0034""(display technology)|psi-mi:""MI:0055""(fluorescent resonance energy transfer)|psi-mi:""MI:0676""(tandem affinity purification)|psi-mi:""MI:0004""(affinity chromatography technology)|psi-mi:""MI:0090""(protein complementation assay)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0397""(two hybrid array)|psi-mi:""MI:0081""(peptide array)"	1	1	1	0	PN6P:0135:negative	PN6P:0135:positive
PN6P:0193	PAIR2:GENE:37781|GENE:5936	193	27662615	other_direct_binding	Q9BWF3	Q8SXP8	P60842	strict_direct_interaction	6	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)"	1	1	1	0	PN6P:0193:negative	PN6P:0193:positive
PN6P:0017	PAIR2:GENE:3836|GENE:79991	17	33731801	biophysical_direct	Q9H668	P52294	O14773	strict_direct_interaction	3	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)"	1	1	1	0	PN6P:0017:negative	PN6P:0017:positive
PN6P:0052	PAIR2:GENE:389|GENE:56924	52	28486133	other_direct_binding	P08134	Q9NQU5	Q9Y4D1	strict_direct_interaction	7	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	1	0	0	0	PN6P:0052:negative	PN6P:0052:positive
PN6P:0057	PAIR2:GENE:3939|GENE:56339	57	39384750	association_negative	P00338	Q86U44	P11142	strict_direct_interaction	2	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0096""(pull down)"	1	1	1	0	PN6P:0057:negative	PN6P:0057:positive
PN6P:0499	PAIR2:GENE:3964|GENE:6520	499	40205944	other_direct_binding	P08195	O00214	Q01650	strict_direct_interaction	6	"psi-mi:""MI:0410""(3D electron microscopy)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0071""(molecular sieving)"	1	0	0	0	PN6P:0499:negative	PN6P:0499:positive
PN6P:0355	PAIR2:GENE:4018|GENE:6272	355	35469919	other_direct_binding	Q99523	P08519	P30533	strict_direct_interaction	9	"psi-mi:""MI:0031""(protein cross-linking with a bifunctional reagent)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0107""(surface plasmon resonance)"	0	0	0	0	PN6P:0355:negative	PN6P:0355:positive
PN6P:0014	PAIR2:GENE:4035|GENE:5055	14	16459332	biophysical_direct	Q07954	P05120	P30533	strict_direct_interaction	10	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0077""(nuclear magnetic resonance)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	0	0	0	0	PN6P:0014:negative	PN6P:0014:positive
PN6P:0015	PAIR2:GENE:4137|GENE:9053	15	29662074	other_direct_binding	P10636	Q14244	P49841	strict_direct_interaction	11	"psi-mi:""MI:0424""(protein kinase assay)|psi-mi:""MI:0424""(protein kinase assay)|psi-mi:""MI:0424""(protein kinase assay)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0015:negative	PN6P:0015:positive
PN6P:0413	PAIR2:GENE:4155|GENE:5830	413	29321502	other_direct_binding	P50542	P02686	O75381	strict_direct_interaction	8	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0065""(isothermal titration calorimetry)|psi-mi:""MI:0112""(ubiquitin reconstruction)|psi-mi:""MI:0077""(nuclear magnetic resonance)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0081""(peptide array)|psi-mi:""MI:0071""(molecular sieving)|psi-mi:""MI:0416""(fluorescence microscopy)"	1	1	1	0	PN6P:0413:negative	PN6P:0413:positive
PN6P:0395	PAIR2:GENE:4210|GENE:6197	395	32601469	association_negative	O15553	P51812	Q9ULZ3	strict_direct_interaction	6	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0019""(coimmunoprecipitation)|psi-mi:""MI:0428""(imaging technique)|psi-mi:""MI:0096""(pull down)"	0	1	0	0	PN6P:0395:negative	PN6P:0395:positive
PN6P:0257	PAIR2:GENE:4281|GENE:8651	257	34434118	association_negative	O15524	O15344	P04626	strict_direct_interaction	3	"psi-mi:""MI:0089""(protein array)"	1	0	0	0	PN6P:0257:negative	PN6P:0257:positive
PN6P:0065	PAIR2:GENE:434246|GENE:9759	65	35170869	association_negative	P56524	Q1XH17	P10275	strict_direct_interaction	2	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)"	0	0	0	0	PN6P:0065:negative	PN6P:0065:positive
PN6P:0392	PAIR2:GENE:43740572|GENE:834	392	40810650	association_negative	P29466	P0DTC6	Q9ULZ3	strict_direct_interaction	8	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0053""(fluorescence polarization spectroscopy)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0040""(electron microscopy)|psi-mi:""MI:0096""(pull down)"	1	1	1	0	PN6P:0392:negative	PN6P:0392:positive
PN6P:0482	PAIR2:GENE:43740575|GENE:596	482	37160897	association_negative	P10415	P0DTC9	O43521	strict_direct_interaction	16	"psi-mi:""MI:0053""(fluorescence polarization spectroscopy)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0019""(coimmunoprecipitation)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0107""(surface plasmon resonance)"	1	1	1	0	PN6P:0482:negative	PN6P:0482:positive
PN6P:0483	PAIR2:GENE:43740575|GENE:598	483	37160897	association_negative	Q07817	P0DTC9	Q92934	strict_direct_interaction	39	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0231""(mammalian protein protein interaction trap)|psi-mi:""MI:0813""(proximity ligation assay)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0019""(coimmunoprecipitation)|psi-mi:""MI:0019""(coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)|psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)|psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)|psi-mi:""MI:1112""(two hybrid prey pooling approach)|psi-mi:""MI:1112""(two hybrid prey pooling approach)|psi-mi:""MI:1112""(two hybrid prey pooling approach)|psi-mi:""MI:0012""(bioluminescence resonance energy transfer)|psi-mi:""MI:0012""(bioluminescence resonance energy transfer)|psi-mi:""MI:1356""(validated two hybrid)|psi-mi:""MI:1356""(validated two hybrid)|psi-mi:""MI:1356""(validated two hybrid)|psi-mi:""MI:1203""(split luciferase complementation)|psi-mi:""MI:0090""(protein complementation assay)|psi-mi:""MI:0397""(two hybrid array)|psi-mi:""MI:0397""(two hybrid array)|psi-mi:""MI:0397""(two hybrid array)|psi-mi:""MI:0397""(two hybrid array)"	1	1	1	0	PN6P:0483:negative	PN6P:0483:positive
PN6P:0485	PAIR2:GENE:43740575|GENE:599	485	37160897	association_negative	Q92843	P0DTC9	O43521	strict_direct_interaction	14	"psi-mi:""MI:1112""(two hybrid prey pooling approach)|psi-mi:""MI:0053""(fluorescence polarization spectroscopy)|psi-mi:""MI:1356""(validated two hybrid)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0397""(two hybrid array)"	1	1	1	0	PN6P:0485:negative	PN6P:0485:positive
PN6P:0255	PAIR2:GENE:440193|GENE:8408	255	32382014	association_negative	O75385	Q9P219	Q9BXW4	strict_direct_interaction	7	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:1314""(proximity-dependent biotin identification)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0255:negative	PN6P:0255:positive
PN6P:0256	PAIR2:GENE:440193|GENE:8678	256	32382014	association_negative	Q14457	Q9P219	Q6ZNE5	strict_direct_interaction	40	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:1314""(proximity-dependent biotin identification)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:1112""(two hybrid prey pooling approach)|psi-mi:""MI:1356""(validated two hybrid)|psi-mi:""MI:0071""(molecular sieving)|psi-mi:""MI:0397""(two hybrid array)|psi-mi:""MI:0040""(electron microscopy)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)"	0	1	0	0	PN6P:0256:negative	PN6P:0256:positive
PN6P:0006	PAIR2:GENE:4547|GENE:5327	6	37651538	other_direct_binding	P00750	P55157	P05121	strict_direct_interaction	2	"psi-mi:""MI:0807""(comigration in gel electrophoresis)"	0	1	0	0	PN6P:0006:negative	PN6P:0006:positive
PN6P:0088	PAIR2:GENE:50721|GENE:93759	88	25083875	association_negative	Q923E4	P59941	O08785	strict_direct_interaction	4	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0663""(confocal microscopy)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	0	0	0	0	PN6P:0088:negative	PN6P:0088:positive
PN6P:0074	PAIR2:GENE:5083|GENE:6934	74	38664733	association_negative	Q9NQB0	P55771	P35222	strict_direct_interaction	34	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0019""(coimmunoprecipitation)|psi-mi:""MI:0096""(pull down)"	1	0	0	0	PN6P:0074:negative	PN6P:0074:positive
PN6P:0372	PAIR2:GENE:5111|GENE:5291	372	23175608	other_direct_binding	P12004	P42338	P38936	strict_direct_interaction	39	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0231""(mammalian protein protein interaction trap)|psi-mi:""MI:0065""(isothermal titration calorimetry)|psi-mi:""MI:0047""(far western blotting)|psi-mi:""MI:2215""(barcode fusion genetics two hybrid)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0809""(bimolecular fluorescence complementation)|psi-mi:""MI:1112""(two hybrid prey pooling approach)|psi-mi:""MI:1112""(two hybrid prey pooling approach)|psi-mi:""MI:1356""(validated two hybrid)|psi-mi:""MI:1356""(validated two hybrid)|psi-mi:""MI:1356""(validated two hybrid)|psi-mi:""MI:1203""(split luciferase complementation)|psi-mi:""MI:0398""(two hybrid pooling approach)|psi-mi:""MI:0397""(two hybrid array)|psi-mi:""MI:0397""(two hybrid array)|psi-mi:""MI:0397""(two hybrid array)|psi-mi:""MI:0397""(two hybrid array)|psi-mi:""MI:0397""(two hybrid array)|psi-mi:""MI:0096""(pull down)"	0	1	0	0	PN6P:0372:negative	PN6P:0372:positive
PN6P:0254	PAIR2:GENE:51684|GENE:8405	254	34021128	association_negative	O43791	Q9UMX1	Q6IQ16	strict_direct_interaction	5	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0071""(molecular sieving)"	1	1	1	0	PN6P:0254:negative	PN6P:0254:positive
PN6P:0005	PAIR2:GENE:5290|GENE:6016	5	39788953	biophysical_direct	P42336	Q92963	P27986	strict_direct_interaction	34	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0005:negative	PN6P:0005:positive
PN6P:0500	PAIR2:GENE:5311|GENE:7224	500	39523478	association_negative	Q13563	Q9UL62	P98161	strict_direct_interaction	6	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0077""(nuclear magnetic resonance)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	0	0	0	0	PN6P:0500:negative	PN6P:0500:positive
PN6P:0086	PAIR2:GENE:5347|GENE:8467	86	26259146	other_direct_binding	P53350	O60264	P30307	strict_direct_interaction	10	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0065""(isothermal titration calorimetry)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0019""(coimmunoprecipitation)|psi-mi:""MI:0017""(classical fluorescence spectroscopy)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0086:negative	PN6P:0086:positive
PN6P:0073	PAIR2:GENE:55070|GENE:7323	73	41540009	other_direct_binding	P61077	Q7L5Y6	Q13490	strict_direct_interaction	3	"psi-mi:""MI:0969""(bio-layer interferometry)"	1	1	1	0	PN6P:0073:negative	PN6P:0073:positive
