sequence_no	protein_a	a_id	a_taxid	protein_b	b_id	b_taxid	negative_relation	assay_normalized	assay_reported_original	evidence_text_en	previous_sentence_en	next_sentence_en	pmid	pmcid	article_title	best_evidence_id	pair2_key	claim_id	candidate_id	rule_tier_v2	canonical_pair_label_v2	experimental_object_scope_v2	rule_reasons_v2	rule_tags_v2	model_is_experimental	model_is_direct_binding_assay	positive_conflict_scope	mentions_construct	mentions_isoform	mentions_positive_control	mentions_purified_components	rule_scope_signal_v2	rule_context_signal_v2	selection_score	evidence_semantics	accession_a	accession_b	mapping_status_a	mapping_status_b	pair_mapping_status	reliable_reported_taxon_mapping	manual_verified_negative	direct_assay_negative	sequence_available	len_a	len_b	sequence_source_a	sequence_source_b	pair_tokens	pair_fits_1024	human_human	exact_negatome_pair_overlap	exact_string_positive_overlap	negative_score_id	score
365	integrin beta1	3688	9606	GPRC5A	9052	9606	failed_detection	pull_down	pull-down	However, we failed to detect a direct interaction between GPRC5A and integrin beta1 in pull-down experiments (data not shown) suggesting that GPRC5A could affect integrin beta1 rather indirectly.	Among them, beta1 integrin arguably serves as the key target of the GPRC5A-mediated modulation of adhesion .	We also found no evidence that the decrease in integrin beta1 protein might be associated with an enhanced degradation by proteasomes, lysosomes, or cytoplasmic proteases (data not shown).	27715394	PMC5810789	Orphan G protein-coupled receptor GPRC5A modulates integrin beta1-mediated epithelial cell adhesion	CLAIM:000094208:0-1	PAIR2:GENE:3688|GENE:9052	CLAIM:000094208	3b388d16b50a8d71fd29f5b1dec2acaa8b6da8b8	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	96.0	other_direct_binding	P05556	Q8NFJ5	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	798	357	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1158	0	1	0	0	PN6:0365:negative	0.057622
366	helicase	164045	9606	PP1beta	5500	9606	no_binding	pull_down	pull-down	A semi-denatured helicase, i.e. after SDS-PAGE separation and nitrocellulose transfer did not interact with PP1beta nor PP1gamma (Fig.	PP1beta and PP1gamma on the other hand showed different preferences for Ddx21, depending on the experimental conditions.	4C).	22761809	PMC3386289	Isolation of Human Mitotic Protein Phosphatase Complexes: Identification of a Complex between Protein Phosphatase 1 and the RNA Helicase Ddx21	CLAIM:000154683:0-1	PAIR2:GENE:164045|GENE:5500	CLAIM:000154683	0a4e4d5d9df19ae9fc29c189a7e003f5215ddaaf	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	1	0	0	0	0	96.0	other_direct_binding	A2PYH4	P62140	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	1435	327	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1765	0	1	0	0	PN6:0366:negative	0.545917
368	TAK1	26409	10090	RCAN1	54720	10090	no_interaction	Y2H	yeast two-hybrid	No interaction was observed with RCAN1 bait alone, TAB2 prey alone, or RCAN1 bait with either TAB1 or TAK1 prey (Fig.	1a).	1a).	19136967	PMC2656285	Novel interaction between the TAK1-TAB1-TAB2 and the RCAN1-calcineurin regulatory pathways defines a signaling nodal control point	CLAIM:000228266:0-1	PAIR2:GENE:26409|GENE:54720	CLAIM:000228266	0900cefa8b985b048c0d0263bfb099a5ed57bcc3	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	positive_control	1	1	none_detected	1	0	1	0	0	0	96.0	association_negative	Q62073	Q9JHG6	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	579	251	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	833	1	0	0	0	PN6:0368:negative	0.032488
370	COP1	817857	3702	NIA2	840630	3702	no_interaction	Y2H	yeast two-hybrid	Therefore, we examined possible interactions between COP1 and NR proteins by yeast two-hybrid analysis; however, COP1 did not interact with NIA1 or NIA2 (Figure 5D).	The higher levels of NR proteins in cop1-4 and DN-COP1-Myc6-overexpressing plants suggest that NR protein levels are post-translationally regulated by COP1.		29662028	PMC5979280	Nitrate Reductases Are Relocalized to the Nucleus by AtSIZ1 and Their Levels Are Negatively Regulated by COP1 and Ammonium	CLAIM:000231159:0-1	PAIR2:GENE:817857|GENE:840630	CLAIM:000231159	dc58bdc035558f9b5a964d471b30fafe4432b6a4	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	purified_components	1	1	none_detected	1	0	0	1	0	0	96.0	association_negative	P43254	P11035	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	675	917	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1595	0	0	0	0	PN6:0370:negative	0.000123
372	PCNA	5111	9606	p110beta	5291	9606	no_binding	pull_down	pull-down	p110beta can also be isolated from cell extracts in complex with the molecular clamps PCNA and RAD9; we tested whether p110beta also associates directly to purified PCNA or RAD9, as above. p110beta did not bind directly to PCNA or RAD9 (Figure 1C).		Purified p110alpha and p110beta thus associated in vitro to the clamp loader components RFC1 and CTF18, but not directly to the molecular clamps PCNA and RAD9.	23175608	PMC3553946	Phosphoinositide 3-kinase beta controls replication factor C assembly and function	CLAIM:000260396:0-1	PAIR2:GENE:5111|GENE:5291	CLAIM:000260396	a11a4bf7659e112d9aed52a3376b08f9b166fbeb	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	1	0	0	0	0	96.0	other_direct_binding	P12004	P42338	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	261	1070	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1334	0	1	0	0	PN6:0372:negative	0.000266
375	COP1	817857	3702	Arabidopsis NRs	844112	3702	no_interaction	Y2H	yeast two-hybrid	Therefore, we examined possible interactions between COP1 and NR proteins by yeast two-hybrid analysis; however, COP1 did not interact with NIA1 or NIA2 (Figure 5D).	The higher levels of NR proteins in cop1-4 and DN-COP1-Myc6-overexpressing plants suggest that NR protein levels are post-translationally regulated by COP1.		29662028	PMC5979280	Nitrate Reductases Are Relocalized to the Nucleus by AtSIZ1 and Their Levels Are Negatively Regulated by COP1 and Ammonium	CLAIM:000231158:0-1	PAIR2:GENE:817857|GENE:844112	CLAIM:000231158	5c37217fee5832528514c7c60eae835167ef3518	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	purified_components	1	1	none_detected	1	0	0	1	0	0	96.0	association_negative	P43254	P11832	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	675	917	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1595	0	0	0	0	PN6:0375:negative	8.4e-05
376	p38alpha	26416	10090	Cdo	57810	10090	no_interaction	Y2H	yeast two-hybrid	It is likely that p38alpha/beta coprecipitates with Cdo via binding to JLP, which interacts with Cdo, as p38alpha and Cdo did not interact in the yeast two-hybrid system (Fig.	Furthermore, the formation of this complex correlated with pp38alpha/beta production.	S2, available at http://www.jcb.org/cgi/content/full/jcb.200608031/DC1).	17074887	PMC2064516	Activation of p38alpha/beta MAPK in myogenesis via binding of the scaffold protein JLP to the cell surface protein Cdo	CLAIM:000236502:0-1	PAIR2:GENE:26416|GENE:57810	CLAIM:000236502	349ee0480d6e2c814d4798e38d02b8d254339bac	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	positive_control	1	1	none_detected	1	0	1	0	0	0	96.0	association_negative	P47811	Q32MD9	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	360	1250	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1613	0	0	0	0	PN6:0376:negative	0.000137
380	acrosin	11434	10090	MAST	69987	10090	no_interaction	coIP	co-immunoprecipitation	Co-IP studies using MAST and acrosin antibodies showed that they did not interact (result not shown).	As caldendrin and calreticulin were both identified in the pulldown complex of MAST, this showed the presence of the three proteins in the same complex.	These results show interaction of MAST with the calcium binding proteins caldendrin and calreticulin, but not with acrosin.	24256100	PMC4225516	A mouse protein that localizes to acrosome and sperm tail is regulated by Y-chromosome	CLAIM:000167488:0-1	PAIR2:GENE:11434|GENE:69987	CLAIM:000167488	a21c026efbdab0aa99291bdc1f59809aa669634c	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	purified_components	1	1	none_detected	1	0	0	1	0	0	95.0	association_negative	P23578	Q7TPM5	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	436	168	/data/chs/12.codebuddy/bridge/data/uniprot_sprot.fasta.gz	/data/chs/12.codebuddy/bridge/data/uniprot_sprot.fasta.gz	607	1	0	0	0	PN6:0380:negative	9e-05
381	UHRF1	29128	9606	histone H4	8361	9606	no_binding	pull_down	pull-down	UHRF1 also showed little or no binding to unmodified or methylated histone H4 (Figure 1B, lanes 18, 19-23), and to unmodified H2A or H2B (aa 1-21) (Figure 1B, lanes 24-25).	As shown in Figure 1B, UHRF1 specifically and robustly binds the unmodified, N-terminal histone H3 tail (aa 1-21) (lane 4), but not the more internal sequence of H3, either unmodified (aa 15-35, lane 5) or methylated on R17 (aa 15-35, lanes 16-17).	Importantly, di- or trimethylation of H3K4 and H3K9, as well as H3R8 dimethylation, by and large did not significantly affect binding (Figure 1B, lanes 9-15).	21777816	PMC4691841	PHD Finger Recognition of Unmodified Histone H3R2 Links UHRF1 to Regulation of Euchromatic Gene Expression	CLAIM:000184191:0-1	PAIR2:GENE:29128|GENE:8361	CLAIM:000184191	325a52946e778e56dbe7309ee7d8e33aca4405c6	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0	other_direct_binding	Q96T88	P62805	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	793	103	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	899	1	1	0	0	PN6:0381:negative	0.999921
384	DSP4	824383	3702	CPSF73-I	842393	3702	no_interaction	coIP	co-immunoprecipitation	Co-IP/pull down assays also showed that DSP4 did not interact with DSP3 and CPSF73-I, but DSP3 did interact with CPSF73-I (Fig 6H-6J).	GFP-DSP2 interacted with MYC-DSP4 but not with DSP3-MYC and MYC-CPSF73-I (Fig 6E-6G).	To confirm these protein interactions, we performed a bimolecular fluorescence complementation (BiFC) assay (S1 Text).	27780203	PMC5079582	snRNA 3' End Processing by a CPSF73-Containing Complex Essential for Development in Arabidopsis	CLAIM:000319225:0-1	PAIR2:GENE:824383|GENE:842393	CLAIM:000319225	a8faea7d687c2c7bfa523fee23a7fdcd2f00002b	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	positive_control	1	1	none_detected	1	0	1	0	0	0	95.0	association_negative	Q9FEB5	Q9C952	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	379	693	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1075	0	0	0	0	PN6:0384:negative	5.4e-05
386	OPTN	10133	9606	AZI2	64343	9606	no_binding	pull_down	pull-down	While 3FLAG-OPTN pulled down TBK1, it did not interact with either AZI2 or TBKBP1 (Fig.	1C).	1C).	39276928	PMC11490886	TBK1 adaptor AZI2/NAP1 regulates NDP52-driven mitochondrial autophagy	CLAIM:000142572:0-1	PAIR2:GENE:10133|GENE:64343	CLAIM:000142572	fe26ada755fd6847145a32304e2d843e22444326	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	negative_control	1	1	none_detected	1	0	0	0	0	0	95.0	other_direct_binding	Q96CV9	Q9H6S1	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	577	392	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	972	1	1	0	0	PN6:0386:negative	0.713073
389	HFE	15216	10090	HSA	213	9606	no_binding	pull_down	pull-down	Assessing another nonclassical MHC1 family member, namely, HFE, implicated in hereditary hemochromatosis, we found no binding of HFE to Sepharose-HSA while shFcRn simultaneously bound (Fig.	2 F). srFcRn did not, however, bind Sepharose-human and -bovine albumin, nor did it bind Sepharose-Tris or -myoglobin (unpublished data).	2 G).	12566415	PMC2193842	The Major Histocompatibility Complex-related Fc Receptor for IgG (FcRn) Binds Albumin and Prolongs Its Lifespan	CLAIM:000189657:0-1	PAIR2:GENE:15216|GENE:213	CLAIM:000189657	2a15910d27c142fa6b90b20775a0097d30ac6a22	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0	other_direct_binding	P70387	P02768	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	359	609	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	971	1	0	0	0	PN6:0389:negative	0.27587
391	Impbeta	35336	7227	Impalpha	3612	9606	no_binding	pull_down	pull-down	Pull-down binding assays showed that Impalpha binds to the S. pombe Mex67p N-terminal tail or spNXF1-N, binds very weakly to Imp11, and does not bind Impbeta, Kapbeta2, or Imp4 (Figure 5, A and F).	The basic patches appeared to contain bipartite classic NLSs (Figure 4).	These results suggested that nuclear import of NXF1 in S. pombe is most likely to be mediated by the classic Impalpha/beta pathway.	21965294	PMC3226482	Evolutionary development of redundant nuclear localization signals in the mRNA export factor NXF1	CLAIM:000018040:0-1	PAIR2:GENE:35336|GENE:3612	CLAIM:000018040	5968cf99450f434cfe838b4a2e37c2cf581df3bc	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0	other_direct_binding	O18388	P29218	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	884	277	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1164	0	0	0	0	PN6:0391:negative	8e-05
392	ORF6	43740572	2697049	caspase-1	834	9606	no_interaction	coIP	pull-down	Our results demonstrated that ORF6 specifically interacted with caspase-8, as indicated by the pull-down of caspase-8 by ORF6, and vice versa, with no interaction observed between ORF6 and caspase-1 (Figure 4A,B).	To elucidate the mechanism by which SARS2-ORF6 inhibits caspase-8 activation, we conducted a co-immunoprecipitation assay following the co-transfection of ORF6 with caspase-8-C/A.	Consistent with these findings, we observed co-localization of SARS2-ORF6 and caspase-8 following SARS2 infection (Figure 4C).	40810650	PMC12591158	The NSP5, ORF6 and NSP13 of SARS-CoV-2 Cooperate to Modulate Inflammatory Cell Death Activation	CLAIM:000038413:0-1	PAIR2:GENE:43740572|GENE:834	CLAIM:000038413	fc3c3a2a36cfb0b185c767849f90019967b2c1b7	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	purified_components	1	1	none_detected	1	0	0	1	0	0	95.0	association_negative	P0DTC6	P29466	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	61	404	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	468	1	0	0	0	PN6:0392:negative	0.000176
393	TRN-SR	23534	9606	SRp75	6429	9606	no_binding	far_western	far Western blotting	However, we note that no binding of TRN-SR to SRp75 was detected by far Western blotting, although this protein is abundant in the fraction we tested (Fig.	These results strongly suggest that TRN-SR is a general nuclear import receptor for SR proteins.	6).	10366588	PMC2133142	Transportin-SR, a Nuclear Import Receptor for SR Proteins	CLAIM:000323892:0-1	PAIR2:GENE:23534|GENE:6429	CLAIM:000323892	8674dba8f916ae3136849d23861d1f07e99acee9	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0	other_direct_binding	Q9Y5L0	Q08170	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	923	494	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1420	0	1	0	0	PN6:0393:negative	0.000145
395	Pyrin	4210	9606	RSK	6197	9606	no_interaction	coIP	co-immunoprecipitation	We observed no interaction between pyrin and RSK2 in a co-immunoprecipitation assay from lysates of normal human monocytes, but, when the cells were infected with Y. pestis, an interaction of endogenous pyrin with RSK2 was observed (Fig.	To understand how pyrin is phosphorylated by RSKs, we tested whether pyrin interacts with RSK in the cytosol, similarly to PKN1.	4a).	32601469	PMC7381377	Ancient familial Mediterranean fever mutations in human pyrin and resistance to Yersinia pestis	CLAIM:000259361:0-1	PAIR2:GENE:4210|GENE:6197	CLAIM:000259361	b20f5105f5901634a21a12562488f22f152a107e	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	purified_components	1	1	none_detected	1	0	0	1	0	0	95.0	association_negative	O15553	P51812	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	781	740	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1524	0	1	0	0	PN6:0395:negative	0.060964
396	fibrinogen	2244	9606	fibronectin	2335	9606	no_binding	SPR	ELISA	In both ELISA and surface plasmon resonance (SPR) experiments, immobilized fibrinogen did not bind fibronectin at all, but after conversion to fibrin, it bound fibronectin with high affinity.	To address these questions, we studied the interaction of fibronectin with fibrinogen, fibrin, and their proteolytic and recombinant fragments.	To test which regions of fibrin are involved in this binding, we studied the interaction of fibronectin with the fibrin-derived D-D:E(1) complex and a recombinant alphaC fragment (residues Aalpha221-610) corresponding to the alphaC domain that together encompass the whole fibrin(ogen) molecule.	12069579		Interaction of fibrin(ogen) with fibronectin: further characterization and localization of the fibronectin-binding site.	CLAIM:000032678:0-1	PAIR2:GENE:2244|GENE:2335	CLAIM:000032678	1b97a3a261a7a224645e4d9afc856ee4cbbcaea2	SCOPED_NEGATIVE	not_applicable	construct_variant_domain_specific	negative_is_construct_variant_domain_or_isoform_scoped	positive_conflict	1	1	broad_unresolved	1	0	0	0	1	0	95.0	biophysical_direct	P02675	P02751	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	491	2477	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	2971	0	1	0	0	PN6:0396:negative	0.997864
397	ERK2	327672	9913	arrestin-1	6295	9606	no_binding	pull_down	pull-down	In this format arrestin-1 was not retained by ERK2 columns, suggesting that either free arrestin-1 does not bind ERK2, or the affinity of this interaction is too low to maintain the complex throughout the washing procedure.	1C).	Both non-visual arrestins bind comparably to active ERK2 (Fig.	22174878	PMC3236217	The Effect of Arrestin Conformation on the Recruitment of c-Raf1, MEK1, and ERK1/2 Activation	CLAIM:000013995:0-1	PAIR2:GENE:327672|GENE:6295	CLAIM:000013995	4dc25aa7b195821052776a9a3cde8556596b3d80	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0	other_direct_binding	P46196	P10523	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	360	405	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/12.codebuddy/bridge/data/uniprot_sprot.fasta.gz	768	1	0	0	0	PN6:0397:negative	0.999419
398	SANS	16470	10090	IFT20	55978	10090	no_binding	pull_down	pull-down	While the interaction of SANS with IFT52 was most consistent and reproducible, IFT20 did not bind and IFT74 showed only a very weak binding to SANS in the in vitro GFP-Trap assays (Figures 2A,B).	However, it is notable that the data were not consistent in the different protein-protein interaction assays.	IFT57 and IFT20 were not recruited by PalmMyr-SANS in the membrane targeting assay (Figure 3).	31637240	PMC6787559	SANS (USH1G) Molecularly Links the Human Usher Syndrome Protein Network to the Intraflagellar Transport Module by Direct Binding to IFT-B Proteins	CLAIM:000192469:0-1	PAIR2:GENE:16470|GENE:55978	CLAIM:000192469	145f590f769c0db5552f0385d446802f86111fe0	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0	other_direct_binding	Q80T11	Q61025	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	461	132	/data/chs/12.codebuddy/bridge/data/uniprot_sprot.fasta.gz	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	596	1	0	0	0	PN6:0398:negative	0.016205
399	SANS	16470	10090	IFT74	67694	10090	no_binding	pull_down	pull-down	While the interaction of SANS with IFT52 was most consistent and reproducible, IFT20 did not bind and IFT74 showed only a very weak binding to SANS in the in vitro GFP-Trap assays (Figures 2A,B).	However, it is notable that the data were not consistent in the different protein-protein interaction assays.	IFT57 and IFT20 were not recruited by PalmMyr-SANS in the membrane targeting assay (Figure 3).	31637240	PMC6787559	SANS (USH1G) Molecularly Links the Human Usher Syndrome Protein Network to the Intraflagellar Transport Module by Direct Binding to IFT-B Proteins	CLAIM:000192470:0-1	PAIR2:GENE:16470|GENE:67694	CLAIM:000192470	ae8c9b4a342e3ead6fd4e74c542d05444af40a48	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0	other_direct_binding	Q80T11	Q8BKE9	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	461	600	/data/chs/12.codebuddy/bridge/data/uniprot_sprot.fasta.gz	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1064	0	0	0	0	PN6:0399:negative	0.011571
400	APC	324	9606	POLbeta	5423	9606	no_interaction	coIP	co-immunoprecipitation	Similarly, the interaction of POLbeta and APC remained unchanged in HCT-116 and HT-29 cells before and after 5-FU treatment, but no interaction was observed in LOVO cells.	No FEN1 protein was detected in the control IgG pull-down (lane 1).	Lanes 4, 7, and 10 confirm the presence of POLbeta in the nuclear extract (Fig.	25460919	PMC4830146	5-Fluorouracil mediated anti-cancer activity in colon cancer cells is through the induction of Adenomatous Polyposis Coli: Implication of the long-patch base excision repair pathway	CLAIM:000052045:0-1	PAIR2:GENE:324|GENE:5423	CLAIM:000052045	367a0320055364f27cf9569a9abf9ac7190707a0	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	positive_control	1	1	none_detected	1	0	1	0	0	0	95.0	association_negative	P25054	P06746	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	2843	335	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	3181	0	1	0	0	PN6:0400:negative	0.001815
