pair_root	negative_id	sequence_no	pmid	evidence_semantics	anchor_accession	negative_partner_accession	positive_partner_accession	positive_evidence_tier	distinct_positive_publications	positive_detection_methods	negative_pair_fits_1024	positive_pair_fits_1024	both_pairs_fit_1024	exact_string_positive_overlap_negative	negative_score_id	positive_score_id	negative_score	positive_score	margin	positive_wins
PN6P:0342	PAIR2:GENE:2932|GENE:998	342	39487595	association_negative	P60953	P49841	Q13153	strict_direct_interaction	26	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0428""(imaging technique)|psi-mi:""MI:0428""(imaging technique)|psi-mi:""MI:0676""(tandem affinity purification)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0398""(two hybrid pooling approach)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)"	1	1	1	0	PN6P:0342:negative	PN6P:0342:positive	0.993631	0.999309	0.005677999999999961	1
PN6P:0141	PAIR2:GENE:2972|GENE:7161	141	36656267	association_negative	O15350	Q92994	Q9H3D4	strict_direct_interaction	10	"psi-mi:""MI:0069""(mass spectrometry studies of complexes)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	0	0	0	0	PN6P:0141:negative	PN6P:0141:positive	0.003845	0.999844	0.995999	1
PN6P:0337	PAIR2:GENE:3066|GENE:80312	337	41152554	association_negative	Q92769	Q8NFU7	Q96ST3	strict_direct_interaction	12	"psi-mi:""MI:0030""(cross-linking study)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0337:negative	PN6P:0337:positive	0.846615	0.998942	0.152327	1
PN6P:0134	PAIR2:GENE:3075|GENE:721	134	35873217	biophysical_direct	P08603	P0C0L5	P02741	strict_direct_interaction	6	"psi-mi:""MI:0411""(enzyme linked immunosorbent assay)|psi-mi:""MI:0411""(enzyme linked immunosorbent assay)|psi-mi:""MI:0411""(enzyme linked immunosorbent assay)|psi-mi:""MI:0411""(enzyme linked immunosorbent assay)"	0	0	0	0	PN6P:0134:negative	PN6P:0134:positive	0.994297	0.998982	0.00468500000000005	1
PN6P:0045	PAIR2:GENE:3077|GENE:7036	45	11027676	biophysical_direct	Q30201	Q9UP52	P02786	strict_direct_interaction	6	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0107""(surface plasmon resonance)"	0	0	0	0	PN6P:0045:negative	PN6P:0045:positive	0.000668	0.927294	0.926626	1
PN6P:0026	PAIR2:GENE:30835|GENE:920	26	22163292	biophysical_direct	Q9NNX6	P01730	P13688	strict_direct_interaction	2	"psi-mi:""MI:0892""(solid phase assay)"	1	1	1	0	PN6P:0026:negative	PN6P:0026:positive	0.61986	0.987611	0.36775100000000005	1
PN6P:0109	PAIR2:GENE:3091|GENE:4173	109	21658608	association_negative	Q16665	P33991	P40337	strict_direct_interaction	30	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0047""(far western blotting)|psi-mi:""MI:0049""(filter binding)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0411""(enzyme linked immunosorbent assay)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0109:negative	PN6P:0109:positive	0.000858	0.999241	0.998383	1
PN6P:0118	PAIR2:GENE:3091|GENE:4175	118	21658608	association_negative	Q16665	Q14566	P40337	strict_direct_interaction	30	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0047""(far western blotting)|psi-mi:""MI:0049""(filter binding)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0411""(enzyme linked immunosorbent assay)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0118:negative	PN6P:0118:positive	0.000351	0.999241	0.9988900000000001	1
PN6P:0353	PAIR2:GENE:3091|GENE:51280	353	39022745	association_negative	Q16665	Q8NBJ4	P40337	strict_direct_interaction	30	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0047""(far western blotting)|psi-mi:""MI:0049""(filter binding)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0411""(enzyme linked immunosorbent assay)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0353:negative	PN6P:0353:positive	5.6e-05	0.999241	0.9991850000000001	1
PN6P:0436	PAIR2:GENE:3091|GENE:9321	436	24919196	association_negative	Q16665	Q15643	P40337	strict_direct_interaction	30	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0047""(far western blotting)|psi-mi:""MI:0049""(filter binding)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0411""(enzyme linked immunosorbent assay)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0436:negative	PN6P:0436:positive	0.000619	0.999241	0.998622	1
PN6P:0233	PAIR2:GENE:3099|GENE:56717	233	25807077	association_negative	Q9JLN9	P52789	Q00899	strict_direct_interaction	3	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	0	0	0	0	PN6P:0233:negative	PN6P:0233:positive	0.001172	0.005876	0.004704	1
PN6P:0360	PAIR2:GENE:31376|GENE:37629	360	30526850	biophysical_direct	Q24008	P13217	P19334	strict_direct_interaction	6	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0053""(fluorescence polarization spectroscopy)|psi-mi:""MI:0045""(experimental interaction detection)|psi-mi:""MI:0077""(nuclear magnetic resonance)|psi-mi:""MI:0077""(nuclear magnetic resonance)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0028""(cosedimentation in solution)|psi-mi:""MI:0028""(cosedimentation in solution)|psi-mi:""MI:0071""(molecular sieving)|psi-mi:""MI:0071""(molecular sieving)"	0	0	0	0	PN6P:0360:negative	PN6P:0360:positive	0.051289	0.738163	0.686874	1
PN6P:0400	PAIR2:GENE:324|GENE:5423	400	25460919	association_negative	P25054	P06746	P35222	strict_direct_interaction	28	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0065""(isothermal titration calorimetry)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0813""(proximity ligation assay)|psi-mi:""MI:0676""(tandem affinity purification)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	0	0	0	0	PN6P:0400:negative	PN6P:0400:positive	0.001815	0.035858	0.034043000000000004	1
PN6P:0227	PAIR2:GENE:329|GENE:4673	227	38538582	association_negative	Q13490	P55209	Q9NR28	strict_direct_interaction	11	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0019""(coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0107""(surface plasmon resonance)"	1	1	1	0	PN6P:0227:negative	PN6P:0227:positive	0.000431	0.99987	0.9994390000000001	1
PN6P:0197	PAIR2:GENE:335|GENE:5055	197	8903110	other_direct_binding	P02647	P05120	P00738	strict_direct_interaction	5	"psi-mi:""MI:0405""(competition binding)|psi-mi:""MI:0411""(enzyme linked immunosorbent assay)"	1	1	1	0	PN6P:0197:negative	PN6P:0197:positive	0.003982	0.999789	0.995807	1
PN6P:0466	PAIR2:GENE:3397|GENE:5925	466	8934878	association_negative	P06400	P41134	Q01094	strict_direct_interaction	34	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0065""(isothermal titration calorimetry)|psi-mi:""MI:0065""(isothermal titration calorimetry)|psi-mi:""MI:0053""(fluorescence polarization spectroscopy)|psi-mi:""MI:0065""(isothermal titration calorimetry)|psi-mi:""MI:1314""(proximity-dependent biotin identification)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0004""(affinity chromatography technology)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0466:negative	PN6P:0466:positive	0.97604	0.998936	0.022896000000000027	1
PN6P:0190	PAIR2:GENE:3486|GENE:801	190	31220095	other_direct_binding	P17936	P0DP25	P01344	strict_direct_interaction	3	"psi-mi:""MI:0969""(bio-layer interferometry)"	1	1	1	0	PN6P:0190:negative	PN6P:0190:positive	0.040016	0.856726	0.8167099999999999	1
PN6P:0030	PAIR2:GENE:3487|GENE:652	30	36902380	biophysical_direct	P12644	P22692	P36894	strict_direct_interaction	8	"psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0107""(surface plasmon resonance)"	1	1	1	0	PN6P:0030:negative	PN6P:0030:positive	0.00068	0.999644	0.998964	1
PN6P:0265	PAIR2:GENE:36544|GENE:43038	265	33907499	association_negative	P22745	Q32KD4	Q9W1I2	strict_direct_interaction	10	"psi-mi:""MI:0045""(experimental interaction detection)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0265:negative	PN6P:0265:positive	0.001041	0.000842	-0.00019900000000000007	0
PN6P:0213	PAIR2:GENE:3661|GENE:8805	213	32324863	association_negative	Q14653	O15164	Q92793	strict_direct_interaction	15	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0226""(ion exchange chromatography)|psi-mi:""MI:0019""(coimmunoprecipitation)|psi-mi:""MI:0028""(cosedimentation in solution)|psi-mi:""MI:0071""(molecular sieving)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0213:negative	PN6P:0213:positive	0.49282	0.002186	-0.49063399999999996	0
PN6P:0164	PAIR2:GENE:36810|GENE:40444	164	11076973	other_direct_binding	P17210	P02574	P46824	strict_direct_interaction	9	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0045""(experimental interaction detection)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0028""(cosedimentation in solution)"	0	0	0	0	PN6P:0164:negative	PN6P:0164:positive	0.927634	0.987262	0.059628000000000014	1
PN6P:0365	PAIR2:GENE:3688|GENE:9052	365	27715394	other_direct_binding	P05556	Q8NFJ5	P08648	strict_direct_interaction	18	"psi-mi:""MI:0411""(enzyme linked immunosorbent assay)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0411""(enzyme linked immunosorbent assay)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0030""(cross-linking study)"	0	0	0	0	PN6P:0365:negative	PN6P:0365:positive	0.057622	0.999318	0.9416960000000001	1
PN6P:0120	PAIR2:GENE:3717|GENE:51280	120	38939041	association_negative	O60674	Q8NBJ4	P00533	strict_direct_interaction	3	"psi-mi:""MI:0089""(protein array)"	0	0	0	0	PN6P:0120:negative	PN6P:0120:positive	5.5e-05	0.951703	0.9516479999999999	1
PN6P:0461	PAIR2:GENE:3726|GENE:4942	461	26694030	other_direct_binding	P17275	P04181	P01100	strict_direct_interaction	30	"psi-mi:""MI:0034""(display technology)|psi-mi:""MI:0055""(fluorescent resonance energy transfer)|psi-mi:""MI:0676""(tandem affinity purification)|psi-mi:""MI:0004""(affinity chromatography technology)|psi-mi:""MI:0090""(protein complementation assay)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0397""(two hybrid array)|psi-mi:""MI:0081""(peptide array)"	1	1	1	0	PN6P:0461:negative	PN6P:0461:positive	6.6e-05	0.998026	0.99796	1
PN6P:0135	PAIR2:GENE:3726|GENE:90416	135	39145939	other_direct_binding	P17275	Q9BV29	P01100	strict_direct_interaction	30	"psi-mi:""MI:0034""(display technology)|psi-mi:""MI:0055""(fluorescent resonance energy transfer)|psi-mi:""MI:0676""(tandem affinity purification)|psi-mi:""MI:0004""(affinity chromatography technology)|psi-mi:""MI:0090""(protein complementation assay)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0397""(two hybrid array)|psi-mi:""MI:0081""(peptide array)"	1	1	1	0	PN6P:0135:negative	PN6P:0135:positive	0.000111	0.998026	0.997915	1
PN6P:0193	PAIR2:GENE:37781|GENE:5936	193	27662615	other_direct_binding	Q9BWF3	Q8SXP8	P60842	strict_direct_interaction	6	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)"	1	1	1	0	PN6P:0193:negative	PN6P:0193:positive	0.999758	0.999653	-0.00010500000000002174	0
PN6P:0017	PAIR2:GENE:3836|GENE:79991	17	33731801	biophysical_direct	Q9H668	P52294	O14773	strict_direct_interaction	3	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)"	1	1	1	0	PN6P:0017:negative	PN6P:0017:positive	0.578049	0.999304	0.42125499999999994	1
PN6P:0052	PAIR2:GENE:389|GENE:56924	52	28486133	other_direct_binding	P08134	Q9NQU5	Q9Y4D1	strict_direct_interaction	7	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	1	0	0	0	PN6P:0052:negative	PN6P:0052:positive	0.111728	0.987919	0.8761909999999999	1
PN6P:0057	PAIR2:GENE:3939|GENE:56339	57	39384750	association_negative	P00338	Q86U44	P11142	strict_direct_interaction	2	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0096""(pull down)"	1	1	1	0	PN6P:0057:negative	PN6P:0057:positive	6.8e-05	0.004472	0.004404	1
PN6P:0499	PAIR2:GENE:3964|GENE:6520	499	40205944	other_direct_binding	P08195	O00214	Q01650	strict_direct_interaction	6	"psi-mi:""MI:0410""(3D electron microscopy)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0071""(molecular sieving)"	1	0	0	0	PN6P:0499:negative	PN6P:0499:positive	0.161661	0.268135	0.10647400000000001	1
PN6P:0355	PAIR2:GENE:4018|GENE:6272	355	35469919	other_direct_binding	Q99523	P08519	P30533	strict_direct_interaction	9	"psi-mi:""MI:0031""(protein cross-linking with a bifunctional reagent)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0107""(surface plasmon resonance)"	0	0	0	0	PN6P:0355:negative	PN6P:0355:positive	0.99694	0.999584	0.0026439999999999797	1
PN6P:0014	PAIR2:GENE:4035|GENE:5055	14	16459332	biophysical_direct	Q07954	P05120	P30533	strict_direct_interaction	10	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0077""(nuclear magnetic resonance)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	0	0	0	0	PN6P:0014:negative	PN6P:0014:positive	0.000797	0.99759	0.9967929999999999	1
PN6P:0015	PAIR2:GENE:4137|GENE:9053	15	29662074	other_direct_binding	P10636	Q14244	P49841	strict_direct_interaction	11	"psi-mi:""MI:0424""(protein kinase assay)|psi-mi:""MI:0424""(protein kinase assay)|psi-mi:""MI:0424""(protein kinase assay)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0015:negative	PN6P:0015:positive	0.001563	0.999402	0.997839	1
PN6P:0413	PAIR2:GENE:4155|GENE:5830	413	29321502	other_direct_binding	P50542	P02686	O75381	strict_direct_interaction	8	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0065""(isothermal titration calorimetry)|psi-mi:""MI:0112""(ubiquitin reconstruction)|psi-mi:""MI:0077""(nuclear magnetic resonance)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0081""(peptide array)|psi-mi:""MI:0071""(molecular sieving)|psi-mi:""MI:0416""(fluorescence microscopy)"	1	1	1	0	PN6P:0413:negative	PN6P:0413:positive	0.000192	0.999147	0.998955	1
PN6P:0395	PAIR2:GENE:4210|GENE:6197	395	32601469	association_negative	O15553	P51812	Q9ULZ3	strict_direct_interaction	6	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0019""(coimmunoprecipitation)|psi-mi:""MI:0428""(imaging technique)|psi-mi:""MI:0096""(pull down)"	0	1	0	0	PN6P:0395:negative	PN6P:0395:positive	0.060964	0.998949	0.937985	1
PN6P:0257	PAIR2:GENE:4281|GENE:8651	257	34434118	association_negative	O15524	O15344	P04626	strict_direct_interaction	3	"psi-mi:""MI:0089""(protein array)"	1	0	0	0	PN6P:0257:negative	PN6P:0257:positive	0.019109	0.999791	0.9806819999999999	1
PN6P:0065	PAIR2:GENE:434246|GENE:9759	65	35170869	association_negative	P56524	Q1XH17	P10275	strict_direct_interaction	2	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)"	0	0	0	0	PN6P:0065:negative	PN6P:0065:positive	0.00117	0.000182	-0.000988	0
PN6P:0392	PAIR2:GENE:43740572|GENE:834	392	40810650	association_negative	P29466	P0DTC6	Q9ULZ3	strict_direct_interaction	8	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0053""(fluorescence polarization spectroscopy)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0040""(electron microscopy)|psi-mi:""MI:0096""(pull down)"	1	1	1	0	PN6P:0392:negative	PN6P:0392:positive	0.00433	0.999901	0.9955710000000001	1
PN6P:0482	PAIR2:GENE:43740575|GENE:596	482	37160897	association_negative	P10415	P0DTC9	O43521	strict_direct_interaction	16	"psi-mi:""MI:0053""(fluorescence polarization spectroscopy)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0019""(coimmunoprecipitation)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0107""(surface plasmon resonance)"	1	1	1	0	PN6P:0482:negative	PN6P:0482:positive	0.007441	0.9999	0.992459	1
PN6P:0483	PAIR2:GENE:43740575|GENE:598	483	37160897	association_negative	Q07817	P0DTC9	Q92934	strict_direct_interaction	39	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0231""(mammalian protein protein interaction trap)|psi-mi:""MI:0813""(proximity ligation assay)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0019""(coimmunoprecipitation)|psi-mi:""MI:0019""(coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)|psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)|psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)|psi-mi:""MI:1112""(two hybrid prey pooling approach)|psi-mi:""MI:1112""(two hybrid prey pooling approach)|psi-mi:""MI:1112""(two hybrid prey pooling approach)|psi-mi:""MI:0012""(bioluminescence resonance energy transfer)|psi-mi:""MI:0012""(bioluminescence resonance energy transfer)|psi-mi:""MI:1356""(validated two hybrid)|psi-mi:""MI:1356""(validated two hybrid)|psi-mi:""MI:1356""(validated two hybrid)|psi-mi:""MI:1203""(split luciferase complementation)|psi-mi:""MI:0090""(protein complementation assay)|psi-mi:""MI:0397""(two hybrid array)|psi-mi:""MI:0397""(two hybrid array)|psi-mi:""MI:0397""(two hybrid array)|psi-mi:""MI:0397""(two hybrid array)"	1	1	1	0	PN6P:0483:negative	PN6P:0483:positive	0.002462	0.999887	0.997425	1
PN6P:0485	PAIR2:GENE:43740575|GENE:599	485	37160897	association_negative	Q92843	P0DTC9	O43521	strict_direct_interaction	14	"psi-mi:""MI:1112""(two hybrid prey pooling approach)|psi-mi:""MI:0053""(fluorescence polarization spectroscopy)|psi-mi:""MI:1356""(validated two hybrid)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0397""(two hybrid array)"	1	1	1	0	PN6P:0485:negative	PN6P:0485:positive	0.000168	0.999163	0.9989950000000001	1
PN6P:0255	PAIR2:GENE:440193|GENE:8408	255	32382014	association_negative	O75385	Q9P219	Q9BXW4	strict_direct_interaction	7	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:1314""(proximity-dependent biotin identification)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0255:negative	PN6P:0255:positive	0.06179	0.022427	-0.039362999999999995	0
